OBJECTID,DamID,Fault length (km),DIST DAM TO FAULT [m],EQ PREF MCE MW,FW or HW,ASSCM Classification,GMM code (1=craton; 2=ext),"1:5,000 AEP SA_3s_NSHA23",,,,
887,138,48,71432.5,7.2,HW,,2,0.029481,,,,
888,138,12,78955.8,6.5,HW,,2,0.029481,,,,
889,138,126,97440.5,7.7,HW,,2,0.029481,,,,
890,138,44,102362.3,7.2,HW,,2,0.029481,,,,
891,139,53,26214.3,7.2,HW,,2,0.029471,,,,
892,139,68.82108,27662.6,7.4,HW,,2,0.029471,,,,
893,139,52,31522.1,7.2,HW,,2,0.029471,,,,
894,139,27,32953.7,6.9,HW,,2,0.029471,,,,
895,139,82,36678.7,7.5,HW,,2,0.029471,,,,
896,139,109,45759.6,7.6,HW,,2,0.029471,,,,
897,139,115,50022.0,7.6,HW,,2,0.029471,,,,
898,139,60,54676.9,7.3,FW,,2,0.029471,,,,
899,139,59.978704,67653.2,7.3,HW,,2,0.029471,,,,
900,139,52,70708.2,7.2,HW,,2,0.029471,,,,
901,139,48,71379.6,7.2,HW,,2,0.029471,,,,
902,139,12,78909.5,6.5,HW,,2,0.029471,,,,
903,139,126,97492.0,7.7,HW,,2,0.029471,,,,
904,139,44,102409.0,7.2,HW,,2,0.029471,,,,
905,140,44,10723.4,7.2,HW,,2,0.0052223,,,,
906,140,9,57396.1,6.3,HW,,2,0.0052223,,,,
907,140,37,86171.2,7.1,HW,,2,0.0052223,,,,
908,140,27,97533.1,6.9,FW,,2,0.0052223,,,,
909,143,37,66.3,7.1,FW,,2,0.0045541,,,,
910,143,9,37042.3,6.3,HW,,2,0.0045541,,,,
911,143,20,68344.4,6.8,HW,,2,0.0045541,,,,
912,143,27,73096.2,6.9,FW,,2,0.0045541,,,,
913,143,2,86267.6,5.6,HW,,2,0.0045541,,,,
914,143,44,88942.4,7.2,HW,,2,0.0045541,,,,
915,144,59.978704,2464.9,7.3,HW,,2,0.054275,,,,
916,144,60,3881.4,7.3,FW,,2,0.054275,,,,
917,144,115,6116.3,7.6,HW,,2,0.054275,,,,
918,144,82,8247.9,7.5,HW,,2,0.054275,,,,
919,144,101,9130.2,7.6,HW,,2,0.054275,,,,
920,144,34,24484.9,7.0,HW,,2,0.054275,,,,
921,144,126,24529.4,7.7,HW,,2,0.054275,,,,
922,144,41,25038.2,7.1,HW,,2,0.054275,,,,
923,144,60,31638.6,7.3,HW,,2,0.054275,,,,
924,144,32.708688,39249.8,7.0,HW,,2,0.054275,,,,
925,144,25,40681.8,6.9,HW,,2,0.054275,,,,
926,144,56.215053,43981.8,7.3,HW,,2,0.054275,,,,
927,144,68.82108,47730.6,7.4,HW,,2,0.054275,,,,
928,144,44,55193.3,7.2,HW,,2,0.054275,,,,
929,144,70,74356.6,7.4,HW,,2,0.054275,,,,
930,144,42.07241,80076.1,7.1,HW,,2,0.054275,,,,
931,144,19,97768.9,6.7,HW,,2,0.054275,,,,
932,145,4,54282.0,5.9,HW,,2,0.018379,,,,
933,145,72,56188.2,7.4,HW,,2,0.018379,,,,
934,145,19,72961.5,6.7,HW,,2,0.018379,,,,
935,145,49,76235.0,7.2,HW,,2,0.018379,,,,
936,145,68,85699.8,7.4,HW,,2,0.018379,,,,
937,145,7,86532.8,6.2,HW,,2,0.018379,,,,
938,145,29,92533.2,6.9,HW,,2,0.018379,,,,
939,145,42.07241,97849.0,7.1,HW,,2,0.018379,,,,
940,145,70,100814.3,7.4,HW,,2,0.018379,,,,
941,146,37,36905.6,7.1,HW,,2,0.0040635,,,,
942,146,20,57074.8,6.8,HW,,2,0.0040635,,,,
943,146,2,57178.4,5.6,HW,,2,0.0040635,,,,
944,146,9,71087.6,6.3,HW,,2,0.0040635,,,,
945,146,27,88409.1,6.9,HW,,2,0.0040635,,,,
946,147,12,7522.2,6.5,HW,,2,0.030281,,,,
947,147,55,7657.6,7.3,HW,,2,0.030281,,,,
948,147,14,32981.1,6.6,HW,,2,0.030281,,,,
949,147,62,38548.5,7.3,HW,,2,0.030281,,,,
950,147,60,39349.2,7.3,HW,,2,0.030281,,,,
951,147,50,41638.8,7.2,HW,,2,0.030281,,,,
952,147,56,48680.2,7.3,HW,,2,0.030281,,,,
953,147,30,63538.1,7.0,HW,,2,0.030281,,,,
954,147,23,65053.3,6.8,HW,,2,0.030281,,,,
955,147,82,69403.1,7.5,HW,,2,0.030281,,,,
956,147,34,72944.9,7.0,HW,,2,0.030281,,,,
957,147,31,72952.3,7.0,HW,,2,0.030281,,,,
958,147,38,75954.9,7.1,HW,,2,0.030281,,,,
959,147,25,76895.4,6.9,HW,,2,0.030281,,,,
960,147,18,78951.6,6.7,HW,,2,0.030281,,,,
961,147,114,83083.2,7.6,HW,,2,0.030281,,,,
962,147,19,84204.3,6.7,HW,,2,0.030281,,,,
963,147,66,85381.5,7.4,HW,,2,0.030281,,,,
964,147,19,86408.0,6.7,HW,,2,0.030281,,,,
965,147,28,95097.8,6.9,HW,,2,0.030281,,,,
966,147,15,95499.4,6.6,HW,,2,0.030281,,,,
967,147,44,102144.0,7.2,HW,,2,0.030281,,,,
968,147,26,102330.8,6.9,HW,,2,0.030281,,,,
969,147,123,102664.4,7.7,HW,,2,0.030281,,,,
970,147,38,103297.6,7.1,HW,,2,0.030281,,,,
971,148,20,75587.4,6.8,HW,,2,0.0075363,,,,
972,148,37,86644.7,7.1,HW,,2,0.0075363,,,,
973,149,66,8975.6,7.4,HW,,2,0.023113,,,,
974,149,19,20390.7,6.7,HW,,2,0.023113,,,,
975,149,30,34382.5,7.0,HW,,2,0.023113,,,,
976,149,123,37712.7,7.7,HW,,2,0.023113,,,,
977,149,31,40780.6,7.0,HW,,2,0.023113,,,,
978,149,45,54967.0,7.2,HW,,2,0.023113,,,,
979,149,60,61493.3,7.3,HW,,2,0.023113,,,,
980,149,14,65696.8,6.6,HW,,2,0.023113,,,,
981,149,18,67105.6,6.7,HW,,2,0.023113,,,,
982,149,23,70171.4,6.8,HW,,2,0.023113,,,,
983,149,16,70577.0,6.6,HW,,2,0.023113,,,,
984,149,54,74319.2,7.3,HW,,2,0.023113,,,,
985,149,42,78958.2,7.1,HW,,2,0.023113,,,,
986,149,15,80021.6,6.6,HW,,2,0.023113,,,,
987,149,82,81001.3,7.5,HW,,2,0.023113,,,,
988,149,162,81717.5,7.3,HW,,2,0.023113,,,,
989,149,55,81683.9,7.8,HW,,2,0.023113,,,,
990,149,12,86162.3,6.5,HW,,2,0.023113,,,,
991,149,15,90711.6,6.6,HW,,2,0.023113,,,,
992,149,26,94328.5,6.9,HW,,2,0.023113,,,,
993,149,114,94796.6,7.6,HW,,2,0.023113,,,,
994,149,52,100686.9,7.2,HW,,2,0.023113,,,,
995,149,31,101365.2,7.0,FW,,2,0.023113,,,,
996,150,38,2920.4,7.1,HW,,1,0.015365,,,,
997,150,19,35867.4,6.7,HW,,1,0.015365,,,,
998,150,31,47596.5,7.0,HW,,1,0.015365,,,,
999,150,14.25,53906.8,6.6,HW,,1,0.015365,,,,
1000,151,26,77286.9,6.9,HW,,2,0.010054,,,,
1001,152,26,77350.0,6.9,HW,,2,0.010148,,,,
1002,154,2,38465.3,5.6,HW,,2,0.0031485,,,,
1003,156,2,11632.7,5.6,HW,,2,0.0033682,,,,
1004,156,37,83640.3,7.1,HW,,2,0.0033682,,,,
1005,156,27,83640.6,6.9,HW,,2,0.0033682,,,,
1006,156,9,103627.3,6.3, HW,,2,0.0033682,,,,
1007,159,27,186.0,6.9,HW,,2,0.003742,,,,
1008,159,9,63654.5,6.3,HW,,2,0.003742,,,,
1009,159,44,76749.4,7.2,HW,,2,0.003742,,,,
1010,159,37,84226.8,7.1,HW,,2,0.003742,,,,
1011,159,2,94806.9,5.6,HW,,2,0.003742,,,,
1012,160,44,870.7,7.2,FW,,2,0.064255,,,,
1013,160,2,1357.6,5.6,FW,,2,0.064255,,,,
1014,160,78,6423.6,7.4,HW,,2,0.064255,,,,
1015,160,26,7600.6,6.9,HW,,2,0.064255,,,,
1016,160,25,8089.1,6.9,HW,,2,0.064255,,,,
1017,160,11,9273.9,6.4,HW,,2,0.064255,,,,
1018,160,66,13404.6,7.4,HW,,2,0.064255,,,,
1019,160,38,15218.0,7.1,HW,,2,0.064255,,,,
1020,160,23,18861.7,6.8,HW,,2,0.064255,,,,
1021,160,34,18997.4,7.0,HW,,2,0.064255,,,,
1022,160,28,26493.2,6.9,HW,,2,0.064255,,,,
1023,160,56,27188.0,7.3,HW,,2,0.064255,,,,
1024,160,37,28473.3,7.1,HW,,2,0.064255,,,,
1025,160,53,32333.2,7.2,HW,,2,0.064255,,,,
1026,160,19,32536.6,6.7,HW,,2,0.064255,,,,
1027,160,14,33960.6,6.6,HW,,2,0.064255,,,,
1028,160,23,34108.5,6.8,HW,,2,0.064255,,,,
1029,160,25,35470.6,6.9,HW,,2,0.064255,,,,
1030,160,34,36044.0,7.0,HW,,2,0.064255,,,,
1031,160,30,37439.4,7.0,HW,,2,0.064255,,,,
1032,160,14,38516.8,6.6,HW,,2,0.064255,,,,
1033,160,24,40584.5,6.8,HW,,2,0.064255,,,,
1034,160,62,40684.3,7.3,HW,,2,0.064255,,,,
1035,160,38,43240.8,7.1,HW,,2,0.064255,,,,
1036,160,50,56751.1,7.2,HW,,2,0.064255,,,,
1037,161,8,27642.4,6.3,HW,,2,0.022261,,,,
1038,161,23,64523.3,6.8,HW,,2,0.022261,,,,
1039,161,66,90539.8,7.4,HW,,2,0.022261,,,,
1040,161,50,98085.1,7.2,HW,,2,0.022261,,,,
1041,161,25,99203.9,6.9,HW,,2,0.022261,,,,
1042,161,53,101101.1,7.2,HW,,2,0.022261,,,,
1043,161,19,103356.2,6.7,HW,,2,0.022261,,,,
1044,162,51,49217.3,7.2,HW,,2,0.0034086,,,,
1045,164,70,796.5,7.4,HW,,2,0.037031,,,,
1046,164,56.215053,13142.0,7.3,HW,,2,0.037031,,,,
1047,164,101,18260.4,7.6,HW,,2,0.037031,,,,
1048,164,42.07241,27351.0,7.1,HW,,2,0.037031,,,,
1049,164,29,30163.7,6.9,HW,,2,0.037031,,,,
1050,164,7,42707.2,6.2,HW,,2,0.037031,,,,
1051,164,41,43856.3,7.1,HW,,2,0.037031,,,,
1052,164,68,44157.9,7.4,HW,,2,0.037031,,,,
1053,164,19,51003.8,6.7,HW,,2,0.037031,,,,
1054,164,34,60978.3,7.0,HW,,2,0.037031,,,,
1055,164,49,62988.4,7.2,HW,,2,0.037031,,,,
1056,164,25,65082.8,6.9,HW,,2,0.037031,,,,
1057,164,24.633328,67562.7,6.9,HW,,2,0.037031,,,,
1058,164,72,70888.3,7.4,HW,,2,0.037031,,,,
1059,164,55,77831.1,7.3,HW,,2,0.037031,,,,
1060,164,24.723261,84074.2,6.9,HW,,2,0.037031,,,,
1061,164,59.978704,85207.3,7.3,HW,,2,0.037031,,,,
1062,164,60,87580.3,7.3,HW,,2,0.037031,,,,
1063,164,126,88074.3,7.7,HW,,2,0.037031,,,,
1064,164,115,89986.9,7.6,HW,,2,0.037031,,,,
1065,164,4,97786.2,5.9,HW,,2,0.037031,,,,
1066,164,60,100848.0,7.3,HW,,2,0.037031,,,,
1067,164,64,102846.3,7.3,HW,,2,0.037031,,,,
1068,165,70,863.7,7.4,HW,,2,0.037244,,,,
1069,165,56.215053,12725.5,7.3,HW,,2,0.037244,,,,
1070,165,101,17978.5,7.6,HW,,2,0.037244,,,,
1071,165,42.07241,27296.6,7.1,HW,,2,0.037244,,,,
1072,165,29,30413.5,6.9,HW,,2,0.037244,,,,
1073,165,7,42855.6,6.2,HW,,2,0.037244,,,,
1074,165,41,43442.6,7.1,HW,,2,0.037244,,,,
1075,165,68,44340.3,7.4,HW,,2,0.037244,,,,
1076,165,19,51181.3,6.7,HW,,2,0.037244,,,,
1077,165,34,60558.4,7.0,HW,,2,0.037244,,,,
1078,165,49,63233.2,7.2,HW,,2,0.037244,,,,
1079,165,25,64695.8,6.9,HW,,2,0.037244,,,,
1080,165,24.633328,67982.5,6.9,HW,,2,0.037244,,,,
1081,165,72,71068.3,7.4,HW,,2,0.037244,,,,
1082,165,55,78245.0,7.3,HW,,2,0.037244,,,,
1083,165,24.723261,84493.6,6.9,HW,,2,0.037244,,,,
1084,165,59.978704,84787.1,7.3,HW,,2,0.037244,,,,
1085,165,60,87160.9,7.3,HW,,2,0.037244,,,,
1086,165,126,87667.7,7.7,HW,,2,0.037244,,,,
1087,165,115,89566.4,7.6,HW,,2,0.037244,,,,
1088,165,4,97703.0,5.9,HW,,2,0.037244,,,,
1089,165,60,100451.7,7.3,HW,,2,0.037244,,,,
1090,165,64,103254.0,7.3,HW,,2,0.037244,,,,
1091,166,70,1235.5,7.4,HW,,2,0.037308,,,,
1092,166,56.215053,12343.2,7.3,HW,,2,0.037308,,,,
1093,166,101,17573.6,7.6,HW,,2,0.037308,,,,
1094,166,42.07241,27481.4,7.1,HW,,2,0.037308,,,,
1095,166,29,30808.0,6.9,HW,,2,0.037308,,,,
1096,166,41,43195.0,6.2,HW,,2,0.037308,,,,
1097,166,7,43136.0,7.1,HW,,2,0.037308,,,,
1098,166,68,44700.1,7.4,HW,,2,0.037308,,,,
1099,166,19,51538.1,6.7,HW,,2,0.037308,,,,
1100,166,34,60191.0,7.0,HW,,2,0.037308,,,,
1101,166,49,63624.9,7.2,HW,,2,0.037308,,,,
1102,166,25,64459.9,6.9,HW,,2,0.037308,,,,
1103,166,24.633328,68351.0,6.9,HW,,2,0.037308,,,,
1104,166,72,71426.2,7.4,HW,,2,0.037308,,,,
1105,166,55,78634.6,7.3,HW,,2,0.037308,,,,
1106,166,59.978704,84422.9,7.3,HW,,2,0.037308,,,,
1107,166,24.723261,84830.1,6.9,HW,,2,0.037308,,,,
1108,166,60,86789.8,7.3,HW,,2,0.037308,,,,
1109,166,126,87384.0,7.7,HW,,2,0.037308,,,,
1110,166,115,89218.1,7.6,HW,,2,0.037308,,,,
1111,166,4,97857.0,5.9,HW,,2,0.037308,,,,
1112,166,60,100194.4,7.3,HW,,2,0.037308,,,,
1113,166,64,103542.6,7.3,HW,,2,0.037308,,,,
1114,166,82,106582.0,7.5,HW,,2,0.037308,,,,
1115,167,40,24304.9,7.1,HW,,2,0.0036389,,,,
1116,168,40,22026.4,7.1,HW,,2,0.0036275,,,,
1117,169,31,14924.5,7.0,FW,,2,0.017724,,,,
1118,169,42,17446.4,7.1,HW,,2,0.017724,,,,
1119,169,56,25581.9,7.3,HW,,2,0.017724,,,,
1120,169,54,25964.5,7.3,HW,,2,0.017724,,,,
1121,169,123,38307.5,7.7,HW,,2,0.017724,,,,
1122,169,26,39373.5,6.9,HW,,2,0.017724,,,,
1123,169,15,57704.3,6.6,HW,,2,0.017724,,,,
1124,169,13,66514.0,6.5,HW,,2,0.017724,,,,
1125,169,11,72689.0,6.4,HW,,2,0.017724,,,,
1126,169,19,74627.9,6.7,HW,,2,0.017724,,,,
1127,169,66,79847.3,7.4,HW,,2,0.017724,,,,
1128,169,162,87305.5,7.8,HW,,2,0.017724,,,,
1129,169,85,94221.8,7.5,HW,,2,0.017724,,,,
1130,169,16,96042.6,6.6,HW,,2,0.017724,,,,
1131,169,55,103873.3,7.3,FW,,2,0.017724,,,,
1132,170,126,224.8,7.7,FW,,2,0.045852,,,,
1133,170,60,1971.6,7.3,HW,,2,0.045852,,,,
1134,170,32.708688,11324.4,7.0,HW,,2,0.045852,,,,
1135,170,34,13560.0,7.0,HW,,2,0.045852,,,,
1136,170,41,14259.1,7.1,HW,,2,0.045852,,,,
1137,170,25,17868.4,6.9,HW,,2,0.045852,,,,
1138,170,115,22452.8,7.6,HW,,2,0.045852,,,,
1139,170,44,26907.5,7.2,HW,,2,0.045852,,,,
1140,170,59.978704,27221.4,7.3,HW,,2,0.045852,,,,
1141,170,101,29050.6,7.6,HW,,2,0.045852,,,,
1142,170,60,31436.5,7.3,FW,,2,0.045852,,,,
1143,170,56.215053,33346.0,7.3,HW,,2,0.045852,,,,
1144,170,82,34747.1,7.5,HW,,2,0.045852,,,,
1145,170,70,54957.9,7.4,HW,,2,0.045852,,,,
1146,170,42.07241,61164.9,7.1,HW,,2,0.045852,,,,
1147,170,68.82108,62586.9,7.4,HW,,2,0.045852,,,,
1148,170,19,75002.0,6.7,HW,,2,0.045852,,,,
1149,170,4,96277.9,5.9,HW,,2,0.045852,,,,
1150,170,72,99625.9,7.4,HW,,2,0.045852,,,,
1151,170,29,101004.8,6.9,HW,,2,0.045852,,,,
1152,170,7,103720.7,6.2,HW,,2,0.045852,,,,
1153,172,162,10278.4,7.8,HW,,2,0.015821,,,,
1154,172,16,18441.1,6.6,HW,,2,0.015821,,,,
1155,172,15,39709.0,6.6,HW,,2,0.015821,,,,
1156,172,123,40132.0,7.7,HW,,2,0.015821,,,,
1157,172,45,56910.1,7.2,HW,,2,0.015821,,,,
1158,172,26,63989.2,6.9,HW,,2,0.015821,,,,
1159,172,54,65318.5,7.3,HW,,2,0.015821,,,,
1160,172,44,69129.6,7.2,HW,,2,0.015821,,,,
1161,172,42,76236.2,7.1,HW,,2,0.015821,,,,
1162,172,66,78604.8,7.4,HW,,2,0.015821,,,,
1163,172,60,82083.7,7.3,HW,,2,0.015821,,,,
1164,172,31,92767.9,7.0,HW,,2,0.015821,,,,
1165,172,85,100517.4,7.5,HW,,2,0.015821,,,,
1166,173,40,32263.5,7.1,HW,,2,0.003894,,,,
1167,174,54,6523.3,7.3,HW,,2,0.017593,,,,
1168,174,123,14157.1,7.7,HW,,2,0.017593,,,,
1169,174,42,15612.9,7.1,HW,,2,0.017593,,,,
1170,174,26,27027.0,6.9,HW,,2,0.017593,,,,
1171,174,15,34972.2,6.6,HW,,2,0.017593,,,,
1172,174,31,47523.8,7.0,HW,,2,0.017593,,,,
1173,174,66,58089.8,7.4,HW,,2,0.017593,,,,
1174,174,56,59018.2,7.3,HW,,2,0.017593,,,,
1175,174,16,62598.8,6.6,HW,,2,0.017593,,,,
1176,174,162,63043.3,7.8,HW,,2,0.017593,,,,
1177,174,19,69618.9,6.7,HW,,2,0.017593,,,,
1178,174,85,92653.7,7.5,HW,,2,0.017593,,,,
1179,174,45,93566.0,7.2,HW,,2,0.017593,,,,
1180,174,13,97271.4,6.5,HW,,2,0.017593,,,,
1181,174,31,98293.8,7.0,HW,,2,0.017593,,,,
1182,174,30,101131.0,7.0,HW,,2,0.017593,,,,
1183,177,20,83471.9,6.8,HW,,2,0.0058435,,,,
1184,178,70,41346.5,7.4,HW,,2,0.015712,,,,
1185,178,49,87958.1,7.2,HW,,2,0.015712,,,,
1186,178,55,97894.4,7.3,HW,,2,0.015712,,,,
1187,178,68,99820.9,7.4,HW,,2,0.015712,,,,
1188,178,72,100602.7,7.4,HW,,2,0.015712,,,,
1189,178,24.633328,103996.9,6.9,HW,,2,0.015712,,,,
1190,179,29,9652.9,6.9,HW,,2,0.0037563,,,,
1191,179,32,39357.3,7.0,HW,,2,0.0037563,,,,
1192,179,104,39971.6,7.6,HW,,2,0.0037563,,,,
1193,179,44,66717.2,7.2,HW,,2,0.0037563,,,,
1194,179,53,68561.9,7.2,HW,,2,0.0037563,,,,
1195,180,2,10215.8,5.6,HW,,2,0.0033358,,,,
1196,180,37,88143.9,7.1,HW,,2,0.0033358,,,,
1197,180,27,88900.2,6.9,FW,,2,0.0033358,,,,
1198,181,70,68141.1,7.4,HW,,2,0.015309,,,,
1199,181,49,91178.5,7.2,HW,,2,0.015309,,,,
1200,181,72,93294.9,7.4,HW,,2,0.015309,,,,
1201,181,55,104055.1,7.3,HW,,2,0.015309,,,,
1202,181,68,107588.4,7.4,HW,,2,0.015309,,,,
1203,182,20,70070.2,6.8,HW,,2,0.0076392,,,,
1204,182,37,91615.2,7.1,HW,,2,0.0076392,,,,
1205,183,24,163.8,6.8,FW,,2,0.059419,,,,
1206,183,53,355.9,7.2,FW,,2,0.059419,,,,
1207,183,38,3512.8,7.1,HW,,2,0.059419,,,,
1208,183,28,12099.7,6.9,HW,,2,0.059419,,,,
1209,183,25,16267.1,6.9,HW,,2,0.059419,,,,
1210,183,34,17126.6,7.0,HW,,2,0.059419,,,,
1211,183,44,17272.6,7.2,HW,,2,0.059419,,,,
1212,183,14,17929.2,6.6,HW,,2,0.059419,,,,
1213,183,14,18836.4,6.6,HW,,2,0.059419,,,,
1214,183,11,22714.3,6.4,HW,,2,0.059419,,,,
1215,183,19,26312.1,6.7,HW,,2,0.059419,,,,
1216,183,56,31710.8,7.3,HW,,2,0.059419,,,,
1217,183,26,31993.9,6.9,HW,,2,0.059419,,,,
1218,183,23,34629.9,6.8,HW,,2,0.059419,,,,
1219,183,78,37343.4,7.4,HW,,2,0.059419,,,,
1220,183,2,39503.4,5.6,HW,,2,0.059419,,,,
1221,183,23,42854.6,6.8,HW,,2,0.059419,,,,
1222,183,34,47403.3,7.0,HW,,2,0.059419,,,,
1223,183,38,48876.8,7.1,HW,,2,0.059419,,,,
1224,183,25,51564.5,6.9,HW,,2,0.059419,,,,
1225,183,62,51849.2,7.3,HW,,2,0.059419,,,,
1226,183,30,52120.3,7.0,HW,,2,0.059419,,,,
1227,183,66,53046.4,7.4,HW,,2,0.059419,,,,
1228,183,37,64462.9,7.1,HW,,2,0.059419,,,,
1229,183,50,65845.4,7.2,HW,,2,0.059419,,,,
1230,184,70,45783.6,7.4,HW,,2,0.014337,,,,
1231,185,12,2655.7,6.5,HW,,2,0.029194,,,,
1232,185,55,3224.7,7.3,HW,,2,0.029194,,,,
1233,185,14,21940.8,6.6,HW,,2,0.029194,,,,
1234,185,60,39090.4,7.3,HW,,2,0.029194,,,,
1235,185,50,45246.0,7.2,HW,,2,0.029194,,,,
1236,185,62,47243.1,7.3,HW,,2,0.029194,,,,
1237,185,23,52464.9,6.8,HW,,2,0.029194,,,,
1238,185,56,56052.4,7.3,HW,,2,0.029194,,,,
1239,185,30,63285.7,7.0,HW,,2,0.029194,,,,
1240,185,31,73260.0,7.0,HW,,2,0.029194,,,,
1241,185,82,73398.3,7.5,HW,,2,0.029194,,,,
1242,185,38,73955.7,7.1,HW,,2,0.029194,,,,
1243,185,25,74831.1,6.9,HW,,2,0.029194,,,,
1244,185,19,76436.8,6.7,HW,,2,0.029194,,,,
1245,185,34,78648.8,7.0,HW,,2,0.029194,,,,
1246,185,18,80223.1,6.7,HW,,2,0.029194,,,,
1247,185,66,84715.1,7.4,HW,,2,0.029194,,,,
1248,185,19,86523.3,6.7,HW,,2,0.029194,,,,
1249,185,114,88382.0,7.6,HW,,2,0.029194,,,,
1250,185,15,97767.0,6.6,HW,,2,0.029194,,,,
1251,185,28,99630.2,6.9,HW,,2,0.029194,,,,
1252,185,26,101647.4,6.9,HW,,2,0.029194,,,,
1253,185,123,101863.0,7.7,HW,,2,0.029194,,,,
1254,185,44,103355.7,7.2,HW,,2,0.029194,,,,
1255,186,12,76957.6,6.5,HW,,2,0.00526,,,,
1256,186,104,87750.2,7.6,HW,,2,0.00526,,,,
1257,188,8,34741.2,6.3,HW,,2,0.019381,,,,
1258,188,11,52889.3,6.4,HW,,2,0.019381,,,,
1259,188,56,85100.2,7.3,HW,,2,0.019381,,,,
1260,188,23,90205.0,6.8,HW,,2,0.019381,,,,
1261,188,48,92834.9,7.2,HW,,2,0.019381,,,,
1262,188,31,98706.2,7.0,FW,,2,0.019381,,,,
1263,188,13,101229.6,6.5,HW,,2,0.019381,,,,
1264,188,19,104125.3,6.7,HW,,2,0.019381,,,,
1265,190,115,2976.4,7.6,HW,,2,0.049555,,,,
1266,190,59.978704,6732.4,7.3,HW,,2,0.049555,,,,
1267,190,82,11189.3,7.5,HW,,2,0.049555,,,,
1268,190,60,17129.8,7.3,HW,,2,0.049555,,,,
1269,190,126,30274.0,7.7,HW,,2,0.049555,,,,
1270,190,68.82108,30331.4,7.4,HW,,2,0.049555,,,,
1271,190,32.708688,32323.1,7.0,HW,,2,0.049555,,,,
1272,190,60,34051.1,7.3,HW,,2,0.049555,,,,
1273,190,101,42628.3,7.6,HW,,2,0.049555,,,,
1274,190,44,43184.5,7.2,HW,,2,0.049555,,,,
1275,190,34,43989.7,7.0,HW,,2,0.049555,,,,
1276,190,41,44656.6,7.1,HW,,2,0.049555,,,,
1277,190,25,52974.9,6.9,HW,,2,0.049555,,,,
1278,190,56.215053,66905.5,7.3,HW,,2,0.049555,,,,
1279,190,27,82358.0,6.9,HW,,2,0.049555,,,,
1280,190,52,89506.7,7.2,HW,,2,0.049555,,,,
1281,190,70,90460.2,7.4,HW,,2,0.049555,,,,
1282,190,42.07241,96675.0,7.1,HW,,2,0.049555,,,,
1283,190,53,106120.3,7.2,HW,,2,0.049555,,,,
1284,191,70,16972.1,7.4,HW,,2,0.032989,,,,
1285,191,29,19788.7,6.9,HW,,2,0.032989,,,,
1286,191,56.215053,30154.5,7.3,HW,,2,0.032989,,,,
1287,191,42.07241,31592.7,7.1,HW,,2,0.032989,,,,
1288,191,101,32511.9,7.6,HW,,2,0.032989,,,,
1289,191,68,32737.1,7.4,HW,,2,0.032989,,,,
1290,191,7,37033.7,6.2,HW,,2,0.032989,,,,
1291,191,19,43522.5,6.7,HW,,2,0.032989,,,,
1292,191,24.633328,50700.2,6.9,HW,,2,0.032989,,,,
1293,191,49,51957.0,7.2,HW,,2,0.032989,,,,
1294,191,72,59611.5,7.4,HW,,2,0.032989,,,,
1295,191,41,60080.9,7.1,HW,,2,0.032989,,,,
1296,191,55,60812.4,7.3,HW,,2,0.032989,,,,
1297,191,24.723261,67756.3,6.9,HW,,2,0.032989,,,,
1298,191,34,77901.4,7.0,HW,,2,0.032989,,,,
1299,191,25,79853.4,6.9,HW,,2,0.032989,,,,
1300,191,64,87657.0,7.3,HW,,2,0.032989,,,,
1301,191,4,99591.5,5.9,HW,,2,0.032989,,,,
1302,191,59.978704,102095.1,7.3,HW,,2,0.032989,,,,
1303,191,126,103730.8,7.7,HW,,2,0.032989,,,,
1304,191,60,104524.4,7.3, FW,,2,0.032989,,,,
1305,191,115,106702.4,7.6,HW,,2,0.032989,,,,
1306,193,31,29943.5,7.0,HW,,1,0.015,,,,
1307,193,38,48128.4,7.1,HW,,1,0.015,,,,
1308,194,26,92385.9,6.9,HW,,2,0.0081586,,,,
1309,196,66,13469.4,7.4,HW,,2,0.036433,,,,
1310,196,37,24659.1,7.1,HW,,2,0.036433,,,,
1311,196,78,31526.1,7.4,HW,,2,0.036433,,,,
1312,196,44,43320.2,7.2,HW,,2,0.036433,,,,
1313,196,23,46615.9,6.8,HW,,2,0.036433,,,,
1314,196,53,50889.0,7.2,HW,,2,0.036433,,,,
1315,196,26,50996.8,6.9,HW,,2,0.036433,,,,
1316,196,38,53015.6,7.1,HW,,2,0.036433,,,,
1317,196,30,54604.5,7.0,HW,,2,0.036433,,,,
1318,196,2,60558.4,5.6,HW,,2,0.036433,,,,
1319,196,25,61881.9,6.9,HW,,2,0.036433,,,,
1320,196,34,66235.7,7.0,HW,,2,0.036433,,,,
1321,196,23,67160.0,6.8,HW,,2,0.036433,,,,
1322,196,11,70495.3,6.4,HW,,2,0.036433,,,,
1323,196,25,72049.1,6.9,HW,,2,0.036433,,,,
1324,196,34,79410.5,7.0,HW,,2,0.036433,,,,
1325,196,14,84706.9,6.6,HW,,2,0.036433,,,,
1326,196,14,85233.4,6.6,HW,,2,0.036433,,,,
1327,196,56,86288.2,7.3,HW,,2,0.036433,,,,
1328,196,28,87571.7,6.9,HW,,2,0.036433,,,,
1329,196,62,90657.7,7.3,HW,,2,0.036433,,,,
1330,196,19,91624.2,6.7,HW,,2,0.036433,,,,
1331,196,24,92275.7,6.8,HW,,2,0.036433,,,,
1332,196,50,92910.4,7.2,HW,,2,0.036433,,,,
1333,196,109,93414.0,7.6,HW,,2,0.036433,,,,
