OBJECTID,DamID,Fault length (km),DIST DAM TO FAULT m,EQ PREF MCE MW,FW or HW,ASSCM Classification,GMM code (1=craton; 2=ext),A12_med,AB06_med,D15_med,S09nc_med,NGAE_med,A12_std,AB06_std,D15_std,S09nc_std,NGAE_std,A12_wt,AB06_wt,D15_wt,S09nc_wt,NGAE_wt
199,34,34,42549.3,7,HW,B,2,-2.02863129,-2.42536627,-2.48457317,-2.04890861,-1.41146449,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
200,34,29,42695.4,6.9,HW,CD,2,-2.11495019,-2.51014058,-2.55464421,-2.13315078,-1.507444407,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
201,34,25,48470,6.9,HW,OTHER,2,-2.29356428,-2.69968905,-2.66790843,-2.25886252,-1.681945463,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
202,34,7,49735.7,6.2,HW,B,2,-3.03679348,-3.39190708,-3.26426531,-2.92065837,-2.42372048,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
203,34,68,53231.2,7.4,HW,B,2,-2.03976191,-2.45421006,-2.43261473,-1.94972408,-1.34876678,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
204,34,19,60867.7,6.7,HW,B,2,-2.80341251,-3.22134129,-3.0350509,-2.66240703,-2.142419612,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
205,34,59.978704,66745.9,7.3,HW,D,2,-2.41218842,-2.85522024,-2.69348068,-2.2428933,-1.661227274,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
206,34,60,69176.7,7.3,HW,D,2,-2.46025476,-2.90773915,-2.72681234,-2.27904725,-1.699348126,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
207,34,126,70276.3,7.7,HW,B,2,-2.21123121,-2.64047226,-2.5109553,-1.98568212,-1.372961869,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
208,34,115,71488.9,7.6,HW,B,2,-2.2946216,-2.70921895,-2.57932839,-2.07700333,-1.464687071,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
209,34,49,75069.6,7.2,HW,B,2,-2.64776643,-3.01089632,-2.87085584,-2.44698284,-1.865407792,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
210,34,72,78550.9,7.4,HW,DE,2,-2.49000306,-2.86200297,-2.78429229,-2.33025207,-1.720268363,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
211,34,60,83547.8,7.3,HW,B,2,-2.58554796,-2.94480285,-2.90917172,-2.47953613,-1.868488553,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
212,34,24.633328,86021,6.9,HW,B,2,-2.96220415,-3.279113,-3.231225,-2.86433344,-2.284893874,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
213,34,82,88866.5,7.5,HW,B,2,-2.44054621,-2.80428331,-2.8425665,-2.38359517,-1.733279417,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
214,34,32.708688,92068,7,HW,B,2,-2.87807974,-3.20093043,-3.22577518,-2.85392121,-2.2447957,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
215,34,4,95559.1,5.9,HW,CD,2,-4.2139343,-4.31949389,-4.31125048,-4.02168727,-3.501651318,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
216,34,55,96052.8,7.3,HW,B,2,-2.6167606,-2.96295448,-3.05172125,-2.63948389,-1.995886326,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
217,34,24.723261,102542.5,6.9,HW,D,2,-3.00063368,-3.30309477,-3.42482781,-3.08071676,-2.459163396,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
218,34,44,102667.2,7.2,HW,B,2,-2.71743233,-3.05095561,-3.19370868,-2.8075484,-2.158973167,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
219,35,20,53856.6,6.8,HW,B,2,-2.53211208,-2.94397894,-2.83853339,-2.44836308,-1.9026017,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
220,35,37,73886.5,7.1,HW,B,2,-2.7106904,-3.09043235,-2.92467457,-2.51494679,-1.944653815,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
221,36,20,25916.7,6.8,HW,DE,2,-1.49420778,-1.84810489,-2.20438529,-1.7567267,-0.944625173,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
222,36,37,62521,7.1,HW,B,2,-2.480324,-2.91587487,-2.76383335,-2.34125095,-1.778576092,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
223,36,2,97296.4,5.6,HW,B,2,-4.67092972,-4.68561701,-4.68510377,-4.39390293,-3.883604952,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
224,37,20,27162.2,6.8,HW,D,2,-1.56010643,-1.91763603,-2.24173062,-1.79731184,-0.999958476,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
225,37,37,63774.6,7.1,HW,DE,2,-2.50768677,-2.94546519,-2.78253558,-2.36128022,-1.797722395,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
226,37,2,97279.2,5.6,HW,DE,2,-4.67089395,-4.68559205,-4.68487093,-4.39364852,-3.883392634,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
227,38,40,77242.3,7.1,HW,DE,2,-2.74460398,-3.09530347,-2.96885346,-2.56323915,-1.986157761,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
228,41,20,41209.1,6.8,HW,B,2,-2.15022158,-2.53943217,-2.59331223,-2.18129998,-1.558332126,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
229,41,37,56605.8,7.1,HW,B,2,-2.34341996,-2.7682555,-2.67176973,-2.24327593,-1.672635764,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
230,41,2,67745.6,5.6,HW,D,2,-4.31350595,-4.58973651,-4.23195851,-3.90852439,-3.466852159,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
231,41,9,100881.9,6.3,FW,B,2,-3.68170885,-3.88236549,-3.95348057,-3.65993396,-3.09940271,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
232,44,101,40549.3,7.6,HW,C,2,-1.5655821,-1.94056184,-2.11043737,-1.56265859,-0.896426585,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
233,44,34,46288.2,7,HW,CD,2,-2.14565038,-2.54984362,-2.55803649,-2.13054069,-1.518327677,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
234,44,41,56186.1,7.1,HW,B,2,-2.3331754,-2.75723596,-2.66497826,-2.23608848,-1.664481087,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
235,44,56.215053,56400.9,7.3,HW,OTHER,2,-2.18614364,-2.60956111,-2.54126989,-2.07965372,-1.492940881,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
236,44,60,57082.6,7.3,HW,B,2,-2.20225438,-2.62700472,-2.55188381,-2.0909402,-1.505744065,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
237,44,59.978704,57887.8,7.3,HW,B,2,-2.22104105,-2.64735722,-2.5643043,-2.10416571,-1.52108097,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
238,44,115,65666.9,7.6,HW,B,2,-2.18499296,-2.61606186,-2.50389481,-1.99448979,-1.384962268,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
239,44,70,68405.1,7.4,HW,B,2,-2.37185438,-2.81604829,-2.65441459,-2.18774922,-1.594729542,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
240,44,25,74505.5,6.9,HW,C,2,-2.90106159,-3.26239768,-3.08109738,-2.69982402,-2.148526692,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
241,44,82,75686.6,7.5,HW,D,2,-2.40421734,-2.78515203,-2.68846236,-2.21169501,-1.591626603,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
242,44,126,79870.6,7.7,HW,B,2,-2.27477593,-2.65439886,-2.62606658,-2.11332732,-1.482766776,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
243,44,42.07241,86779.1,7.1,HW,B,2,-2.77036276,-3.1091466,-3.08772914,-2.69446178,-2.092769328,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
244,44,60,94437,7.3,HW,D,2,-2.61296415,-2.96060907,-3.03399428,-2.61943801,-1.979787394,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
245,44,29,97638.2,6.9,HW,B,2,-2.98991356,-3.29597594,-3.3696114,-3.01851299,-2.408993437,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
246,44,32.708688,104423.1,7,HW,B,2,-2.90578291,-3.21886447,-3.36468915,-3.01040223,-2.370436436,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
247,44,7,106326.5,6.2,HW,B,2,-3.82207528,-3.99720223,-4.12122118,-3.83961004,-3.271484556,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
248,45,38,12565,7.1,HW,B,2,-0.3361644,-0.59878427,-1.54596556,-1.00353517,-0.024935943,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
249,45,26,14321.6,6.9,HW,B,2,-0.61606205,-0.90895451,-1.72257956,-1.22040975,-0.232783261,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
250,45,66,15821.7,7.4,HW,D,2,-0.47604706,-0.75605925,-1.5525173,-0.97396655,-0.072645363,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
251,45,25,16276.5,6.9,HW,D,2,-0.78480051,-1.09452889,-1.80521321,-1.31249898,-0.346725226,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
252,45,44,22589.7,7.2,HW,OTHER,2,-1.03174506,-1.36918729,-1.87292427,-1.35629147,-0.503923586,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
253,45,2,29575.9,5.6,HW,B,2,-2.95330139,-3.19283615,-3.32959393,-2.95400878,-2.247142651,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
254,45,11,34557.7,6.4,HW,B,2,-2.26932039,-2.62222686,-2.73968306,-2.35291938,-1.649938928,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
255,45,62,34776,7.3,HW,B,2,-1.54077426,-1.91591515,-2.14121178,-1.63900838,-0.91463157,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
256,45,78,35073.2,7.4,HW,B,2,-1.49074893,-1.86257853,-2.0960857,-1.57593329,-0.85126658,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
257,45,25,36891.2,6.9,HW,B,2,-1.90976701,-2.29303687,-2.42845485,-1.99414158,-1.301478273,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
258,45,56,37839.4,7.3,HW,CD,2,-1.65288743,-2.03598389,-2.20750359,-1.71252348,-1.023660615,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
259,45,50,38235.1,7.2,HW,B,2,-1.73377874,-2.12034631,-2.27190956,-1.79527437,-1.115256496,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
260,45,37,40230.1,7.1,HW,B,2,-1.87455518,-2.2667837,-2.37341789,-1.91756059,-1.271626163,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
261,45,19,42139.4,6.7,HW,B,2,-2.27166755,-2.65822347,-2.68627625,-2.28782417,-1.675590123,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
262,45,34,44023.9,7,HW,B,2,-2.07594397,-2.47566363,-2.51410437,-2.08167439,-1.452257721,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
263,45,23,45191.4,6.8,HW,B,2,-2.2816543,-2.67830766,-2.67600964,-2.27256085,-1.672547909,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
264,45,28,48361.4,6.9,HW,D,2,-2.29040271,-2.69632796,-2.66587448,-2.25659626,-1.678366379,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
265,45,53,58025.5,7.2,HW,B,2,-2.29879329,-2.7264625,-2.62889423,-2.18590779,-1.612226845,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
266,45,14,62066.9,6.6,HW,B,2,-2.93245804,-3.34527514,-3.13662064,-2.77513027,-2.261292201,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
267,45,34,62492.3,7,HW,B,2,-2.56391298,-2.99763558,-2.83322611,-2.42523425,-1.868295132,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
268,45,30,62567,7,HW,D,2,-2.56558065,-2.99943263,-2.83436672,-2.42645195,-1.869450643,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
269,45,23,62703.8,6.8,HW,B,2,-2.74969681,-3.17626678,-2.98551486,-2.60350376,-2.071615872,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
270,45,24,64751.5,6.8,HW,DE,2,-2.79570729,-3.22560322,-3.01735093,-2.63742317,-2.104791256,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
271,45,38,66073.9,7.1,HW,B,2,-2.55651763,-2.99834836,-2.81617184,-2.39741276,-1.833821889,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
272,45,14,66473.4,6.6,HW,B,2,-3.03310942,-3.45264131,-3.20683757,-2.84972115,-2.335309947,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
273,45,55,93788.7,7.3,HW,B,2,-2.61142263,-2.95966803,-3.02682817,-2.61134701,-1.973400251,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
274,45,23,94500.6,6.8,HW,D,2,-3.08607709,-3.38123501,-3.41576726,-3.07214739,-2.48216014,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
275,45,12,97667.3,6.5,HW,B,2,-3.42916779,-3.67239216,-3.72029238,-3.40956216,-2.835734345,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
276,45,14,101579.4,6.6,HW,B,2,-3.32128371,-3.57969723,-3.67405381,-3.36040647,-2.770741326,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
287,51,20,98821.2,6.8,HW,B,2,-3.09579974,-3.38750657,-3.46620409,-3.12857975,-2.528501348,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
288,55,40,56943.1,7.1,HW,B,2,-2.35159897,-2.77705577,-2.67720138,-2.2490282,-1.679237968,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
289,56,123,7765.6,7.7,HW,B,2,0.38034464,0.14945843,-1.12719009,-0.42647165,0.395808781,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
290,56,66,21159.2,7.4,HW,B,2,-0.83829874,-1.15766601,-1.73530849,-1.17731604,-0.325065453,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
291,56,45,31205.5,7.2,HW,B,2,-1.46073389,-1.828929,-2.1113237,-1.6180109,-0.871301643,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
292,56,31,35214.9,7,HW,B,2,-1.76656532,-2.14729415,-2.32500245,-1.87286672,-1.15011146,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
293,56,16,39708,6.6,HW,B,2,-2.27875059,-2.65529167,-2.70811056,-2.31488181,-1.693104605,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
294,56,30,46146.6,7,HW,C,2,-2.14139041,-2.54530743,-2.55533695,-2.1275336,-1.514065482,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
295,56,162,50658.9,7.8,HW,DE,2,-1.74410145,-2.12866555,-2.19252216,-1.62246439,-1.000162237,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
296,56,19,51486.8,6.7,HW,B,2,-2.56107298,-2.96378056,-2.87232126,-2.49157581,-1.954731261,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
297,56,18,62277.2,6.7,HW,D,2,-2.83658817,-3.25675227,-3.05786893,-2.68658483,-2.164772288,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
298,56,15,68387.1,6.6,HW,B,2,-3.07477347,-3.49720079,-3.23628251,-2.88116078,-2.369243995,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
299,56,54,71144.8,7.3,HW,B,2,-2.49796118,-2.92679928,-2.75321342,-2.30779024,-1.725646015,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
300,56,15,75303.6,6.6,HW,OTHER,2,-3.21625656,-3.5415566,-3.33802208,-2.99054162,-2.467370508,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
301,56,60,75865,7.3,HW,OTHER,2,-2.56396137,-2.93365089,-2.8145653,-2.37495173,-1.781327463,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
302,56,42,79417.1,7.1,HW,C,2,-2.75074759,-3.0984603,-2.99679223,-2.5939115,-2.014005458,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
303,56,82,80071.8,7.5,HW,B,2,-2.41696314,-2.79151736,-2.74154199,-2.27051099,-1.644671125,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
304,56,26,86793.1,6.9,HW,B,2,-2.96415874,-3.28023374,-3.24079189,-2.87491335,-2.293516778,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
305,56,52,88331.9,7.2,HW,B,2,-2.68396724,-3.03014721,-3.03418717,-2.62761154,-2.014272877,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
306,56,114,89580.5,7.6,HW,B,2,-2.36950898,-2.7354798,-2.79061401,-2.31263618,-1.659542849,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
307,56,14,90417.4,6.6,HW,B,2,-3.2962615,-3.56349503,-3.53947815,-3.21066715,-2.652162146,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
308,56,35,93129.6,7,HW,B,2,-2.88060196,-3.20247139,-3.23816391,-2.86777375,-2.255519305,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
309,56,23,100687.8,6.8,HW,DE,2,-3.09986933,-3.39021604,-3.48755295,-3.15256276,-2.54814696,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
310,57,37,31254.5,7.1,HW,B,2,-1.5303538,-1.90061255,-2.16877479,-1.69202244,-0.943190075,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
311,57,20,52184.2,6.8,HW,B,2,-2.48702926,-2.89603797,-2.80877606,-2.41723446,-1.870689548,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
312,57,2,64146,5.6,HW,B,2,-4.22367473,-4.49613955,-4.16725859,-3.84073958,-3.397662249,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
313,57,9,68442.3,6.3,HW,B,2,-3.40849966,-3.80116033,-3.5066555,-3.17395125,-2.690143087,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
314,57,27,90042.2,6.9, FW,D,2,-2.97219772,-3.28494997,-3.28044241,-2.91888682,-2.330568493,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
315,58,37,27621.5,7.1,HW,B,2,-1.3630441,-1.72248469,-2.07325754,-1.58735517,-0.79630725,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
316,58,20,59379.1,6.8,HW,B,2,-2.67172245,-3.09283744,-2.9321799,-2.5469349,-2.015857601,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
317,58,9,61514.8,6.3,HW,B,2,-3.24620079,-3.62932208,-3.39217271,-3.05285809,-2.568167916,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
318,58,2,62654,5.6,HW,B,2,-4.18495882,-4.45588137,-4.13963119,-3.81190248,-3.370330275,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
319,58,27,81865.6,6.9,HW,B,2,-2.95137377,-3.27308123,-3.1787224,-2.80647848,-2.239721214,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
320,59,37,10884.3,7.1,HW,B,2,-0.16251138,-0.39547848,-1.46879209,-0.91438978,0.06685833,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
321,59,9,31925.3,6.3, FW,B,2,-2.25255448,-2.5920261,-2.74965818,-2.36387395,-1.644442628,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
322,59,20,70512,6.8,HW,B,2,-2.91778935,-3.34641436,-3.10319973,-2.72947433,-2.201431257,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
323,59,27,75488,6.9,FW,D,2,-2.91960878,-3.26382382,-3.0945022,-2.7143982,-2.160952337,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
324,59,44,79572.9,7.2,HW,B,2,-2.66072998,-3.01743309,-2.92832564,-2.51012597,-1.921690851,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
325,59,2,97440.6,5.6,HW,B,2,-4.67122941,-4.68582633,-4.68705467,-4.39603487,-3.885386742,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
326,60,4,61048.1,5.9,HW,B,2,-3.72824746,-4.05393512,-3.77990615,-3.45326079,-2.998609186,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
327,60,60,70994,7.3,HW,B,2,-2.49510884,-2.92658039,-2.75120835,-2.30560398,-1.72391723,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
328,60,19,77090.4,6.7,HW,B,2,-3.14608596,-3.44863005,-3.27774752,-2.92257729,-2.388243169,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
329,60,72,84919.6,7.4,HW,D,2,-2.50754676,-2.87124745,-2.86020539,-2.41465316,-1.787590386,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
330,60,44,89721.7,7.2,HW,B,2,-2.68744108,-3.03216457,-3.05034406,-2.64567726,-2.029565002,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
331,60,70,89947.8,7.4,HW,B,2,-2.52049209,-2.87854614,-2.91757586,-2.47898663,-1.84051593,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
332,60,42.07241,94936,7.1,HW,B,2,-2.79024013,-3.12098675,-3.18275039,-2.80070796,-2.17760096,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
333,60,32.708688,102788.1,7,HW,B,2,-2.90231102,-3.21649119,-3.34692651,-2.99025209,-2.354481088,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
334,60,126,103373.8,7.7,HW,D,2,-2.33379861,-2.68851492,-2.87523101,-2.39662618,-1.709586337,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
335,60,25,103859.2,6.9,HW,B,2,-3.00342454,-3.30500603,-3.43936552,-3.0971593,-2.472078697,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
336,61,37,14443.4,7.1,HW,B,2,-0.51009158,-0.79640199,-1.62726243,-1.09570056,-0.138606576,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
337,61,9,35409.5,6.3,FW,D,2,-2.40880875,-2.75411809,-2.84481168,-2.4665881,-1.782029067,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
338,61,20,66662.9,6.8,HW,B,2,-2.83737097,-3.27035124,-3.0464204,-2.66849659,-2.136784163,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
