OBJECTID,DamID,Fault length (km),DIST DAM TO FAULT m,EQ PREF MCE MW,FW or HW,ASSCM Classification,GMM code (1=craton; 2=ext),A12_med,AB06_med,D15_med,S09nc_med,NGAE_med,A12_std,AB06_std,D15_std,S09nc_std,NGAE_std,A12_wt,AB06_wt,D15_wt,S09nc_wt,NGAE_wt
1688,236,82,56650.9,7.5,HW,,2,-2.05630046,-2.47394079,-2.4302617,-1.93134265,-1.321705602,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1689,236,25,57474.3,6.9,HW,,2,-2.5340108,-2.95610577,-2.82588844,-2.42648463,-1.876662483,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1690,236,126,60197.3,7.7,HW,,2,-2.01431637,-2.42806202,-2.37812204,-1.84088224,-1.234365543,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1691,236,70,68158.1,7.4,HW,,2,-2.36705766,-2.81078858,-2.65109465,-2.18413753,-1.590936871,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1692,236,60,74621.9,7.3,HW,,2,-2.5602642,-2.93184647,-2.79866438,-2.35749551,-1.766359967,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1693,236,42.07241,79619.3,7.1,HW,,2,-2.75131022,-3.0987538,-2.99936345,-2.59673946,-2.016634412,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1694,236,32.708688,84589.6,7,HW,,2,-2.8594422,-3.19007516,-3.13573514,-2.75384578,-2.164229256,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1695,236,68.82108,92117.8,7.4,HW,,2,-2.52585675,-2.881696,-2.94170461,-2.50618521,-1.861065937,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1696,236,29,95101.4,6.9,HW,,2,-2.9841552,-3.29229365,-3.34035017,-2.98570773,-2.382112381,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1697,236,44,99767.1,7.2,HW,,2,-2.71105619,-3.04674597,-3.16262574,-2.77221364,-2.131040338,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1698,236,7,100534,6.2,HW,,2,-3.81031587,-3.98879413,-4.05125845,-3.76169949,-3.210141428,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1699,236,68,104758.4,7.4,HW,,2,-2.55479431,-2.90004446,-3.07567657,-2.65872283,-1.985063895,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1700,239,53,7800,7.2,HW,,2,0.24850668,-0.045618,-1.27896588,-0.67778231,0.275476382,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1701,239,109,8771.6,7.6,HW,,2,0.24747221,0.04113462,-1.19585938,-0.52811016,0.331016283,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1702,239,52,37274.3,7.2,HW,,2,-1.69947461,-2.08372396,-2.25134099,-1.77248941,-1.078189406,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1703,239,68.82108,38320.9,7.4,HW,,2,-1.60677499,-1.98728015,-2.16448647,-1.6520462,-0.965216256,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1704,239,27,45210,6.9,HW,,2,-2.19547934,-2.59551956,-2.60530125,-2.18925492,-1.579722033,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1705,239,82,52841,7.5,HW,,2,-1.96547829,-2.3751017,-2.37151072,-1.86882995,-1.255472744,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1706,239,12,62537.6,6.5,HW,,2,-3.04861743,-3.4538024,-3.22964301,-2.87743804,-2.368926777,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1707,239,48,71693.9,7.2,HW,,2,-2.58662412,-3.00599633,-2.82622387,-2.3982506,-1.825202198,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1708,239,115,72857.9,7.6,HW,,2,-2.31911477,-2.71120612,-2.59646252,-2.09586264,-1.480033732,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1709,239,52,81734.1,7.2,HW,,2,-2.66669301,-3.02057018,-2.95513387,-2.53973347,-1.944705701,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1710,239,60,93146.8,7.3, HW,,2,-2.60988579,-2.95873628,-3.01970196,-2.6033082,-1.967116101,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1711,239,59.978704,104856.9,7.3,HW,,2,-2.63638578,-2.97573407,-3.14519873,-2.74591835,-2.083205583,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1712,240,64,73349.3,7.3,HW,,2,-2.53898791,-2.92999922,-2.78219977,-2.3394571,-1.751265869,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1713,240,55,105170,7.3,HW,,2,-2.63705298,-2.97618855,-3.1484328,-2.74962258,-2.086303506,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1754,246,29,56276.1,6.9,HW,,2,-2.50425392,-2.92427832,-2.80597171,-2.4054707,-1.852338119,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1755,246,32,68519.1,7,HW,,2,-2.69249152,-3.13652358,-2.92229156,-2.52079352,-1.966098539,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1756,246,104,78864,7.6,HW,,2,-2.34051492,-2.71992427,-2.66922021,-2.17643386,-1.550293574,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1757,246,44,81419.9,7.2,HW,,2,-2.66583595,-3.0201141,-2.95126597,-2.53545565,-1.941510496,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1758,246,53,86140.4,7.2,FW,,2,-2.67837692,-3.02696614,-3.00837167,-2.59882035,-1.990624825,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1759,247,23,18211.9,6.8,HW,,2,-1.00487362,-1.32788337,-1.93951448,-1.46798437,-0.520211448,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1760,247,14,28070.2,6.6,HW,,2,-1.77489524,-2.12780954,-2.4054367,-1.98594359,-1.201869415,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1761,247,19,29079.5,6.7,HW,,2,-1.73895675,-2.09862572,-2.36441713,-1.93666728,-1.172715299,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1762,247,55,44918.4,7.3,HW,,2,-1.88146679,-2.28113261,-2.34663733,-1.8678147,-1.232849425,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1763,247,30,56929.8,7,HW,,2,-2.43383738,-2.85778862,-2.74538005,-2.33191288,-1.767030592,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1764,247,12,58837.4,6.5,HW,,2,-2.95807029,-3.35775409,-3.1672184,-2.81163016,-2.301427857,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1765,247,60,61164.7,7.3,HW,,2,-2.29492475,-2.72752612,-2.61361758,-2.15686893,-1.578837034,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1766,247,66,61217.9,7.4,HW,,2,-2.22473899,-2.65521131,-2.55420512,-2.07939865,-1.489857395,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1767,247,31,77312,7,HW,,2,-2.83965053,-3.17951136,-3.04286283,-2.65172637,-2.081038424,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1768,247,50,80874.3,7.2,HW,,2,-2.66433982,-3.01932213,-2.94452582,-2.52800608,-1.93598625,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1769,247,123,89976,7.7,HW,,2,-2.30203643,-2.66906735,-2.73807976,-2.23949983,-1.582329208,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1770,247,18,93315.7,6.7,HW,,2,-3.19101178,-3.47218188,-3.48700193,-3.15247514,-2.576020867,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1771,247,62,95449.8,7.3,HW,,2,-2.61535133,-2.9620792,-3.04512777,-2.63202275,-1.989848016,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1772,247,82,98300.6,7.5,HW,,2,-2.46337872,-2.81797737,-2.94414567,-2.49881487,-1.824893038,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1773,247,25,100135.2,6.9,HW,,2,-2.99543728,-3.29960046,-3.39794008,-3.05037759,-2.435973382,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1774,247,45,101263.6,7.2,HW,,2,-2.71436919,-3.04891821,-3.17873399,-2.79050881,-2.145491826,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1775,247,38,103311.1,7.1,HW,,2,-2.80894586,-3.13314362,-3.2750301,-2.90504809,-2.262388133,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1776,249,60,2257.4,7.3,FW,,2,1.03876972,0.84702613,-1.00942479,-0.30507179,0.591653547,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1777,249,82,7808.6,7.5,HW,,2,0.33628664,0.07769493,-1.17988629,-0.52278742,0.358509779,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1778,249,68.82108,14575.4,7.4,HW,,2,-0.37660855,-0.64308438,-1.50476564,-0.92015424,-0.012984091,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1779,249,59.978704,14919.3,7.3,HW,,2,-0.44940049,-0.7280806,-1.55800641,-0.99420621,-0.078002964,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1780,249,115,18179.1,7.6,HW,,2,-0.56236747,-0.84463317,-1.56186328,-0.95167232,-0.092632808,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1781,249,101,42375.6,7.6,HW,,2,-1.62191737,-2.00161106,-2.14422852,-1.6007369,-0.938446451,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1782,249,126,49372.1,7.7,HW,,2,-1.76281661,-2.15246334,-2.21702299,-1.66784272,-1.045630501,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1783,249,60,49552.9,7.3,HW,,2,-2.01274386,-2.42234042,-2.42913148,-1.96064106,-1.366240868,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1784,249,32.708688,50681.4,7,HW,,2,-2.27182055,-2.68438532,-2.63888652,-2.2199596,-1.649126899,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1785,249,34,52817.3,7,HW,,2,-2.32931867,-2.74583469,-2.67632477,-2.2591749,-1.687886374,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1786,249,41,53302.4,7.1,HW,,2,-2.26067438,-2.67934747,-2.61728725,-2.18576755,-1.610180598,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1787,249,44,64826.9,7.2,HW,,2,-2.44954089,-2.88975713,-2.7307491,-2.29488751,-1.723106085,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1788,249,25,67122.4,6.9,HW,,2,-2.75338174,-3.19173068,-2.97618853,-2.58652492,-2.043598936,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1789,249,56.215053,75046.5,7.3,HW,,2,-2.56153391,-2.93246279,-2.80411552,-2.36347591,-1.771447195,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1790,249,27,78503.2,6.9,HW,,2,-2.94219993,-3.26820054,-3.1349031,-2.7584587,-2.200078927,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1791,249,52,84400.8,7.2,HW,,2,-2.67383714,-3.02444102,-2.9875725,-2.57569,-1.972243336,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1792,249,53,94949.2,7.2,HW,,2,-2.70004224,-3.03975255,-3.10971532,-2.7123704,-2.081299429,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1793,249,70,102874,7.4,HW,,2,-2.55070943,-2.89730916,-3.05635753,-2.63656796,-1.966636747,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1794,249,52,105690.2,7.2,HW,,2,-2.72388974,-3.05534364,-3.22553748,-2.84386809,-2.188640939,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1795,251,2,17834.5,5.6,HW,,2,-2.13212732,-2.35706448,-2.85866586,-2.45162937,-1.447520151,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1796,251,27,76857.7,6.9,FW,,2,-2.9375662,-3.26581201,-3.11299003,-2.73453543,-2.178536658,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1797,251,37,80972.4,7.1,HW,,2,-2.75503885,-3.10071789,-3.0164578,-2.61556296,-2.031505265,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1798,251,9,99086.2,6.3,FW,,2,-3.67791599,-3.87975894,-3.93157942,-3.63559626,-3.079887187,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1799,253,56,7910.4,7.3,HW,,2,0.26814281,-0.01111045,-1.24798126,-0.63058502,0.297387985,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1800,253,62,12380,7.3,HW,,2,-0.22428494,-0.46887307,-1.45307947,-0.87486328,0.062982627,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1801,253,19,18050.9,6.7,HW,,2,-1.06632758,-1.38764974,-1.99415653,-1.53412384,-0.575488809,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1802,253,50,20107.9,7.2,HW,,2,-0.87957474,-1.20448987,-1.79243886,-1.26777678,-0.392271237,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1803,253,34,20310.1,7,HW,,2,-1.01534932,-1.34773797,-1.90252738,-1.41080539,-0.511378354,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1804,253,38,20576.1,7.1,HW,,2,-0.96909694,-1.30034664,-1.85838671,-1.35201094,-0.468015527,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1805,253,25,21353.2,6.9,HW,,2,-1.15128394,-1.48961108,-1.99527299,-1.52132993,-0.630991401,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1806,253,28,33392.8,6.9,HW,,2,-1.77029424,-2.14566828,-2.34493303,-1.90262737,-1.169560138,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1807,253,44,34764.6,7.2,HW,,2,-1.60565524,-1.9835961,-2.19567275,-1.71095078,-0.987389174,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1808,253,26,36714.1,6.9,HW,,2,-1.90302172,-2.28590731,-2.42437435,-1.98966245,-1.294365015,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1809,253,11,38398.6,6.4,HW,,2,-2.42664025,-2.78603558,-2.83670943,-2.45815305,-1.818530407,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1810,253,25,38762.4,6.9,HW,,2,-1.97916819,-2.36641454,-2.47068592,-2.04055332,-1.379899464,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1811,253,38,43692.7,7.1,HW,,2,-1.9876443,-2.38730668,-2.44317978,-1.99503997,-1.362095212,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1812,253,24,43703.2,6.8,HW,,2,-2.23391972,-2.62783461,-2.64577761,-2.23914328,-1.628324448,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1813,253,53,45870.8,7.2,HW,,2,-1.97984859,-2.38345786,-2.422974,-1.96353877,-1.341181831,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1814,253,2,53401.6,5.6,HW,,2,-3.92219917,-4.1838201,-3.95599185,-3.62177833,-3.161504098,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1815,253,66,54247.2,7.4,HW,,2,-2.06475741,-2.4813015,-2.44877628,-1.96685061,-1.366475176,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1816,253,78,54596.8,7.4,HW,,2,-2.07325177,-2.4905127,-2.45428707,-1.97269797,-1.372641784,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1817,253,14,59335.2,6.6,HW,,2,-2.8664367,-3.27505056,-3.091239,-2.72720241,-2.213405197,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1818,253,14,60982.5,6.6,HW,,2,-2.90660128,-3.317754,-3.1187849,-2.75626791,-2.24388724,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1819,253,12,64918.2,6.5,HW,,2,-3.10410299,-3.512803,-3.26838007,-2.91847776,-2.409062413,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1820,253,23,67618.2,6.8,HW,,2,-2.85775185,-3.29226693,-3.06072576,-2.68382409,-2.153165902,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1821,253,55,69795.2,7.3,HW,,2,-2.47221783,-2.92082749,-2.73516411,-2.28812965,-1.709284159,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1822,253,23,71885.9,6.8,HW,,2,-2.94544195,-3.34840865,-3.12293402,-2.750757,-2.218297389,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1823,253,37,80178.9,7.1,HW,,2,-2.75285989,-3.09956609,-3.00645662,-2.60454543,-2.023417463,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1824,253,34,81075.1,7,HW,,2,-2.8501064,-3.18497369,-3.09158816,-2.70516423,-2.127097689,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1825,253,30,84413.5,7,HW,,2,-2.85898372,-3.18981954,-3.1335526,-2.75143312,-2.162335536,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1826,253,14,84654.9,6.6,HW,,2,-3.28210558,-3.55513048,-3.46561436,-3.12940264,-2.584465559,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1827,253,23,93791.9,6.8,HW,,2,-3.08443997,-3.38020629,-3.40735162,-3.06276247,-2.474759765,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1828,254,56,9949.7,7.3,HW,,2,0.02607045,-0.1695324,-1.34423504,-0.74762035,0.182222975,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1829,254,62,10578.4,7.3,HW,,2,-0.0424168,-0.25087146,-1.37312316,-0.78183023,0.152179822,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1830,254,50,18558.3,7.2,HW,,2,-0.77570323,-1.09123374,-1.73878637,-1.20856415,-0.305949905,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1831,254,38,19133.9,7.1,HW,,2,-0.87327046,-1.19660077,-1.80832418,-1.29695073,-0.390714833,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1832,254,19,19633.6,6.7,HW,,2,-1.18333391,-1.51244118,-2.05550014,-1.60119486,-0.678962713,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1833,254,25,19953.6,6.9,HW,,2,-1.05888702,-1.39076229,-1.9460827,-1.46754706,-0.56331302,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1834,254,34,22238.2,7,HW,,2,-1.13746116,-1.47873158,-1.96770053,-1.48215297,-0.603719387,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1835,254,28,34793.6,6.9,HW,,2,-1.82777074,-2.2063888,-2.37913685,-1.94006366,-1.220312289,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1836,254,44,35788.5,7.2,HW,,2,-1.64469913,-2.0252615,-2.21873651,-1.73642502,-1.023443758,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1837,254,26,36909.9,6.9,HW,,2,-1.91047741,-2.29378775,-2.42888484,-1.99461364,-1.302232324,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1838,254,11,39083.9,6.4,HW,,2,-2.45307738,-2.81358952,-2.85322541,-2.4761099,-1.851843932,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1839,254,25,39755.7,6.9,HW,,2,-2.01469122,-2.40399216,-2.49247839,-2.0645445,-1.424169673,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1840,254,24,45301.6,6.8,HW,,2,-2.2851273,-2.68198163,-2.67821817,-2.27500467,-1.675901727,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1841,254,38,45308.8,7.1,HW,,2,-2.03745452,-2.44045909,-2.47432844,-2.02975311,-1.407295082,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1842,254,53,47395.1,7.2,HW,,2,-2.02413171,-2.43092009,-2.45084804,-1.99478425,-1.385383118,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1843,254,2,53416.4,5.6,HW,,2,-3.92265467,-4.18429011,-3.95630461,-3.62209994,-3.161839573,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1844,254,66,53737.4,7.4,HW,,2,-2.05227352,-2.46776832,-2.44069435,-1.95828201,-1.357550408,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1845,254,78,54824.2,7.4,HW,,2,-2.07874829,-2.49647433,-2.45785802,-1.97648908,-1.376673411,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1846,254,14,60486,6.6,HW,,2,-2.89461,-3.30499888,-3.11054083,-2.74756069,-2.23601825,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1847,254,14,62249.5,6.6,HW,,2,-2.93676788,-3.34986474,-3.13960144,-2.77828594,-2.264253021,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1848,254,12,63690.6,6.5,HW,,2,-3.07574797,-3.48263748,-3.24853713,-2.89743559,-2.388164674,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1849,254,23,67974.4,6.8,HW,,2,-2.86527814,-3.30036442,-3.06602283,-2.68950571,-2.159343462,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1850,254,55,68265.8,7.3,HW,,2,-2.44244167,-2.88826328,-2.71441811,-2.26558611,-1.684892219,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1851,254,23,72773.4,6.8,HW,,2,-2.96302699,-3.3496969,-3.135541,-2.76437746,-2.229345631,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1852,254,37,80006.2,7.1,HW,,2,-2.7523828,-3.0993154,-3.00427113,-2.60213962,-2.02166584,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1853,254,34,81722.6,7,HW,,2,-2.85185644,-3.18591357,-3.09981686,-2.71421899,-2.133835887,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1854,254,14,82967.6,6.6,HW,,2,-3.27777783,-3.55268128,-3.44334051,-3.10502413,-2.565246964,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1855,254,30,84972.5,7,HW,,2,-2.8604358,-3.19063096,-3.14047028,-2.75908232,-2.168359251,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1856,254,23,91875.5,6.8,HW,,2,-3.07995029,-3.37742454,-3.38438373,-3.03719446,-2.455018378,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
1857,255,123,2443.9,7.7,HW,,2,1.01290654,0.83472637,-0.92004383,-0.14175599,0.632583213,0.841134334,0.690775528,0.793206965,0.5684,0.619999997,0.29,0.15,0.17,0.29,0.1
