EVENT,GAID,LON,LAT,DEP,OMAG,OMAG_TYPE,MB,BRUNE_MAG,BRUNE_MAG_STD,STRESS_DROP,LOG_STRESS_DROP_STD,CORN_FREQ,CORN_FREQ_STD,NRECS,FMIN,FMAX,QUALITY,ML2800,ML2080,DOMAIN,CLUSTER
2022-12-27T23:10:56.021000Z,ga2022zmpnoh,139.590744,-38.0320549,10,3.83298129,ML,nan,3.874027773,0.135136323,1.125882092,0.397114557,2.051931638,0.846653036,19,0.8,10,1,4.031,3.932,EBGZ,3
2023-01-05T05:12:18.758000Z,ga2023ahtgqs,118.3057861,-33.77495956,5,4.53027926,ML,nan,4.266546314,0.255349043,1.738019864,0.546781475,1.5092374,0.997622559,119,0.4,8,1,4.607,4.51,CBGZ,1
2023-02-05T00:39:57.733000Z,ga2023cmhtgf,117.0835648,-33.36898804,5.59447384,4.10779838,ML,nan,4.250487463,0.308790109,0.885952323,0.619231181,1.228114492,1.033695821,112,0.2,10,1,4.336,4.237,CBGZ,1
2023-03-22T23:23:09.124000Z,ga2023fsqpnw,139.5921173,-32.78533173,8.7669878,4.72017277,ML,nan,4.385517468,0.121241195,7.702295373,0.501987703,2.16169189,1.105391941,43,0.5,10,1,4.799,4.705,NCBM,5
2023-04-17T09:02:57.386000Z,ga2023hngzeb,120.23349,-18.13127327,10,4.69268914,Mw,nan,5.013959958,0.281837396,37.87861421,0.699314791,1.783051357,1.421200848,113,0.2,8,1,5.23,5.137,CBGZ,8
2023-05-12T18:20:10.079000Z,ga2023jhwpkg,120.1839447,-18.20827293,10,4.16722795,ML,nan,4.071878746,0.188141217,2.251142499,0.538816327,2.058452073,1.100310228,12,0.9,10,1,4.274,4.181,CBGZ,8
2023-05-28T13:41:51.652000Z,ga2023kkwzpi,144.8484344,-37.55506134,2.02451205,3.84561155,ML,nan,3.946328533,0.197841216,1.737071798,0.477607647,2.181661967,1.565069762,32,0.6,10,1,3.964,3.875,NCBM,3
2023-06-07T12:13:06.231000Z,ga2023lddhxf,147.0039215,-16.76450348,9.87401295,4.23642048,ML,nan,4.569104802,0.120450547,0.29590405,0.422907585,0.590441724,0.222565762,14,0.03,5,1,4.273,4.176,EBGZ,7
2023-06-29T15:32:43.482000Z,ga2023mrtxhp,146.312973,-37.50204468,7.44275332,4.5803744,ML,nan,4.4957454,0.205534498,2.840209191,0.611018606,1.365389462,1.08651705,50,0.4,8,1,4.684,4.598,NCBM,3
2023-07-12T14:08:31.784000Z,ga2023npnogk,122.4006424,-32.55060959,10,3.57530034,ML,nan,3.496068528,0.223408799,9.311734822,0.689738681,6.411924601,3.680115001,63,1,15,1,3.993,3.888,CBGZ,1
2023-08-05T21:34:42.237000Z,ga2023pidtuh,118.2907791,-33.80443192,5,4.96665012,Mw,nan,5.024232456,0.227930261,8.084413748,0.621553589,1.053042146,0.755227984,122,0.03,6,1,5.566,5.473,CBGZ,1
2023-09-02T08:49:10.208000Z,ga2023rgostj,117.0568695,-33.34043503,5,3.582101,ML,nan,3.793047159,0.219149803,0.697109881,0.616766884,1.919799927,1.363721315,86,0.5,12,1,3.878,3.776,CBGZ,1
2023-09-08T14:25:03.988000Z,ga2023rsafen,150.7327881,-34.15309906,2.38602567,3.5399159,ML,nan,3.782287275,0.328036188,0.234641213,0.432875635,1.352083765,1.167275057,17,0.8,9,1,3.542,3.445,NCBM,4
2023-10-21T15:11:07.680000Z,ga2023uszzah,143.5066528,-38.69179535,10,4.72569252,Mw,nan,5.058402016,0.22706664,0.852131359,0.410456332,0.478241191,0.245552928,72,0.03,6,1,5.078,4.995,EBGZ,3
2023-10-21T18:44:29.333000Z,ga2023uthawn,143.5280914,-38.6981926,10,3.5591672,ML,nan,3.337893613,0.103162134,0.267223158,0.295390525,2.355177778,0.863230591,7,1,10,1,3.302,3.208,EBGZ,3
2023-10-23T02:17:37.660000Z,ga2023uvrufo,143.5210419,-38.7157135,10,3.71616928,ML,nan,3.7992862,0.187473451,0.192194099,0.538080794,1.240555086,0.937413021,10,0.8,8,1,3.732,3.646,EBGZ,3
2023-10-24T12:38:04.991000Z,ga2023uyibtz,147.1536102,-29.1205368,10,3.91437764,ML,nan,3.893747515,0.161699863,5.371255295,0.542400241,3.376737584,2.503346895,21,0.8,10,1,4.021,3.929,NCBM,4
2024-01-07T03:37:12.363000Z,ga2024alhomu,127.5232697,-17.41468811,10,4.02581445,ML,nan,4.17668186,0.16837532,1.304364074,0.597907562,1.521030129,1.159658727,21,0.35,7,1,4.438,4.346,CBGZ,6
2024-01-15T12:03:20.377000Z,ga2024baqdfq,138.6737213,-33.15229034,5,3.5507283,ML,nan,3.588682049,0.10303035,2.888100442,0.556460025,3.901295773,2.094793914,10,1,10,1,3.648,3.549,NCBM,5
2024-02-08T13:49:37.456000Z,ga2024csvciy,145.9987335,-38.55813599,10,4.3549784,MLa,nan,4.665914453,0.257168624,0.301769425,0.503893282,0.531635111,0.44641839,42,0.03,8,1,4.391,4.305,EBGZ,3
2024-02-10T10:20:11.356000Z,ga2024cwfpqv,117.0689392,-33.39330673,5.57184124,3.61392464,MLa,nan,3.712986699,0.152927839,0.131285716,0.381342188,1.206678608,0.480144733,7,0.5,10,1,3.628,3.54,CBGZ,1
2024-02-22T02:41:57.918000Z,ga2024drrdjb,121.1770935,-30.7330513,5,3.58443833,MLa,nan,3.536483488,0.19374516,0.468051815,0.486720194,2.258752803,1.197402332,10,1.5,12,1,3.689,3.592,CBGZ,1
2024-02-23T04:53:11.144000Z,ga2024dtrfhv,134.0563507,-19.84101105,10,3.70357812,MLa,nan,3.892362675,0.199003082,1.336988845,0.524001923,2.127520375,1.420224243,11,0.7,10,1,4.105,4.015,CBGZ,2
2024-02-27T16:04:09.925000Z,ga2024ebwkds,128.2914886,-16.71381378,10,4.16445692,MLa,nan,4.222009893,0.217512145,1.627563012,0.525149473,1.554247324,0.976305151,24,0.4,12,1,4.521,4.429,CBGZ,6
2024-03-08T09:53:12.547000Z,ga2024ettidu,150.4825745,-33.88016891,6.62210417,3.53705709,MLa,nan,3.518375189,0.125801389,1.9937526,0.433338676,3.738654205,1.391554662,21,0.8,12,1,3.583,3.483,NCBM,4
2024-03-20T10:07:43.103000Z,ga2024fpunfl,146.3418121,-37.4887619,5.68709278,3.46750228,MLa,nan,3.408451835,0.085979301,0.756205618,0.334475994,3.071377414,1.05555186,10,0.9,8,1,3.43,3.333,NCBM,3
2024-04-17T06:36:31.571000Z,ga2024hoxvwu,138.6252441,-33.14629745,5,4.09217778,MLa,nan,4.065256088,0.176386176,2.156678939,0.439421956,2.044778448,0.889589788,23,0.6,10,1,4.224,4.129,NCBM,5
2024-05-22T20:41:54.476000Z,ga2024kcghdy,149.7387238,-34.50011063,10,3.9223923,MLa,nan,3.830529553,0.128213568,2.431229499,0.553583893,2.788408168,1.747533303,23,0.8,10,1,3.99,3.894,NCBM,4
2024-06-27T00:09:57.918000Z,ga2024motpgn,138.6398163,-31.93810463,10.16324711,3.38239844,MLa,nan,3.437857417,0.097775933,3.527211395,0.384217114,4.960905166,2.02238515,10,0.8,12,1,3.426,3.323,NCBM,5
2024-06-30T22:52:39.432000Z,ga2024mvzyds,130.7090759,-14.49367619,10,3.64644684,MLa,nan,3.594862746,0.106851953,3.311450584,0.667369922,4.054343341,2.194569387,12,0.9,12,1,3.935,3.838,CBGZ,6
2024-07-09T00:52:11.822000Z,ga2024nkvsfo,134.6704559,-19.31395721,5.51272488,3.43529849,MLa,nan,3.781222424,0.136226168,0.744630907,0.38608911,1.989367162,0.807076366,8,0.6,8,1,3.945,3.855,CBGZ,2
2024-07-11T03:39:06.429000Z,ga2024nosrvl,119.0534286,-20.42302895,10,3.86629004,MLa,nan,3.811000587,0.109642276,1.648186448,0.494636109,2.505230115,1.031529485,9,0.8,12,1,3.93,3.837,CBGZ,8
2024-08-06T17:48:44.067000Z,ga2024plnsvb,146.3610382,-37.49197388,9.62705612,4.11424901,MLa,nan,4.117084927,0.181294927,3.274150556,0.548165857,2.213958908,1.74379291,45,0.6,12,1,4.328,4.239,NCBM,3
2024-08-15T09:42:38.851000Z,ga2024qbldwq,117.639,-31.298,2,3.67734035,MLa,nan,3.569280642,0.20392987,0.562344232,0.717896253,2.312275432,1.829371783,115,1,8,1,3.873,3.774,CBGZ,1
2024-08-16T08:19:52.263000Z,ga2024qdedlf,117.7621231,-31.26776123,5,3.74038408,MLa,nan,3.512508378,0.194736019,0.679848052,0.619972388,2.62963558,1.610403573,114,1,5,1,3.845,3.743,CBGZ,1
2024-08-18T18:05:38.154000Z,ga2024qhozyo,117.639,-31.298,2,4.40338871,MLa,nan,4.166737491,0.234625001,1.544470874,0.679957442,1.627684768,1.071178996,132,0.6,12,1,4.631,4.538,CBGZ,1
2024-08-18T18:33:40.605000Z,ga2024qhpydc,117.639,-31.298,2,4.12799282,MLa,nan,3.964273537,0.272072246,1.501035986,0.660531007,2.035507641,1.417389332,129,0.8,12,1,4.459,4.363,CBGZ,1
2024-08-23T02:01:58.180000Z,ga2024qpnryi,150.869,-32.347,2,4.70225331,Mw,5.14686426,4.964257464,0.200628325,0.915134352,0.417772606,0.545814864,0.286372088,49,0.04,12,1,4.998,4.911,NCBM,4
2024-08-24T06:31:37.463000Z,ga2024qrsjee,150.869,-32.347,2,4.47702767,Mw,nan,4.731862468,0.178142444,0.75443844,0.290372043,0.668789079,0.273997877,33,0.04,12,1,4.789,4.706,NCBM,4
2024-09-06T19:58:32.652000Z,ga2024rqpnyt,150.869,-32.347,2,4.45770589,Mw,nan,4.597953039,0.185311031,1.336555084,0.423167125,0.944129509,0.35452826,35,0.04,10,1,4.789,4.703,NCBM,4
2024-09-08T13:56:05.598000Z,ga2024rtuyxc,145.7339325,-36.86780167,5,3.54679846,MLa,nan,3.415206937,0.083947152,0.633920452,0.397909186,2.873562118,1.054784643,11,1,12,1,3.466,3.371,NCBM,3
2024-09-09T10:41:50.163000Z,ga2024rvkgwm,121.20961,-30.7041893,5,3.76805046,MLa,nan,4.116944108,0.268995127,0.313258595,0.59850268,1.012763595,0.933778328,156,0.2,12,1,4.06,3.957,CBGZ,1
2024-09-16T07:39:10.587000Z,ga2024siahqo,138.3460236,-33.24928284,7.46655655,3.55755196,MLa,nan,3.51364795,0.162493811,2.135911399,0.383613617,3.846356846,1.496234917,20,0.7,12,1,3.573,3.473,NCBM,5
2024-10-02T07:06:26.237000Z,ga2024tlivnb,117.639,-31.298,2.11290264,3.94510087,MLa,nan,3.798528689,0.227735267,0.477995638,0.659247646,1.68224574,1.366828891,134,0.6,12,1,4.027,3.933,CBGZ,1
2024-10-08T08:31:28.767000Z,ga2024twlzxn,146.3475494,-43.7817688,10,4.0448399,MLa,nan,4.083564632,0.024512857,9.578596371,0.489069541,3.291021952,1.565649705,3,0.6,12,1,4.282,4.184,NCBT,3
2024-10-20T23:27:24.429000Z,ga2024utqkrj,136.0754852,-28.4962635,9.33562756,4.05313353,MLa,nan,3.855241158,0.225430101,0.580283321,0.318382502,1.681145315,0.753292193,10,0.7,12,1,4.087,3.999,CBGZ,5
2024-11-12T01:12:56.570000Z,ga2024widwze,150.869,-32.347,2,4.13961818,MLa,nan,4.183310549,0.241122051,1.293934431,0.449207069,1.505432494,0.817738509,32,0.8,12,1,4.246,4.156,NCBM,4
2024-11-14T02:45:31.770000Z,ga2024wlyktc,115.0707474,-35.27514267,10,4.01974296,MLa,nan,4.186566028,0.312604086,1.768750185,0.716507476,1.664504433,1.445234933,75,0.7,10,1,4.336,4.244,EBGZ,1
2025-01-04T03:50:55.376000Z,ga2025afuvrm,141.9963379,-31.53653717,10,4.00986122,MLa,nan,4.081190247,0.148574159,6.723410356,0.468051127,2.932787208,1.608149581,25,0.5,12,1,4.319,4.229,NCBM,5
2025-01-07T03:22:31.736000Z,ga2025alhbvf,125.2002029,-11.34694672,10,4.37705616,MLa,nan,4.186486873,0.141757428,22.05951607,0.577364285,3.860418261,2.463557462,12,0.8,12,1,4.64,4.542,EBGZ,6
2025-01-11T02:52:44.841000Z,ga2025asozrs,138.71,-32.02,10,4.47363158,Mw,nan,4.886538631,0.210911045,5.385126645,0.411815362,1.077643537,0.678293131,24,0.04,10,1,4.975,4.885,NCBM,5
2025-01-19T03:12:13.470000Z,ga2025bhhlmw,117.0794144,-31.63218498,5,3.72898535,MLa,nan,3.598815452,0.16600211,6.607437624,0.792659284,5.080998915,3.968784569,105,0.8,12,1,4.208,4.098,CBGZ,1
2025-01-23T23:01:17.250000Z,ga2025bqdtqo,115.4485779,-19.46229744,10,4.62040648,MLa,nan,4.160352434,0.117697665,17.27373357,0.489523505,3.666893748,1.257021041,11,0.7,12,1,4.473,4.373,EBGZ,8
2025-01-25T18:11:29.527000Z,ga2025btlpry,117.0932007,-31.69228935,5.83132887,3.53798513,MLa,nan,3.580324863,0.175763619,1.698847164,0.703069284,3.300411886,2.305673946,100,0.8,12,1,3.991,3.889,CBGZ,1
2025-02-08T18:48:48.882000Z,ga2025ctfaek,138.7393494,-32.06616592,4.49898243,4.10975813,MLa,nan,4.041391968,0.107774685,6.712838897,0.40343227,3.068682064,1.272947695,22,0.7,9,1,4.296,4.202,NCBM,5
2025-03-01T11:31:32.646000Z,ga2025efetvw,146.782135,-19.40003777,7.80934191,4.41124109,MLa,nan,4.207207631,0.181151525,3.489214596,0.595058839,2.038533638,1.382991853,10,0.4,12,1,4.575,4.48,NCBM,7
2025-03-26T22:48:35.308000Z,ga2025fzyjcq,117.639,-31.298,2,3.80387216,MLa,nan,3.79548824,0.27833527,0.210185521,0.573900158,1.28371697,1.460665466,12,0.4,10,1,3.838,3.741,CBGZ,1
2025-03-27T02:54:14.924000Z,ga2025gagmzg,117.639,-31.298,2,3.9859169,MLa,nan,3.754559218,0.169746292,0.352201736,0.505327458,1.598318621,0.736498115,12,0.5,10,1,3.992,3.896,CBGZ,1
2025-04-04T01:33:38.867000Z,ga2025govqpg,147.2058258,-35.94203568,9.79779053,3.6571378,MLa,nan,3.559275079,0.20157512,0.747956717,0.520102393,2.57237188,1.284844954,37,0.6,12,1,3.605,3.508,NCBM,3
2025-04-22T16:55:02.590000Z,ga2025hxbgjh,151.088,-32.685,2,4.59603067,Mw,4.88106783,5.039133206,0.217634496,0.592263263,0.386817685,0.433129203,0.206945326,91,0.04,10,1,5.075,4.989,NCBM,4
2025-05-23T16:36:13.357000Z,ga2025kbycte,147.3508453,-30.821661,10,5.26406982,MLa,nan,5.097562201,0.240375906,2.141534897,0.505445664,0.621545732,0.364867788,93,0.03,12,1,5.3,5.217,NCBM,4
2025-05-28T04:53:53.513000Z,ga2025kkfmpz,150.728775,-34.15340424,2.64382505,3.57258581,MLa,nan,3.849498251,0.276984311,0.364933224,0.420566332,1.44988808,1.004646996,35,0.4,12,1,3.674,3.575,NCBM,4
2025-07-29T18:01:33.012000Z,ga2025ovapyo,117.6552887,-31.27584267,1.85971153,4.73464121,MLa,nan,4.401561336,0.200397856,0.928817881,0.394463192,1.048436162,0.538908516,12,0.4,12,1,4.566,4.477,CBGZ,1
2025-08-15T23:49:25.842000Z,ga2025qarmrq,152.1924744,-26.25858688,10,5.56685417,MLa,5.3,5.243003523,0.133914365,2.829793332,0.587156847,0.57689346,0.401287104,56,0.05,12,1,5.584,5.498,NCBM,7
2025-08-18T11:43:53.373000Z,ga2025qfgqdm,125.8585053,-12.47460651,10,4.71655664,MLa,nan,4.620692759,0.16278275,8.258280346,0.467959058,1.687702777,0.941304509,30,0.6,8,1,5.047,4.962,EBGZ,6
2025-09-07T11:23:40.449000Z,ga2025rpymik,117.1889191,-30.66356277,3.73423862,3.81004403,MLa,nan,3.630323036,0.092892111,1.730069835,0.47975024,3.13476867,1.134606181,12,1,8,1,3.927,3.826,CBGZ,1
2025-09-15T13:05:09.742000Z,ga2025setorr,147.3789368,-30.82164764,25.03334999,3.81970806,MLa,nan,3.857938758,0.236021806,0.731723917,0.308085378,1.810612475,0.76960021,32,0.8,6,1,3.861,3.774,NCBM,4
2025-09-15T16:22:51.025000Z,ga2025sfafdb,150.8545837,-32.34211349,5,3.68788596,MLa,nan,3.982879551,0.268724574,0.383597346,0.469418255,1.264341985,0.986665216,34,0.2,12,1,3.717,3.62,NCBM,4
2025-09-21T06:00:22.417000Z,ga2025spfyeo,122.382637,-13.56806564,10,3.66689571,MLa,nan,3.860958876,0.092502139,2.134883173,0.375254481,2.578246306,0.938483941,11,0.5,12,1,3.798,3.699,EBGZ,6
2025-09-21T07:34:46.676000Z,ga2025spjbkt,122.3980713,-13.70288944,10,4.44952492,MLa,nan,4.522301467,0.13858927,6.439341346,0.376740734,1.739704765,0.900882036,11,0.2,12,1,4.668,4.579,EBGZ,6
2025-09-24T20:38:41.211000Z,ga2025svwfnh,146.1480713,-42.89725113,27.80903435,4.08926388,MLa,nan,4.144841613,0.160055486,1.89844236,0.684736506,1.788095882,1.30143517,12,0.7,10,1,4.365,4.267,NCBT,3
2025-12-05T04:15:50.073000Z,ga2025xwtxxy,137.5804138,-29.64165688,10,4.06710772,MLa,nan,4.019666021,0.084895598,2.141542579,0.342070237,2.149917022,0.700310492,14,0.5,12,1,4.171,4.088,NCBM,5
2026-02-25T00:14:59.328000Z,ga2026dwzlip,139.2584534,-31.33572006,5,3.7,MLa,nan,3.713752977,0.142115674,2.799288898,0.344455,3.343119413,1.099461801,9,0.6,12,1,3.71,3.619,NCBM,5
2026-03-02T23:02:42.365000Z,ga2026ehxkif,117.93,-33.82,0.55367082,3.8,MLa,nan,3.568773855,0.258169987,0.103938952,0.28129043,1.317907675,0.794879957,8,1,12,1,3.575,3.485,CBGZ,1
2026-03-11T08:09:33.031000Z,ga2026eybvsc,148.9173,-34.3733,19.7,4.4,MLa,nan,4.225963527,0.2070597,3.865440473,0.612032198,2.064256703,1.739335724,46,0.3,12,1,4.492,4.395,NCBM,4
2026-04-04T18:26:12.907000Z,ga2026greyrt,130.736,-25.976,2.5,5.5,MLa,nan,5.439949707,0.203797825,2.244312242,0.651398685,0.425662486,0.28585521,80,0.05,12,1,5.505,5.415,CBGZ,2
2026-04-14T10:19:51.340000Z,ga2026hjaxzs,148.9679108,-33.48304367,5,4.5,MLa,nan,4.41112667,0.239525637,1.032040737,0.409418488,1.074025887,0.590487576,52,0.3,12,1,4.651,4.564,NCBM,4
2026-05-05T00:16:51.084000Z,ga2026ivbcye,130.736,-25.976,2.5,4.1,MLa,nan,3.993618284,0.180315221,1.354026875,0.414682984,1.901424521,0.927073243,5,0.7,12,1,4.202,4.097,CBGZ,2
2026-05-11T18:09:28.839000Z,ga2026jhneob,125.6631622,-17.79792786,10,3.9,MLa,nan,3.837635531,0.147190125,3.418756276,0.373754967,3.098494661,1.019113544,15,0.4,12,1,4.082,3.978,CBGZ,6
2026-05-16T22:43:15.842000Z,ga2026jrclen,138.4462585,-11.75552464,10,4,MLa,nan,4.025296512,0.151644895,0.813631898,0.30841439,1.547058977,0.57245609,6,0.25,12,1,4.15,4.054,CBGZ,6
