EVENT,GAID,LON,LAT,DEP,OMAG,OMAG_TYPE,MB,BRUNE_MAG,BRUNE_MAG_STD,STRESS_DROP,LOG_STRESS_DROP_STD,CORN_FREQ,CORN_FREQ_STD,NRECS,FMIN,FMAX,QUALITY,CLUSTER
2001-11-23T03:33:32.000000Z,ga2001xaruxy,148.31,-33.901,4.2,3.8,MLa,nan,3.940117777,0.241573473,0.614746421,0.422337373,1.554242994,0.787376199,17,0.8,12,1,2
2001-12-25T00:56:49.000000Z,ga2001zhfwaz,117.069,-30.531,1.2,4,MLa,nan,4.335969293,0.207051894,1.095242891,0.366584868,1.194532504,0.494190229,6,0.6,12,1,1
2001-12-28T16:31:36.000000Z,ga2001znyafg,117.068,-30.533,2.4,4.22,mwt,nan,4.569307932,0.327517937,0.900456876,0.289431049,0.855420153,0.196873243,8,0.4,8,1,1
2002-02-07T12:48:57.000000Z,ga2002cqxjev,143.886,-40.356,10,4.5,ML,nan,4.525236034,0.248433099,1.23153712,0.28362985,0.998949704,0.363267465,6,0.5,9,1,5
2002-02-14T13:27:20.000000Z,ga2002dduskz,150.744,-34.524,5,3.5,Mwt,nan,3.593874433,0.152283528,4.876025115,0.527234796,4.617751579,3.279396998,16,0.7,10,1,2
2002-03-05T01:47:38.000000Z,ga2002eluifc,117.049,-30.499,0.5,4.46,mwt,nan,4.569653734,0.204092378,1.499840834,0.262783023,1.013601695,0.24561053,7,0.1,12,1,1
2002-03-05T03:29:57.000000Z,ga2002elxsjm,117.062,-30.508,0.4,4.2,mwt,nan,4.41146558,0.350666867,1.069128763,0.269090431,1.08631644,0.586530573,8,0.6,9,1,1
2002-03-23T13:16:22.000000Z,ga2002ftsfnx,117.054,-30.521,1.7,4.39,mwt,nan,4.53809005,0.352391516,1.28382835,0.206418059,0.998013538,0.460062299,11,0.3,12,1,1
2002-03-30T21:15:46.000000Z,ga2002gheeuy,117.049,-30.519,0.8,4.6,mwt,nan,4.788937051,0.28271879,2.478227299,0.481792647,0.930945644,0.685694836,13,0.1,10,1,1
2002-04-18T18:02:07.000000Z,ga2002hpuorb,117.06,-30.533,2.4,3.8,MLa,nan,3.91931479,0.154812596,0.905825768,0.551161138,1.811492885,0.94615132,12,0.3,12,1,1
2002-06-13T18:46:18.000000Z,ga2002loqsak,113.971,-19.46,14.7,4.4,ML,nan,3.914268442,0.182765511,49.46801217,0.605245662,6.912785316,5.549292384,3,0.8,12,1,8
2002-06-15T21:18:42.000000Z,ga2002lsnfcq,147.425,-42.124,10,4.3,MLa,nan,4.137794714,0.359798145,1.123365497,0.514261826,1.513406078,1.487312521,6,0.8,12,1,5
2002-06-23T11:21:12.000000Z,ga2002mglfgw,117.06,-30.543,0.5,3.8,MLa,nan,4.033197427,0.203148779,0.668923654,0.587425356,1.436170301,1.201267614,11,0.3,10,1,1
2002-08-22T21:23:03.000000Z,ga2002qnissd,148.354,-33.865,3,3.6,Mwt,nan,3.9449876,0.296672134,0.490055262,0.468585913,1.43306874,0.817937488,23,0.6,12,1,2
2002-09-24T07:42:57.000000Z,ga2002suwnbc,146.083,-38.67,3.4,3.7,Mwt,nan,4.057574403,0.267902747,0.44414032,0.762353626,1.218237609,1.131689825,16,0.6,12,1,5
2002-10-08T15:54:52.000000Z,ga2002tvezgt,115.498,-25.263,5,4.5,ML,nan,4.198451445,0.226860059,4.069460044,0.297027454,2.167532799,0.853615096,8,0.6,8,1,8
2003-11-22T18:36:02.000000Z,ga2003wzzztj,138.729,-31.645,15.83,4.2,MLa,nan,4.045383233,0.208792837,3.036276871,0.623946496,2.344775737,1.965151635,18,0.3,12,1,7
2003-12-11T10:19:20.000000Z,ga2003yigils,150.444,-34.485,5,4.2,ML,nan,3.996315123,0.155449521,4.461572392,0.500061097,2.820660979,1.26030819,23,0.7,12,1,2
2004-02-11T09:17:58.000000Z,ga2004cxzgxi,129.871,-22.738,12.8,5,ML,nan,4.708524788,0.234566414,2.802562229,0.367814197,1.063984166,0.430007209,13,0.5,10,1,9
2004-02-11T09:30:39.000000Z,ga2004cxzrvm,129.823,-22.68,12.5,5.4,ML,nan,5.06698168,0.286467741,2.516031625,0.315775273,0.67935013,0.335086957,19,0.7,10,1,9
2004-03-05T00:11:29.000000Z,ga2004enmwfu,127.034,-32.472,0,4.4,ML,nan,4.299643506,0.144303004,2.689261908,0.362848109,1.680357741,0.450090127,9,0.6,10,1,11
2004-11-24T02:42:59.000000Z,ga2004xehpdd,117.472,-30.633,0,4.16,mwt,nan,4.3107506,0.315395991,1.722990094,0.29847907,1.430204359,0.388940844,7,0.5,7,1,1
2005-03-03T10:57:01.000000Z,ga2005eivbwe,139.139,-30.899,21.4,4,ML,nan,3.566722719,0.277379258,0.422775554,0.645126947,2.108730438,1.500088264,10,0.7,5,1,0
2005-03-13T02:09:49.000000Z,ga2005famwje,131.644,-26.155,5,4.6,ML,nan,4.558595714,0.168934742,5.406133144,0.613033247,1.574019806,0.644983715,10,0.6,10,1,9
2005-05-14T19:53:05.000000Z,ga2005jlrdee,139.153,-31,13.7,4.5,ML,nan,4.409011311,0.232091255,3.245668685,0.514021289,1.577398937,0.500265133,21,0.5,6,1,0
2005-05-18T23:39:47.000000Z,ga2005jthoaw,119.374,-20.108,25.8,4.6,ML,nan,4.251828315,0.215505141,6.450785151,0.574450668,2.376671578,1.898549634,8,0.7,10,1,8
2005-06-12T10:51:19.000000Z,ga2005lmffvp,117.108,-30.802,2.3,4.3,MLa,nan,3.435035243,0.195231039,1.918432575,0.489282747,4.062658918,1.532637685,6,0.8,12,1,1
2005-06-12T20:36:44.000000Z,ga2005lmyqht,117.03,-30.558,7.6,4.5,ML,nan,3.861729326,0.219418739,1.983941825,0.366998569,2.51376178,0.591697952,5,1.1,10,1,1
2005-09-14T05:12:22.000000Z,ga2005scigmm,134.102,-19.868,10,4.4,ML,nan,4.420865193,0.198245193,8.36185754,0.647780182,2.133114309,0.551922282,6,0.6,6,1,4
2005-09-22T03:52:59.000000Z,ga2005sqxlcz,117.173,-30.126,3,4.1,ML,nan,4.207913226,0.232996688,0.51444796,0.236787137,1.076059636,0.58635357,5,0.6,5,1,1
2006-02-04T16:31:57.000000Z,ga2006clrosl,148.183,-37.564,2.2,3.9,MLa,nan,3.827949607,0.265915156,1.210592494,0.608525183,2.216683351,1.162093518,11,0.8,12,1,5
2006-05-13T01:04:46.000000Z,ga2006jijzzp,135.723,-27.657,7.1,5.1,ML,nan,4.250182209,0.161437815,2.754562184,0.313032162,1.793104333,0.300927884,4,0.5,7,1,0
2006-06-06T15:34:09.000000Z,ga2006lboghd,117.44,-25.032,5.5,4.5,ML,nan,4.141360879,0.151582775,1.52713761,0.343786617,1.669647362,0.443754064,9,0.6,8,1,8
2006-10-21T09:51:49.000000Z,ga2006uspjwe,149.16,-34.036,15,4.2,ML,nan,3.999334027,0.196616451,3.956937863,0.477119367,2.700630703,1.133200066,8,0.8,5,1,2
2006-12-14T17:23:05.000000Z,ga2006yohogj,143.563,-42.791,27,4.4,ML,nan,4.446901729,0.301757116,0.440266202,0.320015422,0.775889823,0.525308775,6,0.6,5,1,5
2007-02-15T15:38:36.000000Z,ga2007dfuukw,113.276,-25.967,18.5,5.3,Mwp,nan,4.580663001,0.095150087,11.92400871,0.229276589,1.997507406,0.525887131,8,0.5,6,1,8
2007-03-08T02:34:11.000000Z,ga2007erjays,145.74,-37.9,9.7,3.5,MLa,nan,3.629619405,0.145256887,4.396916041,0.576326502,4.281396922,2.23099501,16,0.8,12,1,5
2007-06-30T14:06:35.000000Z,ga2007mtmtyk,117.157,-30.77,8.4,3.8,MLa,nan,3.237434408,0.100365387,0.518654923,0.213822301,3.298031263,1.016882486,5,1,12,1,1
2007-08-28T15:33:04.000000Z,ga2007qxxmkd,115.942,-35.429,17.9,4.6,ML,nan,4.324055574,0.094696496,6.359218981,0.294963988,2.176636681,0.543873288,8,0.5,8,1,1
2007-09-16T23:18:34.000000Z,ga2007shjsgi,138.523,-31.392,32.5,4.8,ML,nan,4.314062815,0.127393086,19.75592813,0.812003192,3.212774241,2.093343456,14,0.7,7,1,7
2007-10-09T23:58:40.000000Z,ga2007txqtbb,117.505,-33.946,0,4.8,ML,nan,4.727142824,0.309878337,0.956150479,0.161261695,0.727695699,0.219102822,5,0.5,8,1,1
2007-11-19T20:01:01.000000Z,ga2007wupqit,143.735,-12.336,24.4,4.8,mb,4.8,4.822757135,0.134474563,1.59468159,0.660487929,0.773022076,0.355464595,10,0.2,8,1,6
2007-12-26T15:36:11.000000Z,ga2007zkesrx,138.383,-32.086,16.4,4.7,ML,nan,4.484382137,0.18906527,3.347136657,0.514850789,1.461209712,0.87965567,33,0.04,6,1,7
2008-03-31T08:27:48.000000Z,ga2008gjweup,112.332,-27.666,17.7,4.4,ML,nan,4.304431885,0.166972274,0.724220067,0.265122285,1.07916217,0.492214157,5,0.6,6,1,1
2008-07-09T23:45:20.000000Z,ga2008nmpfma,125.223,-26.034,1.4,4.5,ML,nan,3.874066796,0.16401687,1.457317551,0.366866705,2.236130462,0.820228189,7,0.8,12,1,9
2008-07-29T11:09:20.000000Z,ga2008owirpq,122.11,-14.55,0,4.5,ML,nan,4.451344221,0.112219057,0.302627322,0.322774575,0.681255056,0.20164692,6,0.4,4,1,3
2009-01-26T00:29:19.000000Z,ga2009btydgx,139.029,-32.757,10,4.5,ML,nan,4.201877952,0.12430307,5.841047383,0.587806928,2.435400575,1.3356074,19,0.5,10,1,7
2009-01-30T17:33:11.000000Z,ga2009ccozby,117.774,-30.212,0,4.1,ML,nan,4.312164099,0.15952364,0.270802859,0.049971733,0.77057486,0.232171274,5,0.4,10,1,1
2009-01-31T08:47:03.000000Z,ga2009cdtgox,117.784,-30.23,2.1,3.8,mwh,nan,4.404708051,0.23891087,0.289498748,0.159876935,0.708283854,0.364341132,6,0.4,10,1,1
2009-01-31T11:55:21.000000Z,ga2009cdzmvt,117.798,-30.215,0,4.4,ML,nan,4.198186437,0.343646231,0.336384767,0.327503551,0.94449144,0.433249201,6,0.7,10,1,1
2009-02-01T00:42:40.000000Z,ga2009ceyybh,117.819,-30.209,0,4,ML,nan,3.991434247,0.162357728,0.15314092,0.322094932,0.921847533,0.374449315,5,0.6,10,1,1
2009-02-01T21:57:40.000000Z,ga2009cgpetk,117.795,-30.214,0,4,ML,nan,4.112543972,0.211278108,0.135420946,0.206281393,0.769666232,0.316733813,5,0.6,10,1,1
2009-03-05T12:53:51.000000Z,ga2009emqkho,117.774,-30.208,0,4,mwh,nan,4.748296816,0.246566102,0.196642866,0.418950218,0.419202111,0.34941502,7,0.5,5,1,1
2009-03-06T01:35:59.000000Z,ga2009enpraz,121.252,-16.314,0,5.1,ML,nan,4.361919565,0.05701585,5.171503109,0.442092337,1.945023942,0.71302458,9,0.4,8,1,3
2009-03-06T09:55:36.000000Z,ga2009eogfou,145.839,-38.445,14.8,4.4,mwt,nan,4.758571933,0.388438483,0.887947985,0.650176287,0.684734714,0.809508861,21,0.4,10,1,5
2009-03-18T05:28:17.000000Z,ga2009fjybuf,145.822,-38.425,15,4.3,mwt,nan,4.64841481,0.300393165,1.067871296,0.670670648,0.826630395,0.884220311,25,0.4,10,1,5
2009-04-08T05:31:50.000000Z,ga2009gwmlih,116.881,-34.148,0,4.1,ML,nan,3.941568453,0.169208163,1.36768469,0.196526578,2.025615007,0.627072726,5,1,8,1,1
2009-06-25T15:16:49.000000Z,ga2009mkkmbo,117.468,-30.619,0,4.2,ML,nan,4.088171051,0.351059567,0.56278517,0.293327171,1.272646616,0.607992975,4,0.7,10,1,1
2009-08-12T04:56:54.000000Z,ga2009ptsucv,137.4686,-38.799,10,4.5,ML,nan,4.005177074,0.171499685,2.362961411,0.265811565,2.258964867,0.705849974,5,1,8,1,7
2010-04-20T00:17:09.000000Z,ga2010hscssm,121.4892,-30.787,1.75,4.1,mwh,nan,4.652696147,0.134183328,2.314116016,0.289126722,1.064452059,0.276631814,9,0.2,5,1,11
2010-06-05T21:47:00.000000Z,ga2010laewrw,136.714,-33.559,15,4.8,ML,nan,4.498397274,0.156324667,2.181608403,0.520807584,1.246635336,0.692472474,20,0.5,5,1,7
2010-07-30T21:29:22.000000Z,ga2010oxdfxj,138.1414,-32.175,10,4.17,ML,nan,3.875308798,0.151567371,1.691843964,0.393159394,2.346811318,0.839772315,13,0.7,9,1,7
2010-09-29T09:09:25.000000Z,ga2010tedzyu,143.7524,-29.568,0,4.02,MLa,nan,3.889266419,0.035470632,5.375261729,0.64277185,3.395047069,1.457680212,4,0.7,12,1,0
2010-10-10T02:30:18.000000Z,ga2010txvtsj,139.9606,-32.902,0,4.13,ML,nan,4.078136284,0.110690725,1.402391412,0.382226237,1.745423195,0.561220961,11,0.6,10,1,7
2010-10-27T14:18:02.000000Z,ga2010vdyonz,143.5944,-29.438,7.32,4.36,ML,nan,4.321807517,0.126324325,2.643638319,0.52750641,1.628706107,1.096321697,17,0.5,10,1,0
2011-01-15T00:38:01.000000Z,ga2011aztlcc,136.4669,-33.5729,0.9,3.87,MLa,nan,3.559098383,0.148958374,1.868894828,0.535987747,3.491335358,1.190055994,8,0.8,12,1,7
2011-02-21T21:59:36.000000Z,ga2011drhuaj,135.4195,-20.9034,0.6,4.4,ML,nan,4.300819152,0.166437894,3.478495194,0.627541121,1.82838099,1.177130118,19,0.5,7,1,4
2011-04-16T05:31:18.000000Z,ga2011hlefxk,147.7644,-20.085,7.09,5.3,mwt,nan,5.22354971,0.195176726,4.225510781,0.422518827,0.674316863,0.285866344,21,0.02,5,1,6
2011-04-16T07:06:52.000000Z,ga2011hlhkgo,147.6792,-20.1698,0,4.13,MLa,nan,4.182441668,0.120321501,0.602245558,0.444545485,1.167838635,0.491491585,4,0.8,5,1,6
2011-04-17T18:41:20.000000Z,ga2011hoadou,113.5252,-19.8029,30,5.31,mb,5.31,5.095504134,0.056944564,33.14453305,0.272906097,1.552617125,0.267511189,8,0.03,7,1,8
2011-05-20T20:03:29.000000Z,ga2011jwrvkm,119.3321,-23.4596,9.16,4.52,mb,4.52,4.518548105,0.164465575,3.331831642,0.403281627,1.402704212,0.639625471,10,0.8,10,1,8
2011-07-05T01:32:11.000000Z,ga2011nbskgr,145.8394,-38.412,2.26,4.38,ML,nan,4.412590061,0.261912789,1.191485147,0.481734122,1.124812976,0.73917406,20,0.6,8,1,5
2011-07-14T05:51:36.000000Z,ga2011nsonsu,120.3563,-20.8649,12,4.47,ML,nan,4.356907118,0.07297436,6.263373339,0.533738134,2.085267037,0.868349028,12,0.5,10,1,8
2011-09-04T11:15:11.000000Z,ga2011rklaim,138.7128,-33.0785,2,3.75,MLa,nan,3.716736558,0.134234329,1.821930053,0.163980489,2.887274609,0.532383483,6,0.8,12,1,7
2011-09-17T16:28:27.000000Z,ga2011sirvsq,147.7275,-20.1835,5.5,4.04,MLa,nan,4.156005915,0.287200403,1.721207154,0.247398649,1.708521942,0.71606203,4,0.4,10,1,6
2011-12-05T19:10:00.000000Z,ga2011xxxolw,114.4155,-21.5135,15,5.08,ML,nan,5.471523144,0.164614186,5.547226337,0.258023276,0.554978545,0.142249643,13,0.03,2,1,8
2012-03-21T17:07:09.000000Z,ga2012fsednr,136.0006,-28.2314,0,3.94,MLa,nan,3.562705096,0.090359285,0.664009513,0.236822175,2.462547917,0.55928596,3,1.2,12,1,0
2012-03-23T09:25:19.000000Z,ga2012fvghie,132.1244,-26.1242,0,5.1,mwh,nan,5.48013413,0.202851724,0.959516095,0.435610792,0.306170136,0.167579331,40,0.03,4,1,9
2012-03-25T20:53:20.000000Z,ga2012fzunyv,136.8206,-30.3235,0,3.85,MLa,nan,3.721578811,0.155415488,0.222133073,0.429129625,1.423729466,0.642372097,6,0.8,12,1,0
2012-04-19T19:09:16.000000Z,ga2012htoghh,148.6032,-35.2309,4,3.69,MLa,nan,3.650993083,0.259293329,1.507842022,0.653474779,2.923936097,1.560564685,22,0.8,12,1,2
2012-06-08T11:31:00.000000Z,ga2012lgtjkb,150.4125,-30.7588,0,4.19,ML,nan,4.369821887,0.164432175,1.17583169,0.533107364,1.176386181,0.741824089,16,0.3,10,1,10
2012-06-19T10:53:29.000000Z,ga2012maxctf,146.29,-38.259,18,5.14,mwt,nan,5.272030134,0.197562925,2.465129203,0.55359649,0.532856948,0.387645872,44,0.03,10,1,5
2012-06-22T09:16:03.000000Z,ga2012mghbkx,148.6444,-34.1077,14.3086,3.74,MLa,nan,3.778290118,0.119698608,1.975325015,0.511254451,2.763208139,1.189510345,23,0.8,12,1,2
2012-07-20T09:11:30.000000Z,ga2012ofrgdr,146.215,-38.231,12,4.32,mwt,nan,4.53968712,0.23299054,1.480506187,0.704481933,1.044653635,0.946556666,32,0.35,10,1,5
2012-11-05T19:31:49.000000Z,ga2012vwsftb,129.0448,-11.5463,39.2974,4.49,mb,4.49,3.934271442,0.119385898,67.64669912,0.575745527,7.498233372,3.595103639,4,0.8,8,1,3
2012-11-29T19:21:18.000000Z,ga2012xothuq,140.6586,-27.7557,5,3.87,MLa,nan,3.996226198,0.187224621,1.11968949,0.563129449,1.779365801,0.880747638,5,0.8,12,1,0
2013-06-09T14:22:15.000000Z,ga2013lgzayw,131.994,-26.11,0,5.3,mwh,nan,5.472643749,0.199864686,2.45114305,0.604611218,0.422162982,0.315154278,43,0.04,8,1,9
2013-07-18T11:39:11.000000Z,ga2013oaiytv,133.8849,-19.8206,9.5209,4.21,MLa,nan,4.093482915,0.285775048,3.87467471,0.727183292,2.406298107,2.365578919,4,0.8,12,1,4
2013-10-07T20:15:41.000000Z,ga2013ttrxdk,150.7621,-34.1717,0,3.51,MLa,nan,3.944777631,0.24635648,0.139754696,0.394136909,0.943508444,0.68343978,19,0.8,10,1,2
2014-02-26T00:00:07.000000Z,ga2014dyurkb,121.1872,-30.6786,0.0756,4.2,mwh,nan,4.901025129,0.260264866,0.314404884,0.304180095,0.411146251,0.343051582,46,0.07,10,1,11
2014-04-29T09:54:56.000000Z,ga2014ijjknn,139.5405,-32.7959,12.6493,4.1,mwh,nan,4.383268868,0.140168048,3.896797303,0.52316127,1.726953492,0.899110533,24,0.6,10,1,7
2014-06-04T02:29:09.000000Z,ga2014kwwubq,137.7095,-29.8668,12.7111,4.64,ML,nan,4.392460185,0.128163319,3.134345921,0.324106386,1.589149249,0.469777734,15,0.5,10,1,0
2014-09-26T15:38:16.000000Z,ga2014szdskg,119.5339,-20.0995,10,4.61,mb,4.61,4.190529369,0.083742623,1.755161156,0.438427049,1.652672444,0.522460898,6,0.5,10,1,8
2014-10-31T19:15:25.000000Z,ga2014vlriii,121.2319,-30.8146,10,4.48,mb,4.48,4.338367591,0.229477498,0.154150551,0.635298954,0.619646073,0.631675173,37,0.3,8,1,11
2014-12-02T16:34:40.000000Z,ga2014xsffza,145.846,-38.418,8.8,3.39,MLa,nan,3.55960342,0.137270739,0.32175034,0.727903572,1.941111277,1.468819424,19,0.9,12,1,5
2014-12-03T19:05:10.000000Z,ga2014xufynv,145.4424,-38.1015,10,3.26,MLa,nan,3.410283756,0.108638072,0.753379476,0.64414703,3.061083577,1.920686666,14,0.8,12,1,5
2015-02-15T15:57:09.000000Z,ga2015dfvkkl,151.4361,-25.1459,12.5,4.8,mwh,nan,5.097020665,0.122927952,3.1664298,0.414995126,0.708530842,0.323152878,38,0.02,10,1,6
2015-02-16T05:56:49.000000Z,ga2015dgxfza,151.4593,-25.0536,0,3.99,MLa,nan,3.757344769,0.129001416,9.605937498,0.256964833,4.795714697,1.015477208,8,0.8,12,1,6
