FID,earthquake_id,azimuthal_gap,azimuth_horizontal_uncertainty,depth,depth_uncertainty,description,epicentral_time,evaluation_mode,evaluation_status,event_creation_time,event_id,event_modification_time,latitude,longitude,mb,md,ml,ms,mw,mww,mwp,mwmwp,minimum_distance,maximum_distance,nearest_station,origin_id,origin_time,origin_time_uncertainty,phase_count,preferred_magnitude,preferred_magnitude_type,max_horizontal_uncertainty,min_horizontal_uncertainty,source,standard_error,station_count
earthquakes.fid-4f6d2f70_170e4f0d199_-cbe,655563,211.55,106.84,3.8433,8.3775,Near Yass; NSW. (Reported felt).,,,FINL,2016-09-16T10:55:05,ga2016sgutsa,2016-09-16T10:59:38,-34.9302,148.9518,,,1.8,,,,,,,,,1376890,2016-09-15T15:47:40,1.46,20,1.8,ML,13.031,5.0072,AUST,0.6187,12
earthquakes.fid-4f6d2f70_170e4f0d199_-cbd,665559,143.5342293,150.4189148,10,0,E of Crookwell; NSW,2019-07-02T22:22:06.188,manual,reviewed,2019-07-02T14:12:30.283,ga2019mxatrl,2019-07-03T00:51:48.094,-34.44662476,149.6638031,,,1.80525166,,,,,,0.48604986,1.05883455,0.486049861,20190703004936.434124.71470,2019-07-02T12:22:06.188,0.29095944,14,1.80525166,ML,8.20507336,2.93110037,GA,0.63988711,8
earthquakes.fid-4f6d2f70_170e4f0d199_-cbc,656791,151.46,107.65,10,0,NE of Boorowa; NSW.,,,FINL,2017-07-17T13:01:01,ga2017nugkba,2017-07-17T13:02:11,-34.2879,148.9202,,,1.81,,,,,,,,,1504414,2017-07-15T03:54:54,1,14,1.81,ML,7.6053,7.0577,AUST,0.4807,7
earthquakes.fid-4f6d2f70_170e4f0d199_-cbb,656510,236.7,128.42,10,0,Offshore E of Kiama; NSW.,,,FINL,2017-04-26T10:35:12,ga2017hzsxis,2017-04-26T10:45:27,-34.6638,150.9261,,,1.82,,,,,,,,,1470147,2017-04-24T03:56:36,0.96,11,1.82,ML,11.9111,3.8976,AUST,0.766,6
earthquakes.fid-4f6d2f70_170e4f0d199_-cba,654473,174.34,129.04,0,0,SE of Orange; NSW.,,,FINL,2016-01-19T11:40:57,ga2016bepgsw,2016-01-19T11:41:38,-33.5324,149.2164,,,1.83,,,,,,,,,1264861,2016-01-17T15:54:39,5.09,7,1.83,ML,60.1089,14.231,AUST,0.5929,4
earthquakes.fid-4f6d2f70_170e4f0d199_-cb9,658826,133.7879181,103.9992752,0,3.36391749,Dalton; NSW,2018-07-10T05:41:37.38,manual,reviewed,2018-07-09T22:17:24.629,ga2018nkljor,2018-07-11T00:54:06.485,-34.73738861,149.1510468,,,1.83728521,,,,,,0.02689931,0.76191419,0.02689931,20180711005019.33859.75667,2018-07-09T19:41:37.38,0.80501031,7,1.83728521,ML,6.06755781,4.14233446,GA,0.35625724,4
earthquakes.fid-4f6d2f70_170e4f0d199_-cb8,656814,153.2,27.46,10,0,NE of Boorowa; NSW.,,,FINL,2017-07-19T08:55:07,ga2017oabjxl,2017-07-19T08:56:59,-34.2778,148.9097,,,1.84,,,,,,,,,1505604,2017-07-18T07:50:44,1.28,10,1.84,ML,10.4303,9.3643,AUST,0.3964,6
earthquakes.fid-4f6d2f70_170e4f0d199_-cb7,656806,154.27,38.12,10,0,NE of Boorowa; NSW.,,,FINL,2017-07-18T09:35:21,ga2017nxwpim,2017-07-18T09:43:15,-34.2678,148.9362,,,1.84,,,,,,,,,1504930,2017-07-17T03:17:13,1.14,13,1.84,ML,8.5578,7.9834,AUST,0.3858,7
earthquakes.fid-4f6d2f70_170e4f0d199_-cb6,656789,154.2,43.14,10,0,NE of Boorowa; NSW.,,,FINL,2017-07-17T12:40:41,ga2017ntzbjy,2017-07-17T12:45:03,-34.2697,148.9246,,,1.84,,,,,,,,,1504405,2017-07-15T00:13:39,1.62,11,1.84,ML,13.5504,8.4112,AUST,0.1997,6
earthquakes.fid-4f6d2f70_170e4f0d199_-cb5,656349,128.57,103.15,10,0,NE of Boorowa; NSW.,,,FINL,2017-03-14T13:15:35,ga2017eybwnx,2017-03-14T13:27:17,-34.2786,149.0926,,,1.84,2.92,,,,,,,,1453200,2017-03-11T18:29:11,1.41,11,1.84,ML,17.9653,7.5363,AUST,0.403,7
earthquakes.fid-4f6d2f70_170e4f0d199_-cb4,654555,241.49,126.73,10,0,E of Kiama; NSW.,,,FINL,2016-02-02T11:16:55,ga2016cfdgzl,2016-02-02T11:18:12,-34.6765,151.0187,,,1.84,,,,,,,,,1270744,2016-02-01T02:53:43,4.36,9,1.84,ML,61.0436,11.9703,AUST,0.8685,5
earthquakes.fid-4f6d2f70_170e4f0d199_-cb3,657133,109.61,116.39,0,0,Dalton; NSW.,,,FINL,2017-09-29T11:01:01,ga2017tcgdva,2017-09-29T11:01:51,-34.7613,149.187,,,1.85,,,,,,,,,1538545,2017-09-28T08:05:17,0.47,31,1.85,ML,4.9706,3.083,AUST,0.7007,19
earthquakes.fid-4f6d2f70_170e4f0d199_-cb2,657131,129.09,119.41,0,0,Dalton; NSW.,,,FINL,2017-09-29T10:51:01,ga2017tcbauc,2017-09-29T10:59:06,-34.7836,149.2243,,,1.85,,,,,,,,,1538544,2017-09-28T05:30:54,0.88,17,1.85,ML,11.6648,4.2802,AUST,0.6031,10
earthquakes.fid-4f6d2f70_170e4f0d199_-cb1,656810,105.64,96.89,10,0,NE of Boorowa; NSW.,,,FINL,2017-07-18T15:01:00,ga2017nyvcoc,2017-07-18T15:03:23,-34.2817,148.922,,,1.85,3.2,,,,,,,,1505373,2017-07-17T15:36:41,0.7,20,1.85,ML,6.0857,5.501,AUST,0.5543,12
earthquakes.fid-4f6d2f70_170e4f0d199_-cb0,658260,151.288868,136.6635437,10,0,Boorowa; Capital Country Region; New South Wales,2018-05-28T23:46:08.538,manual,reviewed,2018-05-28T17:28:04.868,ga2018kkxdhh,2018-05-30T01:16:41.95,-34.29555893,148.8432159,,,1.85256403,,,,,,0.37000197,2.17649746,0.370001972,20180530011217.151689.72781,2018-05-28T13:46:08.538,0.33304024,18,1.85256403,ML,4.70400333,3.86054993,GA,2.70384373,11
earthquakes.fid-4f6d2f70_170e4f0d199_-caf,655353,153.68,102.59,0,0,Gunning; NSW. (Reported felt).,,,FINL,2016-08-11T09:46:08,ga2016psnkyh,2016-08-11T09:54:01,-34.8153,149.1955,,,1.86,,,,,,,,,1351142,2016-08-10T13:10:55,0.27,19,1.86,ML,3.2941,1.6482,AUST,0.6156,11
earthquakes.fid-4f6d2f70_170e4f0d199_-cae,654471,257.58,127.84,0,0,S of Orange; NSW.,,,FINL,2016-01-19T11:36:55,ga2016bemsgi,2016-01-19T11:37:57,-33.5184,149.0976,,,1.86,,,,,,,,,1264859,2016-01-17T14:37:30,5.07,7,1.86,ML,57.2111,14.5228,AUST,0.4221,4
earthquakes.fid-4f6d2f70_170e4f0d199_-cad,659239,158.5018959,151.490799,10,0,NE of Crookwell; NSW,2018-08-13T23:39:44.329,manual,reviewed,2018-08-13T13:41:43.837,ga2018pwfvoi,2018-08-14T00:07:16.283,-34.18153,149.5700226,,,1.86862196,,,,,,0.62972522,1.36534309,0.629725218,20180814000414.255516.53048,2018-08-13T13:39:44.329,0.32867259,18,1.86862196,ML,7.03410578,2.76144266,GA,0.77843036,9
earthquakes.fid-4f6d2f70_170e4f0d199_-cac,657844,107.85,120.81,10,0,Gunning; NSW.,,,FINL,2018-03-01T11:55:07,ga2018edjvsl,2018-03-01T11:56:09,-34.6837,149.2156,,,1.88,,,,,,,,,1616039,2018-02-28T11:55:37,0.36,28,1.88,ML,3.9102,2.3757,AUST,1.0008,16
earthquakes.fid-4f6d2f70_170e4f0d199_-cab,657777,243.06,47.42,10,0,NE of Boorowa; NSW.,,,FINL,2018-02-19T11:15:08,ga2018djcueb,2018-02-19T11:17:28,-34.2841,148.8815,,,1.88,,,,,,,,,1609623,2018-02-17T10:53:06,3.24,9,1.88,ML,31.6693,13.4147,AUST,0.6829,5
earthquakes.fid-4f6d2f70_170e4f0d199_-caa,656725,176.16,88.33,10,0,Muswellbrook; NSW. (Reported felt).,,,FINL,2017-06-27T09:26:54,ga2017mmeojh,2017-06-27T09:44:59,-32.3117,150.8464,,,1.88,,,,,,,,,1495239,2017-06-26T14:27:24,0.92,18,1.88,ML,21.3245,5.9274,AUST,0.8647,10
earthquakes.fid-4f6d2f70_170e4f0d199_-ca9,666416,158.9524727,141.4681091,10,0,Katoomba; NSW,2019-08-07T22:17:29.745,manual,reviewed,2019-08-07T12:18:19.486,ga2019plctjl,2019-08-07T22:15:07.116,-33.76979065,150.3151245,,,1.88928677,,,,,,0.33014685,1.73014593,0.330146849,20190807221315.454763.167283,2019-08-07T12:17:29.745,0.28370462,28,1.88928677,ML,4.53038979,2.54436946,GA,0.51037527,16
earthquakes.fid-4f6d2f70_170e4f0d199_-ca8,656352,103.62,141.28,10,0,NE of Crookwell; NSW.,,,FINL,2017-03-15T09:31:04,ga2017fbtgai,2017-03-15T10:46:31,-34.3245,149.7837,,,1.89,,,,,,,,,1453826,2017-03-13T18:26:32,0.78,16,1.89,ML,11.5432,4.4654,AUST,0.4095,9
earthquakes.fid-4f6d2f70_170e4f0d199_-ca7,658020,245.55,50.43,10,0,E of Boorowa; NSW.,,,FINL,2018-04-17T11:25:08,ga2018hmblxq,2018-04-17T11:46:33,-34.4197,149.1102,,,1.91,,,,,,,,,1641731,2018-04-16T17:12:14,0.4,9,1.91,ML,3.5687,1.1171,AUST,0.1623,5
earthquakes.fid-4f6d2f70_170e4f0d199_-ca6,657002,154.57,127.25,10,0,NE of Frogmore; NSW.,,,FINL,2017-08-29T15:32:31,ga2017qxmtyu,2017-08-29T15:36:50,-34.2579,148.996,,,1.91,,,,,,,,,1522508,2017-08-28T10:09:57,1.47,12,1.91,ML,13.4166,8.6119,AUST,0.806,8
earthquakes.fid-4f6d2f70_170e4f0d199_-ca5,656615,251.27,101.56,10,0,Near Boorowa; NSW.,,,FINL,2017-05-29T11:45:17,ga2017kkgaao,2017-05-29T12:14:40,-34.455,148.7509,,,1.91,,,,,,,,,1483324,2017-05-28T05:09:26,3.84,8,1.91,ML,39.0743,10.8486,AUST,0.4927,4
earthquakes.fid-4f6d2f70_170e4f0d199_-ca4,656078,139.94,102.8,10,0,SE of Boorowa; NSW.,,,FINL,2017-01-10T15:31:06,ga2017afpemh,2017-01-10T15:32:27,-34.5742,148.9515,,,1.91,3.4,,,,,,,,1431299,2017-01-04T01:00:09,1.14,17,1.91,ML,10.662,6.0055,AUST,0.5418,10
earthquakes.fid-4f6d2f70_170e4f0d199_-ca3,654477,177.1,121.5,0,0,S of Orange; NSW.,,,FINL,2016-01-20T11:16:52,ga2016bgglfr,2016-01-20T11:17:28,-33.5483,149.1091,,,1.91,,,,,,,,,1265425,2016-01-18T13:37:16,4.13,7,1.91,ML,44.8479,13.6215,AUST,0.5186,4
earthquakes.fid-4f6d2f70_170e4f0d199_-ca2,658380,147.0435944,130.1047058,10,0,Lake George; NSW,2018-06-06T01:06:52.229,manual,reviewed,2018-06-05T15:42:48.663,ga2018kzrpxl,2018-06-06T02:03:22.898,-35.11009216,149.4333649,,,1.91236928,,,,,,0.21233998,1.50672233,0.212339982,20180606020003.868206.55557,2018-06-05T15:06:52.229,0.29610557,14,1.91236928,ML,5.29121018,3.43592548,GA,0.8604871,7
earthquakes.fid-4f6d2f70_170e4f0d199_-ca1,664608,142.5227509,137.0648193,1.01024675,3.11660952,NW of Goulburn; NSW,2019-05-11T18:55:30.467,manual,reviewed,2019-05-11T09:22:16.905,ga2019jfidwj,2019-05-13T00:15:33.107,-34.70499802,149.5966644,,,1.9182496,,,,,,0.34463799,1.15078104,0.34463799,20190513000831.865306.72962,2019-05-11T08:55:30.467,0.54621057,13,1.9182496,ML,7.44463921,2.83608079,GA,0.31097693,8
earthquakes.fid-4f6d2f70_170e4f0d199_-ca0,656770,90.65,88.59,10,0,NE of Boorowa; NSW.,,,FINL,2017-07-11T10:15:21,ga2017njlvly,2017-07-11T11:36:12,-34.2801,148.9264,,,1.92,,,,,,,,,1501791,2017-07-09T06:49:47,0.48,26,1.92,ML,4.8753,4.0357,AUST,0.3893,18
earthquakes.fid-4f6d2f70_170e4f0d199_-c9f,654526,255.96,121.63,1.2844,14.969,SE of Cadia; NSW.,,,FINL,2016-01-27T12:41:27,ga2016brepym,2016-01-27T12:42:58,-33.5683,149.0927,,,1.92,,,,,,,,,1268590,2016-01-24T12:31:38,3.96,10,1.92,ML,37.4704,12.0381,AUST,0.6174,5
earthquakes.fid-4f6d2f70_170e4f0d199_-c9e,656815,152.67,115.78,10,0,NE of Boorowa; NSW.,,,FINL,2017-07-19T10:01:00,ga2017oaflqn,2017-07-19T10:03:32,-34.2806,148.9154,,,1.93,,,,,,,,,1505608,2017-07-18T09:53:26,1.11,10,1.93,ML,8.973,7.6865,AUST,0.3056,5
earthquakes.fid-4f6d2f70_170e4f0d199_-c9d,656844,342.91,93.98,10,0,NE of Boorowa; NSW.,,,FINL,2017-07-21T10:45:55,ga2017oekmnk,2017-07-21T10:47:10,-34.3237,149.0833,,,1.95,,,,,,,,,1506634,2017-07-20T16:43:13,5.02,7,1.95,ML,54.644,28.4328,AUST,0.2316,4
earthquakes.fid-4f6d2f70_170e4f0d199_-c9c,654527,261.87,121.46,2.1015,14.9512,Cadia; NSW.,,,FINL,2016-01-27T12:48:08,ga2016brtbqf,2016-01-27T12:48:55,-33.4685,149.0087,,,1.95,,,,,,,,,1268614,2016-01-24T19:47:36,3.99,10,1.95,ML,35.5518,12.6331,AUST,0.6526,5
earthquakes.fid-4f6d2f70_170e4f0d199_-c9b,657763,153.48,119.94,10,0,NE of Boorowa; NSW.,,,FINL,2018-02-14T10:55:07,ga2018dchouu,2018-02-14T11:00:41,-34.2738,148.9292,,,1.96,,,,,,,,,1607532,2018-02-13T17:46:25,1.02,14,1.96,ML,7.9128,7.1339,AUST,0.5094,7
earthquakes.fid-4f6d2f70_170e4f0d199_-c9a,657457,150.29,55.46,10,0,N of Bowning; NSW.,,,FINL,2017-12-06T10:01:01,ga2017xtvamv,2017-12-06T10:06:33,-34.6732,148.8142,,,1.96,,,,,,,,,1576856,2017-12-03T13:35:33,1.47,7,1.96,ML,26.9982,8.5988,AUST,0.399,4
earthquakes.fid-4f6d2f70_170e4f0d199_-c99,656819,235.1,111.38,10,0,NE of Boorowa; NSW.,,,FINL,2017-07-20T12:55:07,ga2017ocopiw,2017-07-20T12:55:49,-34.3132,149.053,,,1.96,,,,,,,,,1506270,2017-07-19T16:38:14,3.26,9,1.96,ML,40.3376,9.3083,AUST,0.1217,5
earthquakes.fid-4f6d2f70_170e4f0d199_-c98,654461,254.44,127.01,0,0,SE of Cadia; NSW.,,,FINL,2016-01-19T09:40:56,ga2016bchrir,2016-01-19T09:48:58,-33.5875,149.1208,,,1.96,,,,,,,,,1264840,2016-01-16T09:56:38,5,7,1.96,ML,58.0355,14.0816,AUST,0.2476,4
earthquakes.fid-4f6d2f70_170e4f0d199_-c97,666573,192.21035,123.3465805,10,0,Offshore NE of Wollongong; NSW,2019-08-20T06:59:41.316,manual,reviewed,2019-08-19T21:00:55.353,ga2019qhutzz,2019-08-21T00:12:08.21,-34.2905159,151.1274109,,,1.97527171,,,,,,0.37441888,2.26105881,0.374418884,20190819234345.818395.68747,2019-08-19T20:59:41.316,0.45618938,20,1.97527171,ML,6.59901428,3.37196922,GA,0.47390839,11
earthquakes.fid-4f6d2f70_170e4f0d199_-c96,657001,181.71,156.96,10,0,NE of Frogmore; NSW. (Reported felt).,,,FINL,2017-08-29T13:31:05,ga2017qwmjgk,2017-08-29T13:36:56,-34.2268,148.9851,,,1.98,,,,,,,,,1522443,2017-08-27T20:53:03,1.19,13,1.98,ML,9.6266,7.1709,AUST,0.4606,7
earthquakes.fid-4f6d2f70_170e4f0d199_-c95,656526,129.15,150.25,10,0,NW of Goulburn; NSW.,,,FINL,2017-04-28T09:10:59,ga2017ifgfyu,2017-04-28T09:13:17,-34.6458,149.5555,,,1.98,,,,,,,,,1471046,2017-04-27T04:01:13,1.04,11,1.98,ML,10.4118,6.9295,AUST,0.7302,6
earthquakes.fid-4f6d2f70_170e4f0d199_-c94,654514,259.85,121.19,0,0,SE of Cadia; NSW.,,,FINL,2016-01-25T12:20:58,ga2016bnpgks,2016-01-25T12:23:23,-33.5021,149.0419,,,1.98,,,,,,,,,1267626,2016-01-22T13:34:34,3.9,8,1.98,ML,40.9031,12.7518,AUST,0.4906,4
earthquakes.fid-4f6d2f70_170e4f0d199_-c93,654462,259.08,125.9,3.3335,25.3953,SE of Cadia; NSW.,,,FINL,2016-01-19T09:36:53,ga2016bcmsoy,2016-01-19T09:37:58,-33.5245,149.043,,,1.98,,,,,,,,,1264839,2016-01-16T12:28:56,5.54,7,1.98,ML,70.9442,16.1385,AUST,0.774,4
earthquakes.fid-4f6d2f70_170e4f0d199_-c92,659102,153.0123844,78.64559174,10,0,NE of Denman; NSW,2018-08-02T02:49:21.789,manual,reviewed,2018-08-03T05:04:20.046,ga2018palkjx,2018-08-03T05:06:33.517,-32.34342957,150.7702026,,,1.98529268,,,,,,1.21747005,2.05500555,1.21747005,20180803050533.937669.108899,2018-08-01T16:49:21.789,0.35585196,10,1.98529268,ML,8.34964657,3.80835056,GA,0.87759264,6
earthquakes.fid-4f6d2f70_170e4f0d199_-c91,656506,211.37,133.91,10,0,Cowra; NSW.,,,FINL,2017-04-24T13:30:59,ga2017hxxblk,2017-04-24T13:35:36,-33.8966,148.7993,,,1.99,,,,,,,,,1469494,2017-04-23T03:53:06,1.45,14,1.99,ML,14.0168,7.1466,AUST,0.3126,8
earthquakes.fid-4f6d2f70_170e4f0d199_-c90,654488,260.85,120.97,0,18.3919,Cadia; NSW.,,,FINL,2016-01-20T12:21:50,ga2016biirrv,2016-01-20T12:32:56,-33.4843,149.0282,,,1.99,,,,,,,,,1265468,2016-01-19T16:54:04,5.34,7,1.99,ML,47.4704,14.9429,AUST,0.1902,4
earthquakes.fid-4f6d2f70_170e4f0d199_-c8f,664888,115.6481781,145.6152954,10,0,Lithgow; NSW,2019-05-30T17:13:54.273,manual,reviewed,2019-05-30T07:15:32.988,ga2019kobpcd,2019-05-31T04:41:42.844,-33.25727844,150.4664459,,,1.99291529,,,,,,0.40401563,2.24770808,0.404015631,20190531003959.702764.63349,2019-05-30T07:13:54.273,0.4377598,21,1.99291529,ML,5.2573719,4.27697706,GA,0.34508958,12
earthquakes.fid-4f6d2f70_170e4f0d199_-c8e,658838,304.4748077,169.2992096,10,0,Cowra; NSW,2018-07-12T23:58:52.381,manual,reviewed,2018-07-12T14:00:10.51,ga2018npndwo,2018-07-13T04:56:42.831,-33.88689423,148.6693726,,,1.99913988,,,,,,0.4685232,1.53535688,0.468523204,20180713045600.912815.49582,2018-07-12T13:58:52.381,1.41616993,7,1.99913988,ML,16.74039268,10.63169861,GA,0.48102389,4
earthquakes.fid-4f6d2f70_170e4f0d199_-c8d,657316,195.51,141.8,10,0,E of Tarago; NSW.,,,FINL,2017-11-08T10:11:03,ga2017vxhntl,2017-11-08T10:16:06,-35.0806,149.8145,,,2,,,,,,,,,1558583,2017-11-07T03:13:42,1.04,18,2,ML,11.7489,4.8456,AUST,0.5675,9
earthquakes.fid-4f6d2f70_170e4f0d199_-c8c,656743,283.89,41.47,10,0,NW of Taralga; NSW.,,,FINL,2017-07-03T14:05:21,ga2017mvuauk,2017-07-03T14:27:45,-34.1903,149.6274,,,2,,,,,,,,,1497609,2017-07-01T19:54:41,3.92,7,2,ML,28.5981,17.9373,AUST,0.7023,4
earthquakes.fid-4f6d2f70_170e4f0d199_-c8b,656726,155.15,92.58,10,0,Muswellbrook; NSW. (Reported felt).,,,FINL,2017-06-27T09:01:06,ga2017mmesgv,2017-06-27T09:03:06,-32.3379,150.847,,,2,,,,,,,,,1495229,2017-06-26T14:31:56,0.85,22,2,ML,16.6068,5.6334,AUST,0.8044,13
earthquakes.fid-4f6d2f70_170e4f0d199_-c8a,654466,269.05,126.71,0,0,Cargo; NSW.,,,FINL,2016-01-19T09:16:52,ga2016bcwymr,2016-01-19T09:17:53,-33.3997,148.8293,,,2,,,,,,,,,1264825,2016-01-16T17:37:31,5.22,7,2,ML,53.2615,16.2678,AUST,0.6002,4
earthquakes.fid-4f6d2f70_170e4f0d199_-c89,656392,256.79,111.24,10,0,SE of Cowra; NSW.,,,FINL,2017-03-27T09:00:59,ga2017fvtljt,2017-03-27T09:02:14,-33.9296,148.7979,,,2.01,,,,,,,,,1458225,2017-03-24T16:02:16,2.87,10,2.01,ML,29.9844,11.4505,AUST,0.4658,5
earthquakes.fid-4f6d2f70_170e4f0d199_-c88,654520,178.6,120.92,0,0,S of Cadia; NSW.,,,FINL,2016-01-25T13:06:52,ga2016bpilbu,2016-01-25T13:14:04,-33.5638,149.049,,,2.01,,,,,,,,,1267638,2016-01-23T12:17:43,3.17,10,2.01,ML,34.7912,11.2341,AUST,0.5286,5
earthquakes.fid-4f6d2f70_170e4f0d199_-c87,654513,258.68,121.3,1.2419,17.7638,SE of Cadia; NSW.,,,FINL,2016-01-25T12:20:55,ga2016bnnivi,2016-01-25T12:22:20,-33.5177,149.0631,,,2.01,,,,,,,,,1267625,2016-01-22T12:37:01,4.78,8,2.01,ML,43.7292,14.2907,AUST,0.5602,4
earthquakes.fid-4f6d2f70_170e4f0d199_-c86,654463,265.39,127.06,3.353,33.1639,E of Cargo; NSW.,,,FINL,2016-01-19T09:31:11,ga2016bcrxqn,2016-01-19T09:32:07,-33.4355,148.9246,,,2.01,,,,,,,,,1264838,2016-01-16T15:05:40,5.16,7,2.01,ML,81.4199,16.5478,AUST,0.3655,4
earthquakes.fid-4f6d2f70_170e4f0d199_-c85,663134,165.8918762,67.16077423,10,0,Muswellbrook; NSW,2019-01-28T02:58:20.66,manual,reviewed,2019-01-27T17:27:17.143,ga2019bwyqss,2019-01-29T00:56:41.782,-32.23175812,150.9482422,,,2.01184242,,,,,,0.98449111,1.9665314,0.98449111,20190129005256.051011.75112,2019-01-27T15:58:20.66,0.5457923,10,2.01184242,ML,9.97810841,5.47302771,GA,0.59142968,6
earthquakes.fid-4f6d2f70_170e4f0d199_-c84,659538,111.580946,119.304451,6.86438942,1.66687269,NW of Camden; NSW,2018-08-30T02:10:08.605,manual,reviewed,2018-08-29T16:10:52.25,ga2018qzujoo,2018-08-29T23:23:35.491,-33.94583511,150.6172943,,,2.01259584,,,,,,0.16859905,1.91367602,0.168599054,20180829230840.371985.57111,2018-08-29T16:10:08.605,0.2054915,26,2.01259584,ML,4.91326618,2.31688619,GA,0.48853538,13
earthquakes.fid-4f6d2f70_170e4f0d199_-c83,666307,126.3120117,156.9672394,10,0,Bathurst; NSW,2019-07-31T16:08:21.86,manual,reviewed,2019-07-31T08:27:14.382,ga2019oxuldk,2019-08-01T01:30:36.114,-33.34212112,149.6020508,,,2.01352214,,,,,,0.94798386,2.08349156,0.947983861,20190801012630.932513.85053,2019-07-31T06:08:21.86,0.41863107,19,2.01352214,ML,6.03858185,3.72026825,GA,0.60595783,11
earthquakes.fid-4f6d2f70_170e4f0d199_-c82,666726,90.47961426,122.8665695,1.29475164,1.58595396,Sutton; NSW,2019-09-02T01:32:58.18,manual,reviewed,2019-09-01T15:34:04.844,ga2019rfgjsk,2019-09-01T21:30:38.292,-35.16878128,149.2238922,,,2.01553784,,,,,,0.10973734,1.67389,0.109737344,20190901212935.564557.65516,2019-09-01T15:32:58.18,0.27521048,24,2.01553784,ML,3.61494565,2.90292525,GA,0.38044777,13
earthquakes.fid-4f6d2f70_170e4f0d199_-c81,657130,90.66,119.16,0,0,Dalton; NSW.,,,FINL,2017-09-29T10:31:01,ga2017tbztjn,2017-09-29T10:41:03,-34.7704,149.2182,,,2.02,,,,,,,,,1538542,2017-09-28T04:52:08,0.5,33,2.02,ML,6.2069,2.8707,AUST,0.6516,20
earthquakes.fid-4f6d2f70_170e4f0d199_-c80,654465,255.43,126.46,0,25.6576,SE of Cadia; NSW.,,,FINL,2016-01-19T09:20:57,ga2016bcvqcs,2016-01-19T09:22:07,-33.5525,149.1279,,,2.02,,,,,,,,,1264828,2016-01-16T16:57:37,5.37,7,2.02,ML,72.7096,15.3309,AUST,0.5126,4
earthquakes.fid-4f6d2f70_170e4f0d199_-c7f,658347,241.5062561,32.92930603,10,0,Frogmore; NSW,2018-06-03T02:31:19.201,manual,reviewed,2018-06-02T22:28:18.594,ga2018kuhgal,2018-06-03T23:46:57.112,-34.28540421,148.8665466,,,2.0254526,,,,,,0.38953507,1.10551894,0.389535069,20180603234612.651569.58417,2018-06-02T16:31:19.201,1.1446793,8,2.0254526,ML,19.24432182,4.97741413,GA,0.7243604,4
earthquakes.fid-4f6d2f70_170e4f0d199_-c7e,664864,292.4238586,120.8508606,10,0,Offshore SE of Ulladulla; NSW,2019-05-28T19:15:42.846,manual,reviewed,2019-05-28T12:33:23.328,ga2019kkoegp,2019-05-29T00:29:40.914,-35.6023674,151.2668915,,,2.02595652,,,,,,0.69457048,1.92242396,0.694570482,20190529002629.333908.63610,2019-05-28T09:15:42.846,0.93251633,12,2.02595652,ML,13.39138222,7.68972302,GA,0.66083486,9
earthquakes.fid-4f6d2f70_170e4f0d199_-c7d,666574,222.7133436,124.878746,10,0,Offshore NE of Wollongong; NSW,2019-08-20T07:20:23.076,manual,reviewed,2019-08-19T21:21:31.576,ga2019qhvluy,2019-08-19T23:57:07.614,-34.24901199,151.1257935,,,2.02796389,,,,,,0.35084683,2.26078844,0.350846827,20190819235516.240447.70504,2019-08-19T21:20:23.076,0.56242476,20,2.02796389,ML,7.41030645,3.77213788,GA,0.575449,12
earthquakes.fid-4f6d2f70_170e4f0d199_-c7c,668069,155.2322235,94.29811096,10,0,Muswellbrook; NSW,2019-12-16T19:41:59.328,manual,reviewed,2019-12-16T10:44:28.313,ga2019yrhszi,2019-12-17T23:54:38.42,-32.32167435,151.1017761,,,2.02837528,,,,,,0.82537192,1.82040858,0.825371921,20191217235247.001459.70680,2019-12-16T08:41:59.328,0.55568358,9,2.02837528,ML,15.9096899,6.23080206,GA,0.53414149,7
earthquakes.fid-4f6d2f70_170e4f0d199_-c7b,654512,265.66,119.94,0,0,W of Cadia; NSW.,,,FINL,2016-01-25T12:10:59,ga2016bnmfvk,2016-01-25T12:13:37,-33.4307,148.9203,,,2.03,,,,,,,,,1267623,2016-01-22T12:03:22,3.89,8,2.03,ML,38.6635,13.548,AUST,0.5829,4
earthquakes.fid-4f6d2f70_170e4f0d199_-c7a,654464,183.04,126.98,1.2996,54.8333,Cargo; NSW.,,,FINL,2016-01-19T09:25:58,ga2016bcumlq,2016-01-19T09:27:55,-33.383,148.8729,,,2.03,,,,,,,,,1264833,2016-01-16T16:23:12,6.32,6,2.03,ML,106.4642,18.4242,AUST,0.7509,4
earthquakes.fid-4f6d2f70_170e4f0d199_-c79,657452,175.73,143.84,10,0,S of Katoomba; NSW.,,,FINL,2017-12-04T15:30:14,ga2017xsyfni,2017-12-04T16:03:49,-33.9816,150.2103,,,2.04,,,,,,,,,1575974,2017-12-03T02:07:25,0.6,27,2.04,ML,6.8106,3.1668,AUST,0.4398,15
earthquakes.fid-4f6d2f70_170e4f0d199_-c78,656774,105.93,95.35,10,0,NE of Boorowa; NSW.,,,FINL,2017-07-11T10:55:21,ga2017nkxzfz,2017-07-11T11:34:56,-34.2728,148.9298,,,2.04,4.47,,,,,,,,1501805,2017-07-10T02:00:42,0.65,21,2.04,ML,6.2218,4.8322,AUST,0.3451,13
