FID,earthquake_id,azimuthal_gap,azimuth_horizontal_uncertainty,depth,depth_uncertainty,description,epicentral_time,evaluation_mode,evaluation_status,event_creation_time,event_id,event_modification_time,latitude,longitude,mb,md,ml,ms,mw,mww,mwp,mwmwp,minimum_distance,maximum_distance,nearest_station,origin_id,origin_time,origin_time_uncertainty,phase_count,preferred_magnitude,preferred_magnitude_type,max_horizontal_uncertainty,min_horizontal_uncertainty,source,standard_error,station_count
earthquakes.fid-4f6d2f70_170e4f0d199_-c30,654481,176.83,103.8,1.657,14.0549,NW of Gresford; NSW.,,,FINL,2016-01-19T15:51:28,ga2016bhazwt,2016-01-19T16:16:08,-32.2987,151.4316,,,2.36,2.86,,,,,,,,1265029,2016-01-18T23:57:43,2.13,14,2.36,ML,36.9468,9.578,AUST,0.7919,9
earthquakes.fid-4f6d2f70_170e4f0d199_-c2f,663517,93.64241028,108.6614532,0,0,Near Yass; NSW,2019-02-24T06:00:40.343,manual,reviewed,2019-02-23T19:01:52.573,ga2019duthoz,2019-02-26T02:06:05.632,-34.91603088,149.0034943,,,2.36339354,,,,,,0.24040648,4.36501646,0.240406483,20190226015903.317531.108201,2019-02-23T19:00:40.343,0.25130262,36,2.36339354,ML,4.73033476,2.16789508,GA,0.50205199,24
earthquakes.fid-4f6d2f70_170e4f0d199_-c2e,655364,110.22,83.47,0,0,Near Muswellbrook; NSW.,,,FINL,2016-08-15T11:10:59,ga2016pvtwsq,2016-08-15T11:15:56,-32.3595,150.8901,,,2.39,2.82,,,,,,,,1353675,2016-08-12T07:39:03,0.62,20,2.39,ML,8.8016,4.5681,AUST,0.5998,13
earthquakes.fid-4f6d2f70_170e4f0d199_-c2d,654456,183.82,83.51,0,0,Cargo; NSW.,,,FINL,2016-01-15T12:36:52,ga2016azfarg,2016-01-15T12:38:12,-33.4505,148.8434,,,2.4,,,,,,,,,1263265,2016-01-14T17:23:31,5.25,7,2.4,ML,132.4068,39.13,AUST,0.4719,4
earthquakes.fid-4f6d2f70_170e4f0d199_-c2c,655647,170.27,108.58,4.6899,28.6834,Near Cessnock; NSW.,,,FINL,2016-09-29T10:41:16,ga2016teilyv,2016-09-29T10:45:34,-32.923,151.3374,,,2.42,2.67,,,,,,,,1385171,2016-09-28T11:24:02,2.66,13,2.42,ML,40.5429,13.0292,AUST,0.6942,8
earthquakes.fid-4f6d2f70_170e4f0d199_-c2b,661008,145.2701244,101.6553116,3.77015686,5.09526798,SW of Muswellbrook;NSW,2018-10-09T11:21:49.169,manual,reviewed,2018-10-09T00:23:02.881,ga2018tvvuev,2018-10-12T00:06:18.145,-32.40769196,150.8403015,,,2.43894879,,,,,,0.83111608,4.46053362,0.83111608,20181011233520.183148.67534,2018-10-09T00:21:49.169,0.53145581,18,2.43894879,ML,14.69832039,4.78402615,GA,0.5787326,11
earthquakes.fid-4f6d2f70_170e4f0d199_-c2a,661207,169.0078964,132.1562653,1.66918051,2.63963841,Katoomba;NSW,2018-10-13T15:38:45.036,manual,reviewed,2018-10-13T04:39:52.962,ga2018udnfau,2018-10-14T22:03:59.099,-33.71815491,150.1779938,,,2.44079793,,,,,,0.43239808,1.87117195,0.432398081,20181014215824.112201.57619,2018-10-13T04:38:45.036,0.30113463,29,2.44079793,ML,6.82538938,2.74083948,GA,0.39715361,15
earthquakes.fid-4f6d2f70_170e4f0d199_-c29,668100,153.1241112,82.36794281,10,0,Muswellbrook; NSW,2019-12-18T13:06:20.511,manual,reviewed,2019-12-18T10:15:54.947,ga2019yumbui,2019-12-19T02:50:29.861,-32.42702866,151.0830994,,,2.44347748,,,,,,0.78069949,2.05625367,0.780699491,20191219025016.088723.80478,2019-12-18T02:06:20.511,0.29042753,18,2.44347748,ML,7.59083557,2.74418092,GA,1.16572598,11
earthquakes.fid-4f6d2f70_170e4f0d199_-c28,661336,139.8489456,145.2765045,10,0,NW of Cadia;NSW,2018-10-16T22:06:47.476,manual,reviewed,2018-10-16T11:08:43.058,ga2018ujngbj,2018-10-16T23:49:16.97,-33.43447495,148.9368744,,,2.44609006,,,,,,0.97168177,3.33144665,0.971681774,20181016234547.82517.67330,2018-10-16T11:06:47.476,0.40467568,29,2.44609006,ML,6.02525854,3.41385102,GA,0.60612072,16
earthquakes.fid-4f6d2f70_170e4f0d199_-c27,656959,152.78,89.37,10,0,Muswellbrook; NSW. (Reported felt).,,,FINL,2017-08-21T10:05:29,ga2017qetmeh,2017-08-21T10:28:54,-32.3386,150.8916,,,2.45,3.76,,,,,,,,1518845,2017-08-18T05:07:05,0.77,21,2.45,ML,19.588,5.2666,AUST,0.7438,13
earthquakes.fid-4f6d2f70_170e4f0d199_-c26,666751,120.2157307,75.06352234,10,0,Muswellbrook; NSW,2019-09-03T04:08:33.583,manual,reviewed,2019-09-02T18:09:47.783,ga2019rhhgtx,2019-09-02T23:18:03.226,-32.25389099,151.002594,,,2.46693911,,,,,,0.87327641,4.57312489,0.873276412,20190902231552.778059.64531,2019-09-02T18:08:33.583,0.3437809,23,2.46693911,ML,6.25294542,4.33339882,GA,0.48342273,15
earthquakes.fid-4f6d2f70_170e4f0d199_-c25,658077,246.97,106.62,10,0,Offshore E of Gosford; NSW.,,,FINL,2018-04-30T15:21:04,ga2018iiettr,2018-04-30T15:22:11,-33.515,152.4583,,,2.47,,,,,,,,,1648241,2018-04-28T18:30:19,1.35,23,2.47,ML,11.1578,8.1841,AUST,0.5479,16
earthquakes.fid-4f6d2f70_170e4f0d199_-c24,656058,169.96,93.13,10,0,S of Cessnock; NSW.,,,FINL,2017-01-10T11:51:03,ga2017aeowbh,2017-01-10T12:00:32,-32.9518,151.3361,,,2.48,2.44,,,,,,,,1431199,2017-01-03T11:45:54,1.18,10,2.48,ML,33.7037,6.9863,AUST,0.4148,6
earthquakes.fid-4f6d2f70_170e4f0d199_-c23,655340,96.51,133.29,1.9357,20.4893,Ellalong; NSW.,,,FINL,2016-08-09T11:20:57,ga2016plleup,2016-08-09T11:22:29,-32.926,151.3227,,,2.48,2.63,,,,,,,,1350490,2016-08-06T16:32:07,1.9,16,2.48,ML,17.2242,6.7945,AUST,0.6967,10
earthquakes.fid-4f6d2f70_170e4f0d199_-c22,668111,167.3288116,59.47353363,10,0,Denman; NSW,2019-12-19T12:29:39.035,manual,reviewed,2019-12-19T03:36:22.97,ga2019ywgpbg,2019-12-19T21:46:27.865,-32.41360092,150.5182343,,,2.48405426,,,,,,0.93688017,2.20428705,0.936880171,20191219214608.868595.74568,2019-12-19T01:29:39.035,0.40488491,7,2.48405426,ML,10.03945637,4.85501051,GA,0.67236962,4
earthquakes.fid-4f6d2f70_170e4f0d199_-c21,663432,114.0621185,123.0420227,0,0,Boorowa; NSW,2019-02-18T14:36:14.22,manual,reviewed,2019-02-18T03:37:20.761,ga2019dkkaoy,2019-02-18T22:06:14.51,-34.39021683,148.8124237,,,2.50531319,,,,,,0.3563858,3.86946964,0.356385797,20190218220549.547636.60279,2019-02-18T03:36:14.22,0.25978891,26,2.50531319,ML,3.49932218,3.09867668,GA,0.60990306,15
earthquakes.fid-4f6d2f70_170e4f0d199_-c20,661680,130.2711945,90.92151642,10,0,N of Merriwa;NSW,2018-10-30T12:24:06.913,manual,reviewed,2018-10-30T02:16:47.38,ga2018vimcgd,2018-10-31T00:25:30.791,-31.93169212,150.4105072,,,2.51612578,,,,,,0.92728496,2.15464711,0.927284956,20181031002121.854683.67345,2018-10-30T01:24:06.913,0.43220418,9,2.51612578,ML,11.80962181,4.16949034,GA,0.9785016,7
earthquakes.fid-4f6d2f70_170e4f0d199_-c1f,656877,144.65,0.07,10,0,SE of Dunedoo; NSW.,,,FINL,2017-08-01T10:25:12,ga2017ougqqd,2017-08-01T10:35:19,-32.0888,149.6925,,,2.53,3.04,,,,,,,,1510522,2017-07-29T07:58:54,0.82,19,2.53,ML,8.4745,7.0802,AUST,0.7027,13
earthquakes.fid-4f6d2f70_170e4f0d199_-c1e,659946,121.7728729,62.6480751,3.15336752,4.15341296,E of Gulgong; NSW,2018-09-18T16:08:09.581,manual,reviewed,2018-09-18T07:18:38.593,ga2018sjtacb,2018-09-19T01:45:29.447,-32.34706497,149.7403564,,,2.54227714,,,,,,1.14212143,3.53524756,1.142121434,20180919013138.325685.234064,2018-09-18T06:08:09.581,0.30007118,23,2.54227714,ML,7.1140728,3.00932789,GA,0.54800181,13
earthquakes.fid-4f6d2f70_170e4f0d199_-c1d,656450,134.84,89.47,10,0,E of Boorowa; NSW.,,,FINL,2017-04-10T15:11:02,ga2017gyrkqc,2017-04-10T15:13:52,-34.4753,149.013,,,2.57,3.06,,,,,,,,1463188,2017-04-09T10:10:50,1.66,8,2.57,ML,25.2778,11.4205,AUST,0.7503,6
earthquakes.fid-4f6d2f70_170e4f0d199_-c1c,654857,110.62,93.39,0,0,SW of Merriwa; NSW.,,,FINL,2016-05-02T11:26:52,ga2016imljgy,2016-05-02T11:30:57,-32.261,150.1002,,,2.57,2.77,,,,,,,,1308423,2016-04-30T02:07:15,0.89,15,2.57,ML,9.2867,6.7824,AUST,0.6538,10
earthquakes.fid-4f6d2f70_170e4f0d199_-c1b,658062,65.66,158.74,0.467,6.5847,SE of Bathurst; NSW. (Reported felt).,,,FINL,2018-04-26T07:31:05,ga2018ibwack,2018-04-26T07:49:45,-33.4928,149.7116,,,2.58,2.85,,,,,,,,1646516,2018-04-25T07:39:16,0.82,31,2.58,ML,5.5309,4.0363,AUST,0.5033,21
earthquakes.fid-4f6d2f70_170e4f0d199_-c1a,656301,133.52,85.95,10,0,NE of Scone; NSW.,,,FINL,2017-02-24T09:51:02,ga2017dtvyom,2017-02-24T09:59:22,-31.7887,151.0476,,,,2.58,,,,,,,,1446955,2017-02-23T07:16:14,0.93,12,2.58,ms,13.8963,6.8452,AUST,0.848,6
earthquakes.fid-4f6d2f70_170e4f0d199_-c19,667101,92.56835938,70.28098297,10,0,N of Orange; NSW,2019-09-27T16:38:55.646,manual,reviewed,2019-09-27T06:41:25.007,ga2019tahpaw,2019-09-29T21:47:34.25,-32.76672363,149.0594635,,,2.59962796,,,,,,1.50402152,3.10836029,1.504021525,20190929214619.551826.63477,2019-09-27T06:38:55.646,0.31079346,22,2.59962796,ML,5.00087976,3.80378938,GA,0.63200166,15
earthquakes.fid-4f6d2f70_170e4f0d199_-c18,658032,218.93,72.11,10,0,Offshore Sydney; NSW.,,,FINL,2018-04-20T07:41:05,ga2018hrghje,2018-04-20T07:42:20,-34.0751,151.7979,,,2.6,,,,,,,,,1643380,2018-04-19T13:00:11,1.07,24,2.6,ML,7.6811,6.5538,AUST,0.4963,16
earthquakes.fid-4f6d2f70_170e4f0d199_-c17,662448,108.23983,86.02894592,1.42150664,3.39221815,Muswellbrook;NSW,2018-12-14T14:07:28.976,manual,reviewed,2018-12-14T03:20:47.006,ga2018ynfezi,2018-12-14T03:56:11.331,-32.34822845,150.8502502,,,2.60831408,,,,,,0.88623089,2.74943948,0.886230886,20181214034600.024399.81005,2018-12-14T03:07:28.976,0.29013495,24,2.60831408,ML,6.5976963,3.25367594,GA,0.70803773,14
earthquakes.fid-4f6d2f70_170e4f0d199_-c16,655256,109.46,83.17,0,0,Muswellbrook; NSW. (Reported felt).,,,FINL,2016-07-19T07:30:39,ga2016ocffnu,2016-07-19T09:12:19,-32.3637,150.8798,,,2.62,2.98,,,,,,,,1341229,2016-07-18T11:55:18,0.62,22,2.62,ML,9.1742,4.5537,AUST,0.8308,15
earthquakes.fid-4f6d2f70_170e4f0d199_-c15,659848,163.9086952,148.5612335,0,0,Near Blayney; NSW,2018-09-16T21:00:41.785,manual,reviewed,2018-09-16T11:01:36.384,ga2018sglgkl,2018-09-16T23:14:19.272,-33.60219955,149.338974,,,2.62694193,,,,,,1.0467521,3.72304463,1.046752095,20180916231147.109217.60771,2018-09-16T11:00:41.785,0.41464187,24,2.62694193,ML,6.20108271,3.01322126,GA,0.31494828,13
earthquakes.fid-4f6d2f70_170e4f0d199_-c14,668079,130.6108704,95.1673584,10,0,Murrumbateman; NSW,2019-12-16T01:16:16.565,manual,reviewed,2019-12-18T02:38:42.869,ga2019ypxcdr,2019-12-18T02:46:00.822,-34.97178268,149.004425,,,2.62821973,,,,,,0.34620321,2.08214283,0.346203208,20191218024507.819319.182675,2019-12-15T14:16:16.565,0.40397648,11,2.62821973,ML,9.87222958,4.83549023,GA,1.12439641,10
earthquakes.fid-4f6d2f70_170e4f0d199_-c13,656716,111.88,73.52,10,0,Muswellbrook; NSW. (Reported felt).,,,FINL,2017-06-26T10:41:01,ga2017miovvt,2017-06-26T11:26:27,-32.3379,150.9032,,,2.64,,,,,,,,,1494762,2017-06-24T15:19:54,0.79,23,2.64,ML,10.5587,7.0138,AUST,0.5939,20
earthquakes.fid-4f6d2f70_170e4f0d199_-c12,655590,178.9,94.28,0,0,SE of Cessnock; NSW.,,,FINL,2016-09-21T10:51:01,ga2016spsbbh,2016-09-21T10:53:02,-32.9527,151.4155,,,2.64,2.98,,,,,,,,1379688,2016-09-20T12:05:58,1.16,16,2.64,ML,16.2753,6.287,AUST,0.9568,10
earthquakes.fid-4f6d2f70_170e4f0d199_-c11,659820,108.4056873,111.6279984,1.76272106,4.74828488,Muswellbrook; NSW,2018-09-15T08:36:57.477,manual,reviewed,2018-09-14T22:38:22.039,ga2018sdqwrj,2018-09-17T01:39:17.926,-32.33870316,150.846283,,,2.67131802,,,,,,0.89626247,4.45428228,0.896262467,20180917013813.305172.99625,2018-09-14T22:36:57.477,0.5982432,24,2.67131802,ML,10.18248463,5.52146816,GA,0.41242451,15
earthquakes.fid-4f6d2f70_170e4f0d199_-c10,657888,141.67,105.07,10,0,SW of Cadia; NSW. (Reported felt).,,,FINL,2018-03-09T13:45:08,ga2018erzfye,2018-03-09T14:10:09,-33.4595,148.9159,,,2.68,,,,,,,,,1621891,2018-03-08T10:42:43,1.13,17,2.68,ML,17.0527,8.4367,AUST,0.5959,14
earthquakes.fid-4f6d2f70_170e4f0d199_-c0f,656719,110.95,87.91,10,0,Muswellbrook; NSW. (Reported felt).,,,FINL,2017-06-26T11:25:24,ga2017mkbmiq,2017-06-26T11:30:33,-32.3395,150.8882,,,2.68,,,,,,,,,1494784,2017-06-25T10:45:35,0.63,25,2.68,ML,10.7141,5.4671,AUST,0.6609,20
earthquakes.fid-4f6d2f70_170e4f0d199_-c0e,657889,137.24,158.87,10,0,SW of Cadia; NSW. (Reported felt).,,,FINL,2018-03-09T13:51:10,ga2018erzgbx,2018-03-09T14:11:42,-33.4793,148.9657,,,2.69,,,,,,,,,1621895,2018-03-08T10:42:53,1.45,11,2.69,ML,16.065,11.9528,AUST,0.5285,8
earthquakes.fid-4f6d2f70_170e4f0d199_-c0d,657453,63.74,34.63,10,0,N of Orange; NSW. (Reported felt).,,,FINL,2017-12-05T10:11:02,ga2017xszrqt,2017-12-05T10:17:40,-33.1299,149.1184,,,2.69,3.14,,,,,,,,1576294,2017-12-03T02:51:40,0.44,34,2.69,ML,4.8084,3.9464,AUST,0.5965,21
earthquakes.fid-4f6d2f70_170e4f0d199_-c0c,655702,177.77,95.25,0,0,Near Cessnock; NSW.,,,FINL,2016-10-18T09:45:33,ga2016unnkza,2016-10-18T09:46:32,-32.9088,151.4078,,,2.69,2.68,,,,,,,,1392202,2016-10-17T15:30:23,1.24,14,2.69,ML,33.4792,5.8753,AUST,0.7004,9
earthquakes.fid-4f6d2f70_170e4f0d199_-c0b,655365,111.83,82.14,0,0,Near Muswellbrook; NSW.,,,FINL,2016-08-15T11:25:07,ga2016pvuclq,2016-08-15T11:28:40,-32.3352,150.9003,,,2.7,3.07,,,,,,,,1353691,2016-08-12T07:45:42,0.62,19,2.7,ML,9.3162,4.9003,AUST,0.5439,14
earthquakes.fid-4f6d2f70_170e4f0d199_-c0a,655565,157.59,104.46,5.5268,20.9617,Near Muswellbrook; NSW. (Reported felt).,,,FINL,2016-09-16T12:50:35,ga2016shioyo,2016-09-16T13:10:30,-32.363,150.872,,,2.71,,,,,,,,,1376903,2016-09-15T22:44:34,3.06,9,2.71,ML,30.1824,13.2296,AUST,0.4534,9
earthquakes.fid-4f6d2f70_170e4f0d199_-c09,659782,106.1690722,90.42288971,0,0,Near Singleton; NSW,2018-09-13T12:26:00.674,manual,reviewed,2018-09-13T02:27:36.298,ga2018sagufr,2018-09-13T22:17:00.911,-32.56062317,151.0055542,,,2.71933927,,,,,,0.65302688,4.6258564,0.653026879,20180913221614.96591.51361,2018-09-13T02:26:00.674,0.42139597,20,2.71933927,ML,8.41485691,4.52562666,GA,0.7195674,13
earthquakes.fid-4f6d2f70_170e4f0d199_-c08,667170,91.2552681,49.28252029,5,0,NE of Gulgong; NSW,2019-10-02T15:48:51.541,manual,reviewed,2019-10-02T05:50:44.344,ga2019tjknuj,2019-10-03T01:23:27.501,-32.30725098,149.850769,,,2.73811791,,,,,,1.14148462,3.61880207,1.141484618,20191003012209.9625.75215,2019-10-02T05:48:51.541,0.31834259,13,2.73811791,ML,10.28660107,4.7052412,GA,0.24710078,11
earthquakes.fid-4f6d2f70_170e4f0d199_-c07,657129,109.95,116.56,0,0,Dalton; NSW. (Reported felt).,,,FINL,2017-09-29T10:20:28,ga2017tbvpor,2017-09-29T10:38:00,-34.7614,149.1839,,,2.75,,,,,,,,,1538535,2017-09-28T02:47:02,0.42,39,2.75,ML,4.5254,2.6374,AUST,0.8009,23
earthquakes.fid-4f6d2f70_170e4f0d199_-c06,655990,113.53,78.53,10,0,Muswellbrook; NSW. (Reported felt).,,,FINL,2016-12-19T10:37:59,ga2016yxookv,2016-12-19T10:47:39,-32.261,150.8812,,,2.79,,,,,,,,,1421098,2016-12-18T18:34:46,0.69,18,2.79,ML,10.8414,5.779,AUST,0.6332,13
earthquakes.fid-4f6d2f70_170e4f0d199_-c05,655536,89.37,90.88,0,0,S of Orange; NSW.,,,FINL,2016-09-12T15:40:58,ga2016rwlsaa,2016-09-12T15:59:46,-33.4597,149.0325,,,2.8,3.02,,,,,,,,1375519,2016-09-10T00:29:24,0.63,25,2.8,ML,7.1366,5.0201,AUST,0.8672,16
earthquakes.fid-4f6d2f70_170e4f0d199_-c04,655255,111.3,77.85,0,0,Muswellbrook; NSW. (Reported felt).,,,FINL,2016-07-19T07:25:35,ga2016oceica,2016-07-19T09:13:41,-32.3504,150.902,,,2.8,,,,,,,,,1341203,2016-07-18T11:28:05,0.71,19,2.8,ML,10.2343,5.1908,AUST,0.6956,14
earthquakes.fid-4f6d2f70_170e4f0d199_-c03,668074,88.9498291,50.06235504,10,0,NE of Gulgong; NSW,2019-12-18T12:13:34.984,manual,reviewed,2019-12-18T01:15:15.595,ga2019yukiim,2019-12-18T04:04:29.804,-32.2912941,149.7822876,,,2.80719327,,,,,,0.97980165,6.95944595,0.979801655,20191218040314.83753.191081,2019-12-18T01:13:34.984,0.21535512,24,2.80719327,ML,4.82755566,3.037781,GA,0.70265832,16
earthquakes.fid-4f6d2f70_170e4f0d199_-c02,667759,143.421258,84.27738953,3,0,W of Singleton; NSW,2019-11-20T13:38:33.778,manual,reviewed,2019-11-20T02:40:04.228,ga2019wvcuyj,2019-11-21T03:40:04.384,-32.55419159,150.9583282,,,2.8358567,,,,,,0.66580594,4.0329876,0.665805936,20191121033854.947611.61474,2019-11-20T02:38:33.778,0.29879156,23,2.8358567,ML,9.04161358,3.30703974,GA,0.39631182,16
earthquakes.fid-4f6d2f70_170e4f0d199_-c01,659781,108.286541,109.8341293,1.89361298,4.74146427,Muswellbrook; NSW,2018-09-13T11:55:58.759,manual,reviewed,2018-09-13T01:59:22.606,ga2018safwca,2018-09-13T22:27:55.08,-32.33974838,150.8448792,,,2.85428769,,,,,,0.8955456,4.45327091,0.895545602,20180913222449.518536.53136,2018-09-13T01:55:58.759,0.51260611,23,2.85428769,ML,10.17946148,4.20131159,GA,0.47996756,13
earthquakes.fid-4f6d2f70_170e4f0d199_-c00,668113,138.3063469,80.412323,10,0,Muswellbrook; NSW,2019-12-20T10:37:07.345,manual,reviewed,2019-12-19T23:37:53.225,ga2019yxypap,2019-12-20T02:13:56.14,-32.36636734,150.8427582,,,2.87394764,,,,,,0.87031269,4.45572042,0.870312691,20191220021252.614216.103013,2019-12-19T23:37:07.345,0.27157329,28,2.87394764,ML,6.22812462,3.34948993,GA,0.74844475,18
earthquakes.fid-4f6d2f70_170e4f0d199_-bff,668036,137.6375351,78.15996552,10,0,Muswellbrook; NSW,2019-12-16T18:11:25.916,manual,reviewed,2019-12-16T07:12:26.587,ga2019yresxs,2019-12-16T23:09:06.483,-32.36532974,150.8314362,,,3.01051181,,,,,,0.87381774,4.87756395,0.873817742,20191216230455.331491.63631,2019-12-16T07:11:25.916,0.24954997,30,3.01051181,ML,6.9211421,2.9702611,GA,0.59003559,21
earthquakes.fid-4f6d2f70_170e4f0d199_-bfe,663488,103.9048653,101.819664,2.66012931,2.60272429,Near Singleton; NSW,2019-02-22T08:13:55.92,manual,reviewed,2019-02-21T21:15:00.36,ga2019drgdxb,2019-02-21T23:40:32.916,-32.61260986,151.0367584,,,3.03987273,,,,,,0.5984484,3.18752336,0.598448396,20190221233916.731324.70174,2019-02-21T21:13:55.92,0.26293792,33,3.03987273,ML,6.05337429,3.38133001,GA,0.327029,22
earthquakes.fid-4f6d2f70_170e4f0d199_-bfd,668045,108.3531399,73.54798889,10,0,Muswellbrook; NSW,2019-12-17T04:14:27.996,manual,reviewed,2019-12-16T17:15:20.72,ga2019yrysop,2019-12-16T23:36:52.406,-32.34335327,150.8526764,,,3.04640861,,,,,,0.89044648,8.64577198,0.890446484,20191216233343.979034.75465,2019-12-16T17:14:27.996,0.22608036,38,3.04640861,ML,5.22939348,2.92063761,GA,0.56609704,28
earthquakes.fid-4f6d2f70_170e4f0d199_-bfc,662987,94.39900208,125.193779,0,0, Near Sutton; NSW,2019-01-18T10:05:04.954,manual,reviewed,2019-01-17T23:06:12.748,ga2019bfdnqt,2019-01-17T23:39:46.523,-35.16403961,149.2044067,,,3.06774666,,,,,,0.19900186,2.50866938,0.199001864,20190117233813.972454.62891,2019-01-17T23:05:04.954,0.23136631,22,3.06774666,ML,4.39122105,2.90791488,GA,0.46372147,14
earthquakes.fid-4f6d2f70_170e4f0d199_-bfb,655567,176.91,84.39,6.8975,17.8617,Near Muswellbrook; NSW.,,,FINL,2016-09-16T12:50:39,ga2016shirnk,2016-09-16T12:55:43,-32.3486,150.8664,,,3.09,,,,,,,,,1376909,2016-09-15T22:47:33,2.4,11,3.09,ML,42.2289,7.5756,AUST,0.5506,6
earthquakes.fid-4f6d2f70_170e4f0d199_-bfa,655566,109.05,85.58,8.2075,12.9122,Near Muswellbrook; NSW. (Reported felt).,,,FINL,2016-09-16T12:25:06,ga2016shirco,2016-09-16T12:36:02,-32.3628,150.8717,,,3.11,3.01,,,,,,,,1376899,2016-09-15T22:47:04,1.42,19,3.11,ML,15.0019,5.5926,AUST,0.6399,15
earthquakes.fid-4f6d2f70_170e4f0d199_-bf9,659870,106.7432747,106.6384659,0.67065662,4.19206444,Muswellbrook; NSW,2018-09-18T00:27:03.211,manual,reviewed,2018-09-17T14:27:44.47,ga2018sinuud,2018-09-17T21:57:19.383,-32.34622955,150.8240356,,,3.1681722,,,,,,0.89384383,8.62391758,0.89384383,20180917215552.266192.60573,2018-09-17T14:27:03.211,0.41207755,30,3.1681722,ML,8.0070467,3.78678775,GA,0.46912117,21
earthquakes.fid-4f6d2f70_170e4f0d199_-bf8,656804,211.69,95.26,10,0,Offshore Sydney; NSW. (Reported felt).,,,FINL,2017-07-17T11:30:25,ga2017nxrjpt,2017-07-17T11:43:27,-33.9989,151.5889,,,3.18,,,,,,,,,1504308,2017-07-17T00:39:43,1.05,23,3.18,ML,8.2471,5.1167,AUST,0.4352,15
earthquakes.fid-4f6d2f70_170e4f0d199_-bf7,656762,42.04,97.01,10,0,NE of Boorowa; NSW. (Reported felt).,,,FINL,2017-07-10T11:01:05,ga2017niculp,2017-07-10T11:08:28,-34.262,148.9293,,,3.23,3.3,,,,,,,,1501190,2017-07-08T13:12:35,0.17,37,3.23,ML,1.8673,1.5021,AUST,0.6789,27
earthquakes.fid-4f6d2f70_170e4f0d199_-bf6,655357,110.1,81.91,0,0,Near Muswellbrook; NSW. (Reported felt).,,,FINL,2016-08-12T08:30:57,ga2016ptuivc,2016-08-12T08:44:13,-32.3593,150.8924,,,3.25,3.13,,,,,,,,1351551,2016-08-11T05:44:08,0.59,22,3.25,ML,8.891,4.3041,AUST,0.7119,15
earthquakes.fid-4f6d2f70_170e4f0d199_-bf5,656787,67.42,41.92,10,0,NE of Boorowa; NSW. (Reported felt).,,,FINL,2017-07-17T09:01:01,ga2017ntxbgc,2017-07-17T09:14:51,-34.2662,148.9202,,,3.28,,,,,,,,,1504193,2017-07-14T23:13:08,0.41,32,3.28,ML,4.2012,3.9883,AUST,0.6483,23
earthquakes.fid-4f6d2f70_170e4f0d199_-bf4,659779,107.0300999,104.138031,0.82821202,4.13679806,Muswellbrook; NSW,2018-09-13T11:23:50.049,manual,reviewed,2018-09-13T01:25:03.522,ga2018saetdq,2018-09-13T22:30:55.899,-32.34469223,150.8254395,3.85318715,,3.41193346,,,,5.7388301,5.60786744,0.89500439,8.6257515,0.895004392,20180913223032.484225.53497,2018-09-13T01:23:50.049,0.41249601,30,3.41193346,ML,7.90165567,4.04210901,GA,0.45688132,20
earthquakes.fid-4f6d2f70_170e4f0d199_-bf3,657430,39.26,137.48,10,0,Near Cadia; NSW. (Reported felt).,,,FINL,2017-11-27T14:31:02,ga2017xfhdkz,2017-11-27T14:33:07,-33.488,148.9691,,,3.49,3.03,,,,,,,,1572202,2017-11-25T15:33:53,0.28,57,3.49,ML,3.082,2.6606,AUST,0.5938,41
earthquakes.fid-4f6d2f70_170e4f0d199_-bf2,659817,107.0644836,109.4207382,1.03484511,4.28129433,Muswellbrook; NSW,2018-09-15T07:51:47.119,manual,reviewed,2018-09-14T21:52:52.461,ga2018sdphry,2018-09-17T01:09:46.656,-32.33989716,150.8257294,3.94002447,,3.51689081,,,,,,0.8995496,8.11649704,0.899549604,20180917010844.564602.96477,2018-09-14T21:51:47.119,0.42258306,30,3.51689081,ML,7.91718626,3.64825559,GA,0.4833444,19
earthquakes.fid-4f6d2f70_170e4f0d199_-bf1,668032,111.0508118,73.25621796,10,0,Muswellbrook; NSW,2019-12-16T15:27:39.851,manual,reviewed,2019-12-16T04:28:28.398,ga2019yqzhvl,2019-12-16T05:06:53.019,-32.32577515,150.890274,,,3.75081554,,,,,,0.9004463,8.68200302,0.900446296,20191216045318.253582.99519,2019-12-16T04:27:39.851,0.20270089,43,3.75081554,ML,4.37557077,2.51502109,GA,0.72658742,29
earthquakes.fid-4f6d2f70_170e4f0d199_-bf0,658958,51.29055023,10.08189583,10,0,SW of Orange; NSW,2018-07-22T12:46:01.508,manual,reviewed,2018-07-22T02:47:10.544,ga2018ohacqd,2018-07-23T04:17:13.568,-33.47355652,148.9633636,,,3.82650506,,,,,,0.94802558,10.84011745,0.948025584,20180723041544.0979.57546,2018-07-22T02:46:01.508,0.1480692,56,3.82650506,ML,2.76898336,2.29401112,GA,0.86020584,39
earthquakes.fid-4f6d2f70_170e4f0d199_-bef,656059,90.95,111.06,0,9.7627,Near Appin; NSW. (Reported felt).,,,FINL,2017-01-04T09:45:56,ga2017aetsya,2017-01-04T09:52:17,-34.1913,150.7178,,,3.84,3.58,,,,,,,,1428631,2017-01-03T14:13:08,0.87,36,3.84,ML,11.4206,3.9748,AUST,0.7637,25
