LON,LAT,P0.02,P0.01375,P0.01,P0.00445,P0.0021,P0.001,P0.0005,P0.000404,P0.0002,P0.0001
152.61,-27.41,0.0011199246880283576,0.0021485280254155735,0.003542702057576519,0.00914304802423587,0.01853791833144369,0.033978225428026754,0.05650469465680432,0.06538675436679321,0.10340897672409119,0.15588784592848176
152.91,-31.43,0.0015715693862757415,0.0029322984487907223,0.004424699532609716,0.010862911965399027,0.022381897819934743,0.04233663650117936,0.07210679000561387,0.08380748146209899,0.13452961307313246,0.2070241921796158
152.93,-29.68,0.00105229908878386,0.0019038210014588248,0.003109813988432541,0.0074031931497045185,0.014092732435615686,0.02458395182114754,0.039503568040061,0.04529144180901766,0.06985321168835942,0.1038459792673379
153.00,-27.29,0.001010066411090316,0.0019648160577258353,0.0033426709278745297,0.008914589375848424,0.018287722614091107,0.033500662047427146,0.05543680554919892,0.06397740764667041,0.10048815952782919,0.1511403523889391
153.02,-27.47,0.0009591165865446231,0.0018630888432163925,0.0031875040079515195,0.008470619787421783,0.017361332341768416,0.03187780948003972,0.052974100446830596,0.061102611464827705,0.09607440722456745,0.14493472446636255
153.08,-26.40,0.0012068708667235216,0.002439732248660969,0.003975346655606792,0.010001455462652374,0.0195568558592072,0.03470986527725213,0.05628122241806447,0.06467404149192724,0.10023274058020255,0.14921634277085793
153.11,-30.30,0.0010695251431802194,0.0019316120624360536,0.003142984446080229,0.0076280942637850565,0.014892873359402418,0.0267106777124183,0.04357726425838706,0.050322249906359695,0.07838324950299787,0.11708980670485097
153.28,-28.81,0.0007460373819790385,0.0014464504774953945,0.002382639271180025,0.006323700459541318,0.012659836483017781,0.022849281234869265,0.03752674440221426,0.0431512178120707,0.0672338687453724,0.10071810055429754
153.43,-28.02,0.0006932745232243616,0.0014135920969336182,0.0024056643723011327,0.006782246081856752,0.013909170042752798,0.025230488996192294,0.04122889395238685,0.047474408972451136,0.07374082758660394,0.1094169542253028
153.54,-28.18,0.0006305660852832704,0.0013169974412102065,0.0022281851090017422,0.006418095217657555,0.01336189400534113,0.024522200569547032,0.040479142792206595,0.046702101927582756,0.07306304220431331,0.1091050747952107
