,ORIGIN_TIME,EQLO,EQLA,DEPTH,LOCSRC,ML,MW,MW_SRC,STA,STLO,STLA,REPI,AZIM,SAMPLE_RATE,FILE_NAME
940,2016-09-13T04:56:39.000000Z,122.48,-32.5,12,NORS,3.2,3.36,ML2MW,NOR11,122.0893,-32.4179,37.8,283.8,250,2016-09-13T04.54.AU.NOR11.mseed
941,2016-09-13T04:56:39.000000Z,122.48,-32.5,12,NORS,3.2,3.36,ML2MW,AUKAL,121.4789,-30.7637,214.7,333.5,100,2016-09-13T04.54.S.AUKAL.mseed
942,2016-09-13T04:56:39.000000Z,122.48,-32.5,12,NORS,3.2,3.36,ML2MW,KLBR,117.7546,-31.5915,457.5,281.5,40,2016-09-13T04.54.AU.KLBR.mseed
943,2016-09-13T04:56:39.000000Z,122.48,-32.5,12,NORS,3.2,3.36,ML2MW,AUALB,117.9046,-34.9995,506.4,235.6,100,2016-09-13T04.54.S.AUALB.mseed
944,2016-09-13T04:56:39.000000Z,122.48,-32.5,12,NORS,3.2,3.36,ML2MW,RKGY,116.9773,-34.6094,561.9,243.9,40,2016-09-13T04.54.AU.RKGY.mseed
945,2016-09-13T04:56:39.000000Z,122.48,-32.5,12,NORS,3.2,3.36,ML2MW,AUHAR,115.8912,-33.0927,620.5,262.1,100,2016-09-13T04.54.S.AUHAR.mseed
946,2016-09-13T17:49:29.000000Z,122.41,-32.52,14,NORS,3.2,3.36,ML2MW,NOR12,122.3764,-32.4055,13.1,346,250,2016-09-13T17.47.AU.NOR12.mseed
947,2016-09-13T17:49:29.000000Z,122.41,-32.52,14,NORS,3.2,3.36,ML2MW,NOR11,122.0893,-32.4179,32.2,290.5,250,2016-09-13T17.47.AU.NOR11.mseed
948,2016-09-13T17:49:29.000000Z,122.41,-32.52,14,NORS,3.2,3.36,ML2MW,NOR10,122.6187,-32.2679,34.2,35.1,250,2016-09-13T17.47.AU.NOR10.mseed
949,2016-09-13T17:49:29.000000Z,122.41,-32.52,14,NORS,3.2,3.36,ML2MW,AUKAL,121.4789,-30.7637,213.8,335.4,100,2016-09-13T17.47.S.AUKAL.mseed
950,2016-09-13T17:49:29.000000Z,122.41,-32.52,14,NORS,3.2,3.36,ML2MW,KLBR,117.7546,-31.5915,451.5,281.9,40,2016-09-13T17.47.AU.KLBR.mseed
951,2016-09-13T17:49:29.000000Z,122.41,-32.52,14,NORS,3.2,3.36,ML2MW,RKGY,116.9773,-34.6094,555,243.8,40,2016-09-13T17.47.AU.RKGY.mseed
952,2016-09-13T17:49:29.000000Z,122.41,-32.52,14,NORS,3.2,3.36,ML2MW,AUHAR,115.8912,-33.0927,613.7,262.3,100,2016-09-13T17.47.S.AUHAR.mseed
953,2016-09-13T20:15:29.000000Z,122.251,-32.637,8,AUST,2.7,3,ML2MW,NOR12,122.3764,-32.4055,28.2,24.7,250,2016-09-13T20.13.AU.NOR12.mseed
954,2016-09-13T20:15:29.000000Z,122.251,-32.637,8,AUST,2.7,3,ML2MW,NOR10,122.6187,-32.2679,53.6,40.3,250,2016-09-13T20.13.AU.NOR10.mseed
955,2016-09-13T20:15:29.000000Z,122.251,-32.637,8,AUST,2.7,3,ML2MW,NOR11,122.0893,-32.4179,28.7,327.9,250,2016-09-13T20.13.AU.NOR11.mseed
956,2016-09-13T20:15:29.000000Z,122.251,-32.637,8,AUST,2.7,3,ML2MW,KLBR,117.7546,-31.5915,439.9,284.1,40,2016-09-13T20.15.AU.KLBR.mseed
957,2016-09-13T20:15:29.000000Z,122.251,-32.637,8,AUST,2.7,3,ML2MW,RKGY,116.9773,-34.6094,535.9,244.5,40,2016-09-13T20.13.AU.RKGY.mseed
958,2016-09-13T20:15:29.000000Z,122.251,-32.637,8,AUST,2.7,3,ML2MW,AUHAR,115.8912,-33.0927,597.3,263.4,100,2016-09-13T20.13.S.AUHAR.mseed
959,2016-09-14T02:37:03.000000Z,122.521,-32.44,13,AUST,2.9,3.14,ML2MW,NOR12,122.3764,-32.4055,14.1,285.7,250,2016-09-14T02.35.AU.NOR12.mseed
960,2016-09-14T02:37:03.000000Z,122.521,-32.44,13,AUST,2.9,3.14,ML2MW,NOR10,122.6187,-32.2679,21.2,25.8,250,2016-09-14T02.35.AU.NOR10.mseed
961,2016-09-14T02:37:03.000000Z,122.521,-32.44,13,AUST,2.9,3.14,ML2MW,NOR11,122.0893,-32.4179,40.7,273.3,250,2016-09-14T02.35.AU.NOR11.mseed
962,2016-09-14T02:37:03.000000Z,122.521,-32.44,13,AUST,2.9,3.14,ML2MW,AUKAL,121.4789,-30.7637,210.5,331.7,100,2016-09-14T02.35.S.AUKAL.mseed
963,2016-09-14T02:37:03.000000Z,122.521,-32.44,13,AUST,2.9,3.14,ML2MW,KLBR,117.7546,-31.5915,460,280.5,40,2016-09-14T02.35.AU.KLBR.mseed
964,2016-09-14T02:37:03.000000Z,122.521,-32.44,13,AUST,2.9,3.14,ML2MW,NWAO,117.239,-32.9277,498.3,262.3,40,2016-09-14T02.37.AU.NWAO.mseed
965,2016-09-14T02:37:03.000000Z,122.521,-32.44,13,AUST,2.9,3.14,ML2MW,AUALB,117.9046,-34.9995,513.4,235.2,100,2016-09-14T02.35.S.AUALB.mseed
966,2016-09-14T02:37:03.000000Z,122.521,-32.44,13,AUST,2.9,3.14,ML2MW,RKGY,116.9773,-34.6094,568.3,243.4,40,2016-09-14T02.35.AU.RKGY.mseed
967,2016-09-14T02:37:03.000000Z,122.521,-32.44,13,AUST,2.9,3.14,ML2MW,BLDU,116.7091,-30.6119,587.9,288.6,40,2016-09-14T02.35.AU.BLDU.mseed
968,2016-09-14T02:37:03.000000Z,122.521,-32.44,13,AUST,2.9,3.14,ML2MW,AUHAR,115.8912,-33.0927,625.3,261.6,100,2016-09-14T02.35.S.AUHAR.mseed
969,2016-09-14T02:37:03.000000Z,122.521,-32.44,13,AUST,2.9,3.14,ML2MW,MORW,116.0388,-29.0683,724.3,299.4,40,2016-09-14T02.35.AU.MORW.mseed
970,2016-09-14T02:37:03.000000Z,122.521,-32.44,13,AUST,2.9,3.14,ML2MW,MEEK,118.614,-26.638,746.2,328.5,40,2016-09-14T02.35.AU.MEEK.mseed
971,2016-09-18T06:48:52.000000Z,122.4,-32.4,20,NORS,3.3,3.44,ML2MW,NOR12,122.3764,-32.4055,2.3,254.6,250,2016-09-18T06.46.AU.NOR12.mseed
972,2016-09-18T06:48:52.000000Z,122.4,-32.4,20,NORS,3.3,3.44,ML2MW,NOR10,122.6187,-32.2679,25.3,54.6,250,2016-09-18T06.46.AU.NOR10.mseed
973,2016-09-18T06:48:52.000000Z,122.4,-32.4,20,NORS,3.3,3.44,ML2MW,NOR11,122.0893,-32.4179,29.3,266,250,2016-09-18T06.46.AU.NOR11.mseed
974,2016-09-18T06:48:52.000000Z,122.4,-32.4,20,NORS,3.3,3.44,ML2MW,KLBR,117.7546,-31.5915,448,280.3,40,2016-09-18T06.46.AU.KLBR.mseed
975,2016-09-18T06:48:52.000000Z,122.4,-32.4,20,NORS,3.3,3.44,ML2MW,AUALB,117.9046,-34.9995,506.7,234.1,100,2016-09-18T06.46.S.AUALB.mseed
976,2016-09-18T06:48:52.000000Z,122.4,-32.4,20,NORS,3.3,3.44,ML2MW,RKGY,116.9773,-34.6094,560.2,242.6,40,2016-09-18T06.46.AU.RKGY.mseed
977,2016-09-18T06:48:52.000000Z,122.4,-32.4,20,NORS,3.3,3.44,ML2MW,BLDU,116.7091,-30.6119,575.7,288.6,40,2016-09-18T06.46.AU.BLDU.mseed
978,2016-09-18T06:48:52.000000Z,122.4,-32.4,20,NORS,3.3,3.44,ML2MW,AUHAR,115.8912,-33.0927,614.7,261.1,100,2016-09-18T06.46.S.AUHAR.mseed
979,2016-09-18T06:48:52.000000Z,122.4,-32.4,20,NORS,3.3,3.44,ML2MW,MORW,116.0388,-29.0683,712.2,299.6,40,2016-09-18T06.46.AU.MORW.mseed
980,2016-09-18T06:48:52.000000Z,122.4,-32.4,20,NORS,3.3,3.44,ML2MW,MEEK,118.614,-26.638,736.5,329.2,40,2016-09-18T06.46.AU.MEEK.mseed
981,2016-09-18T06:48:52.000000Z,122.4,-32.4,20,NORS,3.3,3.44,ML2MW,WRKA,128.2961,-25.0375,998.4,36.7,40,2016-09-18T06.48.AU.WRKA.mseed
982,2016-09-20T19:18:24.000000Z,122.37,-32.48,19,NORS,3.1,3.29,ML2MW,NOR12,122.3764,-32.4055,8.3,4.2,250,2016-09-20T19.16.AU.NOR12.mseed
983,2016-09-20T19:18:24.000000Z,122.37,-32.48,19,NORS,3.1,3.29,ML2MW,NOR11,122.0893,-32.4179,27.3,284.5,250,2016-09-20T19.16.AU.NOR11.mseed
984,2016-09-20T19:18:24.000000Z,122.37,-32.48,19,NORS,3.1,3.29,ML2MW,NOR10,122.6187,-32.2679,33.2,44.9,250,2016-09-20T19.16.AU.NOR10.mseed
985,2016-09-20T19:18:24.000000Z,122.37,-32.48,19,NORS,3.1,3.29,ML2MW,KLBR,117.7546,-31.5915,446.9,281.5,40,2016-09-20T19.16.AU.KLBR.mseed
986,2016-09-20T19:18:24.000000Z,122.37,-32.48,19,NORS,3.1,3.29,ML2MW,RKGY,116.9773,-34.6094,553.6,243.3,40,2016-09-20T19.16.AU.RKGY.mseed
987,2016-09-20T19:18:24.000000Z,122.37,-32.48,19,NORS,3.1,3.29,ML2MW,AUHAR,115.8912,-33.0927,610.6,261.9,100,2016-09-20T19.16.S.AUHAR.mseed
988,2016-09-23T06:27:12.000000Z,122.374,-32.574,20,AUST,3.2,3.36,ML2MW,NOR12,122.3764,-32.4055,18.7,0.7,250,2016-09-23T06.25.AU.NOR12.mseed
989,2016-09-23T06:27:12.000000Z,122.374,-32.574,20,AUST,3.2,3.36,ML2MW,NOR11,122.0893,-32.4179,31.9,302.8,250,2016-09-23T06.25.AU.NOR11.mseed
990,2016-09-23T06:27:12.000000Z,122.374,-32.574,20,AUST,3.2,3.36,ML2MW,NOR10,122.6187,-32.2679,41,34.2,250,2016-09-23T06.25.AU.NOR10.mseed
991,2016-09-23T06:27:12.000000Z,122.374,-32.574,20,AUST,3.2,3.36,ML2MW,KLBR,117.7546,-31.5915,449.5,282.8,40,2016-09-23T06.25.AU.KLBR.mseed
992,2016-09-23T06:27:12.000000Z,122.374,-32.574,20,AUST,3.2,3.36,ML2MW,NWAO,117.239,-32.9277,482.8,264,40,2016-09-23T06.27.AU.NWAO.mseed
993,2016-09-23T06:27:12.000000Z,122.374,-32.574,20,AUST,3.2,3.36,ML2MW,AUALB,117.9046,-34.9995,493.6,235.8,100,2016-09-23T06.25.S.AUALB.mseed
994,2016-09-23T06:27:12.000000Z,122.374,-32.574,20,AUST,3.2,3.36,ML2MW,RKGY,116.9773,-34.6094,549.4,244.3,40,2016-09-23T06.25.AU.RKGY.mseed
995,2016-09-23T06:27:12.000000Z,122.374,-32.574,20,AUST,3.2,3.36,ML2MW,FORT,128.059,-30.799,573.7,71.5,40,2016-09-23T06.27.AU.FORT.mseed
996,2016-09-23T06:27:12.000000Z,122.374,-32.574,20,AUST,3.2,3.36,ML2MW,BLDU,116.7091,-30.6119,579.9,290.5,40,2016-09-23T06.25.AU.BLDU.mseed
997,2016-09-23T06:27:12.000000Z,122.374,-32.574,20,AUST,3.2,3.36,ML2MW,MORW,116.0388,-29.0683,719.8,301,40,2016-09-23T06.25.AU.MORW.mseed
998,2016-09-23T06:27:12.000000Z,122.374,-32.574,20,AUST,3.2,3.36,ML2MW,MEEK,118.614,-26.638,751.9,330.1,40,2016-09-23T06.25.AU.MEEK.mseed
999,2016-09-23T21:22:59.000000Z,121.65,-31.13,12,NORS,3,3.22,ML2MW,NOR11,122.0893,-32.4179,148.7,163.9,250,2016-09-23T21.20.AU.NOR11.mseed
1000,2016-09-23T21:22:59.000000Z,121.65,-31.13,12,NORS,3,3.22,ML2MW,NOR10,122.6187,-32.2679,156.1,144.2,250,2016-09-23T21.20.AU.NOR10.mseed
1001,2016-09-23T21:22:59.000000Z,121.65,-31.13,12,NORS,3,3.22,ML2MW,NOR12,122.3764,-32.4055,157.3,154.2,250,2016-09-23T21.20.AU.NOR12.mseed
1002,2016-09-23T21:22:59.000000Z,121.65,-31.13,12,NORS,3,3.22,ML2MW,AUALB,117.9046,-34.9995,553.5,218.2,100,2016-09-23T21.20.S.AUALB.mseed
1003,2016-09-23T21:22:59.000000Z,121.65,-31.13,12,NORS,3,3.22,ML2MW,RKGY,116.9773,-34.6094,583.1,227.3,40,2016-09-23T21.20.AU.RKGY.mseed
1004,2016-09-25T18:36:49.000000Z,122.252,-32.502,18,AUST,3,3.21,ML2MW,NOR12,122.3764,-32.4055,15.9,47.6,250,2016-09-25T18.34.AU.NOR12.mseed
1005,2016-09-25T18:36:49.000000Z,122.252,-32.502,18,AUST,3,3.21,ML2MW,NOR11,122.0893,-32.4179,17.9,301.3,250,2016-09-25T18.34.AU.NOR11.mseed
1006,2016-09-25T18:36:49.000000Z,122.252,-32.502,18,AUST,3,3.21,ML2MW,NOR10,122.6187,-32.2679,43.2,53.1,250,2016-09-25T18.34.AU.NOR10.mseed
1007,2016-09-25T18:36:49.000000Z,122.252,-32.502,18,AUST,3,3.21,ML2MW,KLBR,117.7546,-31.5915,436.6,282.2,40,2016-09-25T18.34.AU.KLBR.mseed
1008,2016-09-25T18:36:49.000000Z,122.252,-32.502,18,AUST,3,3.21,ML2MW,AUALB,117.9046,-34.9995,488.8,234.3,100,2016-09-25T18.34.S.AUALB.mseed
1009,2016-09-25T18:36:49.000000Z,122.252,-32.502,18,AUST,3,3.21,ML2MW,RKGY,116.9773,-34.6094,542.6,243,40,2016-09-25T18.34.AU.RKGY.mseed
1010,2016-09-25T18:36:49.000000Z,122.252,-32.502,18,AUST,3,3.21,ML2MW,MORW,116.0388,-29.0683,705.9,301,40,2016-09-25T18.34.AU.MORW.mseed
1011,2016-09-25T18:36:49.000000Z,122.252,-32.502,18,AUST,3,3.21,ML2MW,MEEK,118.614,-26.638,739.3,330.6,40,2016-09-25T18.34.AU.MEEK.mseed
1012,2016-09-27T22:45:01.000000Z,122.196,-32.336,16,AUST,3.2,3.36,ML2MW,NOR12,122.3764,-32.4055,18.6,114.5,250,2016-09-27T22.43.AU.NOR12.mseed
1013,2016-09-27T22:45:01.000000Z,122.196,-32.336,16,AUST,3.2,3.36,ML2MW,NOR11,122.0893,-32.4179,13.5,227.8,250,2016-09-27T22.43.AU.NOR11.mseed
1014,2016-09-27T22:45:01.000000Z,122.196,-32.336,16,AUST,3.2,3.36,ML2MW,NOR10,122.6187,-32.2679,40.5,79.4,250,2016-09-27T22.43.AU.NOR10.mseed
1015,2016-09-27T22:45:01.000000Z,122.196,-32.336,16,AUST,3.2,3.36,ML2MW,KLBR,117.7546,-31.5915,427.9,279.9,40,2016-09-27T22.43.AU.KLBR.mseed
1016,2016-09-27T22:45:01.000000Z,122.196,-32.336,16,AUST,3.2,3.36,ML2MW,AUALB,117.9046,-34.9995,495.6,232.2,100,2016-09-27T22.43.S.AUALB.mseed
1017,2016-09-27T22:45:01.000000Z,122.196,-32.336,16,AUST,3.2,3.36,ML2MW,RKGY,116.9773,-34.6094,546.6,241.1,40,2016-09-27T22.43.AU.RKGY.mseed
1018,2016-09-27T22:45:01.000000Z,122.196,-32.336,16,AUST,3.2,3.36,ML2MW,BLDU,116.7091,-30.6119,555.3,288.7,40,2016-09-27T22.43.AU.BLDU.mseed
1019,2016-09-27T22:45:01.000000Z,122.196,-32.336,16,AUST,3.2,3.36,ML2MW,AUHAR,115.8912,-33.0927,596.9,260.2,100,2016-09-27T22.43.S.AUHAR.mseed
1020,2016-09-27T22:45:01.000000Z,122.196,-32.336,16,AUST,3.2,3.36,ML2MW,MEEK,118.614,-26.638,720.7,330.3,40,2016-09-27T22.43.AU.MEEK.mseed
1021,2016-10-05T13:02:31.000000Z,122.51,-32.53,12,NORS,3.1,3.29,ML2MW,NOR12,122.3764,-32.4055,18.7,317.7,250,2016-10-05T13.00.AU.NOR12.mseed
1022,2016-10-05T13:02:31.000000Z,122.51,-32.53,12,NORS,3.1,3.29,ML2MW,NOR10,122.6187,-32.2679,30.8,19.4,250,2016-10-05T13.00.AU.NOR10.mseed
1023,2016-10-05T13:02:31.000000Z,122.51,-32.53,12,NORS,3.1,3.29,ML2MW,NOR11,122.0893,-32.4179,41.5,287.3,250,2016-10-05T13.00.AU.NOR11.mseed
1024,2016-10-05T13:02:31.000000Z,122.51,-32.53,9,NORS,3.1,3.29,ML2MW,AUHAR,115.8912,-33.0927,622.9,262.5,100,2016-10-05T13.00.S.AUHAR.mseed
1025,2016-10-13T05:55:25.000000Z,122.331,-32.562,13,AUST,3.28,3.42,ML2MW,KMBL,121.8906,-31.3682,138.8,342.4,40,2016-10-13T05.53.AU.KMBL.mseed
1026,2016-10-13T05:55:25.000000Z,122.331,-32.562,13,AUST,3.28,3.42,ML2MW,KLBR,117.7546,-31.5915,445.2,282.8,40,2016-10-13T05.53.AU.KLBR.mseed
1027,2016-10-13T05:55:25.000000Z,122.331,-32.562,13,AUST,3.28,3.42,ML2MW,NWAO,117.239,-32.9277,478.9,263.8,40,2016-10-13T05.53.IU.NWAO.mseed
1028,2016-10-13T05:55:25.000000Z,122.331,-32.562,13,AUST,3.28,3.42,ML2MW,AUALB,117.9046,-34.9995,491,235.4,100,2016-10-13T05.53.S.AUALB.mseed
1029,2016-10-13T05:55:25.000000Z,122.331,-32.562,13,AUST,3.28,3.42,ML2MW,RKGY,116.9773,-34.6094,546.3,244,40,2016-10-13T05.53.AU.RKGY.mseed
1030,2016-10-13T05:55:25.000000Z,122.331,-32.562,13,AUST,3.28,3.42,ML2MW,FORT,128.059,-30.799,577.1,71.7,40,2016-10-13T05.55.AU.FORT.mseed
1031,2016-10-13T05:55:25.000000Z,122.331,-32.562,13,AUST,3.28,3.42,ML2MW,BLDU,116.7091,-30.6119,575.6,290.6,40,2016-10-13T05.53.AU.BLDU.mseed
1032,2016-10-13T05:55:25.000000Z,122.331,-32.562,13,AUST,3.28,3.42,ML2MW,AUHAR,115.8912,-33.0927,605.8,262.7,100,2016-10-13T05.53.S.AUHAR.mseed
1033,2016-10-13T05:55:25.000000Z,122.331,-32.562,13,AUST,3.28,3.42,ML2MW,MORW,116.0388,-29.0683,715.7,301.1,40,2016-10-13T05.53.AU.MORW.mseed
1034,2016-10-13T05:55:25.000000Z,122.331,-32.562,13,AUST,3.28,3.42,ML2MW,MEEK,118.614,-26.638,748.7,330.3,40,2016-10-13T05.53.AU.MEEK.mseed
1040,2016-11-08T00:12:56.000000Z,122.389,-32.575,10,AUST,3.36,3.48,ML2MW,KMBL,121.8906,-31.3682,141.9,340.5,40,2016-11-08T00.10.AU.KMBL.mseed
1041,2016-11-08T00:12:56.000000Z,122.389,-32.575,10,AUST,3.36,3.48,ML2MW,KLBR,117.7546,-31.5915,450.9,282.8,40,2016-11-08T00.10.AU.KLBR.mseed
1042,2016-11-08T00:12:56.000000Z,122.389,-32.575,10,AUST,3.36,3.48,ML2MW,NWAO,117.239,-32.9277,484.2,264,40,2016-11-08T00.10.IU.NWAO.mseed
1043,2016-11-08T00:12:56.000000Z,122.389,-32.575,10,AUST,3.36,3.48,ML2MW,AUALB,117.9046,-34.9995,494.7,235.8,100,2016-11-08T00.10.S.AUALB.mseed
1044,2016-11-08T00:12:56.000000Z,122.389,-32.575,10,AUST,3.36,3.48,ML2MW,RKGY,116.9773,-34.6094,550.6,244.3,40,2016-11-08T00.10.AU.RKGY.mseed
1045,2016-11-08T00:12:56.000000Z,122.389,-32.575,10,AUST,3.36,3.48,ML2MW,BLDU,116.7091,-30.6119,581.2,290.5,40,2016-11-08T00.10.AU.BLDU.mseed
1046,2016-11-08T00:12:56.000000Z,122.389,-32.575,10,AUST,3.36,3.48,ML2MW,FORT,128.059,-30.799,572.4,71.4,40,2016-11-08T00.12.AU.FORT.mseed
1047,2016-11-08T00:12:56.000000Z,122.389,-32.575,10,AUST,3.36,3.48,ML2MW,AUHAR,115.8912,-33.0927,611,262.9,100,2016-11-08T00.10.S.AUHAR.mseed
1048,2016-11-08T00:12:56.000000Z,122.389,-32.575,10,AUST,3.36,3.48,ML2MW,MORW,116.0388,-29.0683,721.1,301,40,2016-11-08T00.10.AU.MORW.mseed
1049,2016-11-08T00:12:56.000000Z,122.389,-32.575,10,AUST,3.36,3.48,ML2MW,MEEK,118.614,-26.638,752.7,330,40,2016-11-08T00.10.AU.MEEK.mseed
1050,2017-01-03T15:30:19.000000Z,118.455,-30.609,10,AUST,4.18,4.13,ML2MW,KLBR,117.7546,-31.5915,127.8,211.3,200,2017-01-03T15.28.AU.KLBR.mseed
1051,2017-01-03T15:30:19.000000Z,118.455,-30.609,10,AUST,4.18,4.13,ML2MW,BLDU,116.7091,-30.6119,167.4,269.4,200,2017-01-03T15.28.AU.BLDU.mseed
1052,2017-01-03T15:30:19.000000Z,118.455,-30.609,10,AUST,4.18,4.13,ML2MW,NWAO,117.239,-32.9277,281.7,203.8,40,2017-01-03T15.28.AU.NWAO.mseed
1053,2017-01-03T15:30:19.000000Z,118.455,-30.609,10,AUST,4.18,4.13,ML2MW,MORW,116.0388,-29.0683,289.3,305.6,200,2017-01-03T15.28.AU.MORW.mseed
1054,2017-01-03T15:30:19.000000Z,118.455,-30.609,10,AUST,4.18,4.13,ML2MW,AUKAL,121.4789,-30.7637,290.2,94.2,100,2017-01-03T15.28.S.AUKAL.mseed
1055,2017-01-03T15:30:19.000000Z,118.455,-30.609,10,AUST,4.18,4.13,ML2MW,MTKN,115.7737,-31.9333,294.5,239.4,20,2017-01-03T15.28.AU.MTKN.mseed
1056,2017-01-03T15:30:19.000000Z,118.455,-30.609,10,AUST,4.18,4.13,ML2MW,KMBL,121.8906,-31.3682,338.8,105.3,200,2017-01-03T15.28.AU.KMBL.mseed
1057,2017-01-03T15:30:19.000000Z,118.455,-30.609,10,AUST,4.18,4.13,ML2MW,MEEK,118.614,-26.638,440.4,2.1,200,2017-01-03T15.28.AU.MEEK.mseed
1058,2017-01-03T15:30:19.000000Z,118.455,-30.609,10,AUST,4.18,4.13,ML2MW,AUBUS,115.3828,-33.6601,445.5,219.8,100,2017-01-03T15.28.S.AUBUS.mseed
1059,2017-01-03T15:30:19.000000Z,118.455,-30.609,10,AUST,4.18,4.13,ML2MW,RKGY,116.9773,-34.6094,464.8,197,200,2017-01-03T15.28.AU.RKGY.mseed
1060,2017-01-03T15:30:19.000000Z,118.455,-30.609,10,AUST,4.18,4.13,ML2MW,AUALB,117.9046,-34.9995,489.6,185.9,100,2017-01-03T15.28.S.AUALB.mseed
1061,2017-01-03T15:30:19.000000Z,118.455,-30.609,10,AUST,4.18,4.13,ML2MW,FORT,128.059,-30.799,920,93.8,200,2017-01-03T15.28.AU.FORT.mseed
1062,2017-01-03T15:30:19.000000Z,118.455,-30.609,10,AUST,4.18,4.13,ML2MW,GIRL,114.234,-22.643,977.3,333.6,40,2017-01-03T15.28.AU.GIRL.mseed
1063,2017-01-03T15:30:19.000000Z,118.455,-30.609,10,AUST,4.18,4.13,ML2MW,WRKA,128.2961,-25.0375,1148.6,59.9,200,2017-01-03T15.28.AU.WRKA.mseed
1064,2017-01-03T15:30:19.000000Z,118.455,-30.609,10,AUST,4.18,4.13,ML2MW,MULG,134.0585,-30.2818,1498,92.6,40,2017-01-03T15.28.AU.MULG.mseed
1065,2017-08-31T08:07:10.000000Z,117.215,-30.4605,10,AUST,3.87,3.89,ML2MW,BLDU,116.7091,-30.6119,51.4,250.8,40,2017-08-31T08.05.AU.BLDU.mseed
1066,2017-08-31T08:07:10.000000Z,117.215,-30.4605,10,AUST,3.87,3.89,ML2MW,KLBR,117.7546,-31.5915,135.6,157.8,200,2017-08-31T08.05.AU.KLBR.mseed
1067,2017-08-31T08:07:10.000000Z,117.215,-30.4605,10,AUST,3.87,3.89,ML2MW,MORW,116.0388,-29.0683,191.7,323.3,200,2017-08-31T08.05.AU.MORW.mseed
1068,2017-08-31T08:07:10.000000Z,117.215,-30.4605,10,AUST,3.87,3.89,ML2MW,NWAO,117.239,-32.9277,273.6,179.5,40,2017-08-31T08.07.AU.NWAO.mseed
1069,2017-08-31T08:07:10.000000Z,117.215,-30.4605,10,AUST,3.87,3.89,ML2MW,AUBUS,115.3828,-33.6601,394.7,205.5,100,2017-08-31T08.05.S.AUBUS.mseed
1070,2017-08-31T08:07:10.000000Z,117.215,-30.4605,10,AUST,3.87,3.89,ML2MW,AUKAL,121.4789,-30.7637,410.2,95.8,100,2017-08-31T08.05.S.AUKAL.mseed
1071,2017-08-31T08:07:10.000000Z,117.215,-30.4605,10,AUST,3.87,3.89,ML2MW,MEEK,118.614,-26.638,445.2,18.2,40,2017-08-31T08.05.AU.MEEK.mseed
1072,2017-08-31T08:07:10.000000Z,117.215,-30.4605,10,AUST,3.87,3.89,ML2MW,KMBL,121.8906,-31.3682,458.1,103.9,40,2017-08-31T08.05.AU.KMBL.mseed
1073,2017-08-31T08:07:10.000000Z,117.215,-30.4605,10,AUST,3.87,3.89,ML2MW,RKGY,116.9773,-34.6094,460.6,182.7,40,2017-08-31T08.05.AU.RKGY.mseed
1074,2017-08-31T08:07:10.000000Z,117.215,-30.4605,10,AUST,3.87,3.89,ML2MW,AUALB,117.9046,-34.9995,507.5,172.9,100,2017-08-31T08.05.S.AUALB.mseed
1075,2017-08-31T08:07:10.000000Z,117.215,-30.4605,10,AUST,3.87,3.89,ML2MW,GIRL,114.234,-22.643,915.5,340.4,40,2017-08-31T08.05.AU.GIRL.mseed
1076,2018-06-20T02:54:32.000000Z,122.4235687,-32.66796494,10,AUST,4.66,4.55,ML2MW,KMBL,121.8906,-31.3682,152.7,340.6,200,2018-06-20T02.48.00.AU.KMBL.mseed
1077,2018-06-20T02:54:32.000000Z,122.4235687,-32.66796494,10,AUST,4.66,4.55,ML2MW,KLBR,117.7546,-31.5915,456.4,283.9,40,2018-06-20T02.52.AU.KLBR.mseed
1078,2018-06-20T02:54:32.000000Z,122.4235687,-32.66796494,10,AUST,4.66,4.55,ML2MW,NWAO,117.239,-32.9277,486.4,265.2,40,2018-06-20T02.52.AU.NWAO.mseed
1079,2018-06-20T02:54:32.000000Z,122.4235687,-32.66796494,10,AUST,4.66,4.55,ML2MW,AUALB,117.9046,-34.9995,491.7,237,100,2018-06-20T02.52.S.AUALB.mseed
1080,2018-06-20T02:54:32.000000Z,122.4235687,-32.66796494,10,AUST,4.66,4.55,ML2MW,RKGY,116.9773,-34.6094,549.1,245.4,200,2018-06-20T02.48.00.AU.RKGY.mseed
1081,2018-06-20T02:54:32.000000Z,122.4235687,-32.66796494,10,AUST,4.66,4.55,ML2MW,FORT,128.059,-30.799,572.7,70.3,40,2018-06-20T02.52.AU.FORT.mseed
1082,2018-06-20T02:54:32.000000Z,122.4235687,-32.66796494,10,AUST,4.66,4.55,ML2MW,BLDU,116.7091,-30.6119,588,291.3,40,2018-06-20T02.52.AU.BLDU.mseed
1083,2018-06-20T02:54:32.000000Z,122.4235687,-32.66796494,10,AUST,4.66,4.55,ML2MW,AUMAZ,116.0384,-32.0069,605.5,275.2,100,2018-06-20T02.52.S.AUMAZ.mseed
1084,2018-06-20T02:54:32.000000Z,122.4235687,-32.66796494,10,AUST,4.66,4.55,ML2MW,AUBUS,115.3828,-33.6601,665.8,258.6,100,2018-06-20T02.52.S.AUBUS.mseed
1085,2018-06-20T02:54:32.000000Z,122.4235687,-32.66796494,10,AUST,4.66,4.55,ML2MW,MORW,116.0388,-29.0683,729.2,301.5,40,2018-06-20T02.52.AU.MORW.mseed
