,ORIGIN_TIME,EQLO,EQLA,DEPTH,LOCSRC,ML,MW,MW_SRC,STA,STLO,STLA,REPI,AZIM,SAMPLE_RATE,FILE_NAME
418,2002-06-17T17:25:19.000000Z,117.038,-30.519,0.4,AUST,3.4,3.32,Allen et al. (2006),CMC,117.0964,-30.7916,30.7,169.5,200,2002-06-17T17.25.AU.CMC.A.mseed
419,2002-06-17T17:25:19.000000Z,117.038,-30.519,0.4,AUST,3.4,3.32,Allen et al. (2006),PIG2,116.7918,-30.8476,43.4,212.9,100,2002-06-17T17.25.AU.PIG2.A.mseed
420,2002-06-17T17:25:19.000000Z,117.038,-30.519,0.4,AUST,3.4,3.32,Allen et al. (2006),PIG3,116.4837,-30.3152,57.9,292.8,100,2002-06-17T17.25.AU.PIG3.V.mseed
421,2002-06-20T03:54:33.000000Z,117.09,-30.528,1.6,AUST,3.6,3.69,Allen et al. (2006),CA3,117.0478,-30.51,4.5,296.2,100,2002-06-20T03.54.AU.CA3.A.mseed
422,2002-06-20T03:54:33.000000Z,117.09,-30.528,1.6,AUST,3.6,3.69,Allen et al. (2006),BK6,117.085,-30.5161,1.4,340,100,2002-06-20T03.54.AU.BK6.A.mseed
423,2002-06-20T03:54:33.000000Z,117.09,-30.528,1.6,AUST,3.6,3.69,Allen et al. (2006),BK1,116.9971,-30.5195,9,276,100,2002-06-20T03.54.AU.BK1.A.mseed
424,2002-06-20T03:54:33.000000Z,117.09,-30.528,1.6,AUST,3.6,3.69,Allen et al. (2006),BK5,117.1219,-30.5194,3.2,72.7,200,2002-06-20T03.54.AU.BK5.A.mseed
425,2002-06-20T03:54:33.000000Z,117.09,-30.528,1.6,AUST,3.6,3.69,Allen et al. (2006),BK9,116.981,-30.6302,15.4,222.7,100,2002-06-20T03.54.AU.BK9.V.mseed
426,2002-06-20T03:54:33.000000Z,117.09,-30.528,1.6,AUST,3.6,3.69,Allen et al. (2006),BK7,117.1815,-30.4597,11.6,49.3,100,2002-06-20T03.54.AU.BK7.A.mseed
427,2002-06-20T03:54:33.000000Z,117.09,-30.528,1.6,AUST,3.6,3.69,Allen et al. (2006),BK8,117.2198,-30.5803,13.7,115,100,2002-06-20T03.54.AU.BK8.A.mseed
428,2002-06-20T03:54:33.000000Z,117.09,-30.528,1.6,AUST,3.6,3.69,Allen et al. (2006),CMC,117.0964,-30.7916,29.2,178.8,200,2002-06-20T03.54.AU.CMC.A.mseed
429,2002-06-20T03:54:33.000000Z,117.09,-30.528,1.6,AUST,3.6,3.69,Allen et al. (2006),PIG2,116.7918,-30.8476,45.5,218.8,100,2002-06-20T03.54.AU.PIG2.A.mseed
430,2002-06-20T03:54:33.000000Z,117.09,-30.528,1.6,AUST,3.6,3.69,Allen et al. (2006),PIG3,116.4837,-30.3152,62.8,291.9,100,2002-06-20T03.54.AU.PIG3.V.mseed
433,2002-06-23T11:21:13.000000Z,117.117,-30.549,0.5,AUST,3.8,3.62,Allen et al. (2006),RKGY,116.9773,-34.6094,450.5,181.6,40,2002-06-23T11.21.AU.RKGY.mseed
435,2002-06-23T11:21:13.000000Z,117.117,-30.549,0.5,AUST,3.8,3.62,Allen et al. (2006),BK6,117.085,-30.5161,4.8,319.9,100,2002-06-23T11.21.AU.BK6.A.mseed
436,2002-06-23T11:21:13.000000Z,117.117,-30.549,0.5,AUST,3.8,3.62,Allen et al. (2006),BK5,117.1219,-30.5194,3.3,8.2,200,2002-06-23T11.21.AU.BK5.A.mseed
437,2002-06-23T11:21:13.000000Z,117.117,-30.549,0.5,AUST,3.8,3.62,Allen et al. (2006),BK1,116.9971,-30.5195,12,285.8,100,2002-06-23T11.21.AU.BK1.A.mseed
438,2002-06-23T11:21:13.000000Z,117.117,-30.549,0.5,AUST,3.8,3.62,Allen et al. (2006),BK9,116.981,-30.6302,15.8,235.4,100,2002-06-23T11.21.AU.BK9.V.mseed
439,2002-06-23T11:21:13.000000Z,117.117,-30.549,0.5,AUST,3.8,3.62,Allen et al. (2006),BK7,117.1815,-30.4597,11.7,32,100,2002-06-23T11.21.AU.BK7.A.mseed
440,2002-06-23T11:21:13.000000Z,117.117,-30.549,0.5,AUST,3.8,3.62,Allen et al. (2006),BK8,117.2198,-30.5803,10.5,109.4,100,2002-06-23T11.21.AU.BK8.A.mseed
441,2002-06-23T11:21:13.000000Z,117.117,-30.549,0.5,AUST,3.8,3.62,Allen et al. (2006),CMC,117.0964,-30.7916,27,184.2,200,2002-06-23T11.21.AU.CMC.A.mseed
442,2002-06-23T11:21:13.000000Z,117.117,-30.549,0.5,AUST,3.8,3.62,Allen et al. (2006),PIG2,116.7918,-30.8476,45.5,223.2,100,2002-06-23T11.21.AU.PIG2.A.mseed
443,2002-06-23T11:21:13.000000Z,117.117,-30.549,0.5,AUST,3.8,3.62,Allen et al. (2006),PIG3,116.4837,-30.3152,66.1,292.9,100,2002-06-23T11.21.AU.PIG3.V.mseed
447,2002-06-30T05:26:55.000000Z,117.063,-30.492,1.4,AUST,3,3.15,Allen et al. (2006),RKGY,116.9773,-34.6094,456.7,181,40,2002-06-30T05.26.AU.RKGY.mseed
448,2002-06-30T05:26:55.000000Z,117.063,-30.492,1.4,AUST,3,3.15,Allen et al. (2006),BK6,117.085,-30.5161,3.4,141.7,100,2002-06-30T05.26.AU.BK6.A.mseed
449,2002-06-30T05:26:55.000000Z,117.063,-30.492,1.4,AUST,3,3.15,Allen et al. (2006),BK5,117.1219,-30.5194,6.4,118.3,200,2002-06-30T05.26.AU.BK5.A.mseed
450,2002-06-30T05:26:55.000000Z,117.063,-30.492,1.4,AUST,3,3.15,Allen et al. (2006),BK7,117.1815,-30.4597,11.9,72.6,100,2002-06-30T05.26.AU.BK7.A.mseed
451,2002-06-30T05:26:55.000000Z,117.063,-30.492,1.4,AUST,3,3.15,Allen et al. (2006),BK9,116.981,-30.6302,17.2,207.2,100,2002-06-30T05.26.AU.BK9.V.mseed
452,2002-06-30T05:26:55.000000Z,117.063,-30.492,1.4,AUST,3,3.15,Allen et al. (2006),BK8,117.2198,-30.5803,18,123.1,100,2002-06-30T05.26.AU.BK8.A.mseed
453,2002-06-30T05:26:55.000000Z,117.063,-30.492,1.4,AUST,3,3.15,Allen et al. (2006),PIG2,116.7918,-30.8476,47.2,213.3,100,2002-06-30T05.26.AU.PIG2.A.mseed
