MAG,DIST,PGV (cm/s)
4.00,100,0.00550278089718
4.00,450,0.000182681390642
4.50,90,0.0135900335603
5.00,290,0.0137049564748
4.00,160,0.0137512327711
4.00,430,0.000291930973213
4.00,410,0.000886724514848
4.00,140,0.00766496093829
4.50,230,0.0139703314683
4.50,210,0.00782656537286
4.00,370,0.000722691815437
4.50,220,0.0140530137464
4.50,200,0.0077988211396
4.00,170,0.00815677808905
4.00,420,0.000258610197878
4.00,400,0.000601702471321
4.00,150,0.0216252762211
5.00,280,0.0193177279725
4.50,20,0.220482017999
5.00,500,0.00123635574815
4.00,380,0.000216121207629
4.00,390,0.000218660290834
4.50,30,0.0423051357364
4.50,10,0.816345594724
4.00,180,0.00521050574765
5.00,270,0.0124864486538
4.50,70,0.0228808592367
4.00,70,0.00413345011841
4.50,50,0.0561689165934
4.50,280,0.00190924938286
4.50,60,0.0233675197033
4.50,40,0.0511390596452
5.00,200,0.0090468393545
4.50,170,0.0196361847392
4.50,420,0.000601417901361
4.50,400,0.00115298246447
4.50,150,0.0225539490532
4.00,220,0.00259477506767
4.00,200,0.00388240727165
5.00,480,0.00302347831049
4.50,360,0.001034414929
5.00,490,0.000562231763215
4.00,230,0.00112338396892
4.00,210,0.00785085771917
4.50,160,0.0225068631628
4.50,430,0.00113571760866
4.50,410,0.00183107861688
4.50,140,0.0094636491519
4.50,470,0.000912322869454
4.50,120,0.017752409197
5.00,390,0.00238935023754
4.50,100,0.0186510698237
4.50,450,0.000710602626523
4.00,270,0.00113514441619
4.00,250,0.000720776860853
4.50,310,0.0067632484677
5.00,180,0.0406022849415
5.00,190,0.0360511777556
4.00,260,0.000653862088551
4.00,240,0.000921699617025
4.50,460,0.000597219597296
4.50,130,0.0189488097393
4.50,110,0.0252792207461
4.50,440,0.00121116481236
5.00,60,0.0946575055889
5.00,40,0.421946648859
5.00,340,0.00663802318584
5.00,360,0.00332576367584
5.00,430,0.00122214307775
5.00,160,0.0735672235567
4.00,290,0.000557920211013
5.00,350,0.00439197791763
5.00,370,0.00754189048407
5.00,70,0.0581542109238
5.00,50,0.0883996207823
5.00,30,0.890990969314
5.00,10,1.86098843588
5.00,310,0.00479492231192
5.00,330,0.0102228069462
4.50,390,0.00408344611625
4.50,380,0.000691805358015
5.00,440,0.00505259547125
5.00,110,0.0265176722224
5.00,300,0.0209919920292
4.50,190,0.00340533228449
5.00,320,0.0110724006753
5.00,20,0.389297579006
4.50,90,0.0100693165294
4.00,330,0.00110700371686
4.00,310,0.000922812621743
4.00,320,0.000106496088022
4.00,300,0.000577554935376
4.50,240,0.00906088067906
4.50,80,0.0124667493364
4.00,460,8.04904777121e-05
4.00,130,0.00490159256518
4.50,500,0.000249539992316
4.00,360,0.000369162875972
4.00,340,0.000831617819249
4.00,370,0.000572835687558
4.00,350,0.000254520893625
4.50,230,0.0107962054459
4.00,410,0.000778885728759
4.00,140,0.00466843445279
5.00,250,0.00558764302504
5.00,270,0.016269609513
4.00,30,0.0145185793941
4.00,180,0.0067170805298
4.00,10,0.478611061501
4.00,20,0.312660567587
4.00,190,0.00532776190305
4.50,20,0.18819978327
5.00,240,0.0254196666609
5.00,260,0.00707134048431
5.00,200,0.0157647648052
5.00,220,0.0199832988604
4.00,480,0.000311827734624
4.00,60,0.0110834517881
4.00,40,0.0341864820536
4.50,280,0.00382814795601
4.50,290,0.00279817691887
4.00,70,0.00369802393446
4.50,50,0.0303784926515
4.00,490,0.000429584859355
4.00,50,0.0478959041538
5.00,210,0.011657363495
5.00,230,0.0120581352713
5.00,210,0.0268447710915
4.50,50,0.173995754033
4.50,70,0.0109468648393
4.50,290,0.00182932394496
4.50,40,0.0585500071317
4.00,60,0.0336123221569
4.50,60,0.0602038360414
5.00,260,0.0186502327816
4.00,190,0.00480905991285
4.50,20,0.285074644191
5.00,500,0.00269030117367
4.00,380,0.000279820535612
4.00,390,0.000403393384773
4.50,10,0.412677840479
4.50,30,0.19118627603
4.00,10,0.196842450151
5.00,290,0.011309465663
4.00,410,0.000309238121826
4.00,140,0.00199068526096
4.00,160,0.0125741995837
4.00,430,8.91878491332e-05
4.50,210,0.00625021418859
4.50,230,0.00736277978121
4.00,360,0.00027186424169
4.50,200,0.00426737751319
4.50,220,0.00233113277928
4.00,400,0.000260256723073
4.00,150,0.00596862001203
4.00,170,0.00812398877263
4.00,420,0.000298453326966
5.00,280,0.00955479657804
4.00,110,0.00732037472387
4.00,440,0.000297707820643
4.50,80,0.00582270432801
4.00,80,0.0097787501794
4.00,460,0.000226089257428
4.00,130,0.00249010975566
4.50,240,0.00231013285784
4.50,260,0.00273826347378
4.00,310,0.000960744543229
4.50,250,0.00724948945377
4.50,270,0.00156009388585
4.00,100,0.00653811692821
4.00,450,0.000473665963775
4.00,470,0.00021904369185
4.00,90,0.00518972594554
4.00,120,0.00140236368451
4.50,190,0.00678055370132
5.00,130,0.164456151338
5.00,460,0.00403263227928
5.00,440,0.00209942947196
5.00,110,0.0304760241697
5.00,120,0.103626505647
5.00,470,0.00218127880719
5.00,450,0.0045521328836
5.00,100,0.0455366306135
4.50,180,0.00866396944531
5.00,330,0.0120333521437
5.00,70,0.0296664025832
4.50,490,0.000879787997744
4.00,290,0.00169896804443
5.00,430,0.00243241287954
5.00,160,0.0267800636557
5.00,140,0.0604955189035
5.00,410,0.00232317976557
5.00,420,0.00316904173474
5.00,170,0.030753595877
5.00,150,0.0180676956833
5.00,400,0.0042708420016
4.00,280,0.000480616907461
5.00,340,0.0166650727499
4.50,480,0.00050552056769
4.00,500,7.28066295117e-05
5.00,80,0.0340539999727
4.50,460,0.000640954115526
4.50,130,0.0288172530988
5.00,380,0.00547371453547
4.00,240,0.00257430782007
4.50,300,0.00166946414867
4.50,320,0.0028445290106
4.50,310,0.00178009877695
4.50,330,0.0020493251914
5.00,390,0.00238186407113
5.00,90,0.0255052625723
4.50,410,0.000843367526879
4.50,140,0.00518749678634
4.00,230,0.00195841311241
4.50,350,0.00112388432222
5.00,490,0.00142052984948
4.50,370,0.00300878541223
4.50,340,0.00407751411722
4.50,360,0.00139423559412
5.00,220,0.0151020473392
5.00,200,0.0333440824381
4.00,40,0.030985349726
4.50,40,0.0738815244728
4.00,60,0.0280258077077
4.00,480,8.9299166774e-05
4.50,280,0.0093148970727
4.50,290,0.00327197652769
4.00,50,0.0298568088569
4.00,490,5.4240683021e-05
4.00,70,0.00135352625509
5.00,230,0.0453499233219
5.00,210,0.0280991216394
5.00,270,0.0212843005723
5.00,250,0.0148346740646
4.50,30,0.0718558075979
4.00,10,0.27851354089
4.00,30,0.0683647670689
4.00,180,0.00399780393836
5.00,500,0.00168839505976
4.00,20,0.134216166527
4.00,190,0.00176186730222
5.00,260,0.00734697571041
5.00,240,0.0418740072079
4.00,400,0.000452625385986
4.00,150,0.00320059478516
4.50,220,0.00926043607397
4.00,340,0.000553982733003
4.00,360,0.000302290370762
4.00,350,0.000605812689036
4.00,370,0.000600374426414
4.00,470,0.000235578129219
4.00,120,0.00227095951509
4.50,90,0.0158963962739
4.50,250,0.0054813828381
4.00,310,0.000805053110197
4.00,330,0.000567477595275
4.00,300,0.00045016388145
4.00,320,0.000654183210064
4.50,80,0.011306228046
4.50,500,0.000750606115317
5.00,10,0.61428533844
5.00,30,0.256784654093
4.50,180,0.00956114475973
5.00,330,0.0181865808276
5.00,310,0.0214610947594
5.00,450,0.00537658497133
5.00,100,0.0604535755619
4.50,390,0.0013615629586
4.50,380,0.00233304538852
5.00,320,0.00550985832912
5.00,300,0.00935361959393
5.00,20,0.292786727395
5.00,40,0.1974422082
5.00,60,0.0481292699581
5.00,360,0.00766086203382
5.00,340,0.0173728114698
4.00,280,0.0021314044285
5.00,420,0.00394596010101
5.00,170,0.0184739131981
5.00,370,0.0100055319187
5.00,350,0.00240912608175
5.00,50,0.201407371768
5.00,70,0.0591275487809
4.50,100,0.00715424185628
4.50,450,0.000528138896583
4.50,470,0.00204139880455
4.50,120,0.0121444358257
4.00,250,0.00123991585687
4.00,270,0.00130433049346
5.00,180,0.0141811561553
5.00,190,0.0218498754535
4.50,300,0.00282397779918
4.00,240,0.00163779245608
4.00,260,0.000630018953285
4.50,110,0.0134397705112
4.50,440,0.000610597203853
4.50,460,0.000459912828528
4.50,130,0.036115303942
5.00,380,0.00901594340169
4.50,400,0.00180947159787
4.50,150,0.0130469339119
4.50,170,0.00797391616301
4.50,420,0.000576589217284
4.00,200,0.0049313739818
4.00,220,0.00220627944835
5.00,480,0.00107742341165
5.00,490,0.00293867715955
4.50,370,0.00147429108348
4.00,210,0.00320121520571
4.00,230,0.00150466782186
4.50,410,0.000717617548892
4.50,140,0.0107230854052
4.50,160,0.0130482260741
4.50,430,0.0014899529934
4.00,290,0.000704117610857
5.00,410,0.00384545913808
5.00,140,0.0281972092463
5.00,160,0.0645407761631
5.00,430,0.0140488290439
4.50,490,0.000606200886317
5.00,350,0.00468166506542
4.50,480,0.000768405456342
5.00,60,0.126403214697
5.00,400,0.00243572863992
5.00,150,0.0646864491398
5.00,170,0.0430129293775
5.00,420,0.00190970005917
4.00,280,0.000387892149667
5.00,110,0.12035408584
5.00,440,0.00338092061521
5.00,460,0.00481603970848
5.00,130,0.016815004105
4.50,190,0.0153067504776
5.00,320,0.00245221504413
4.50,180,0.0113472796618
5.00,10,0.664948611769
5.00,100,0.0696374834743
5.00,450,0.0022236508189
5.00,470,0.00335116594043
5.00,120,0.0247554419263
4.50,370,0.000526499503539
4.50,350,0.00171148388006
4.50,150,0.043256652476
4.50,400,0.00166797878236
4.50,360,0.000839853843985
5.00,480,0.00280400463744
4.50,340,0.00104210200793
4.00,220,0.00323334813938
4.50,320,0.00152387753633
4.50,300,0.00379803886114
5.00,80,0.0432861898763
4.00,500,5.78632384884e-05
5.00,380,0.00361607966579
4.50,120,0.0109404064168
5.00,390,0.00829469726995
4.50,470,0.000502419792798
5.00,90,0.105098484815
4.50,330,0.00265525727162
4.50,310,0.00282742736967
4.00,250,0.00118747982983
5.00,500,0.000629922345772
4.00,380,0.000863605930356
4.50,20,0.134492779672
4.50,30,0.154899593174
4.00,180,0.00264918472295
4.50,10,0.411547783545
5.00,270,0.0115841911728
4.00,390,0.000830972408652
4.50,70,0.0407883664359
4.00,70,0.0031547992703
4.50,50,0.0694761546653
4.50,60,0.0604101589864
4.50,40,0.0155295778402
5.00,200,0.0226806331519
4.50,280,0.00266514988109
4.50,260,0.00501285244627
4.50,240,0.00383547963098
4.00,300,0.00163051285327
4.00,130,0.0115270629479
4.00,460,0.000268704476502
4.00,80,0.00484674623908
4.00,440,0.000171617095899
4.00,110,0.00740715184558
4.00,120,0.00570027736515
4.00,90,0.00608890820519
4.00,470,7.68767237754e-05
4.00,450,0.000279595867499
4.50,90,0.0115189664038
4.00,100,0.0164794603775
4.50,270,0.00581274351041
4.50,250,0.00599079624995
4.50,230,0.00717713238499
4.50,210,0.00266791535845
4.00,370,0.000230238571197
5.00,290,0.0241363692075
4.00,430,0.000204198740418
4.00,160,0.0226469404902
4.00,140,0.00233139530311
4.00,410,0.000533689399054
4.00,420,0.000460460602607
4.00,170,0.00329990317188
4.00,150,0.00474062134012
4.00,400,0.00114682957289
5.00,280,0.00880630046169
4.50,220,0.0042530317416
4.50,200,0.0223422008169
5.00,60,0.0591558674268
5.00,40,0.243033062071
5.00,340,0.00361835250513
5.00,360,0.00539886921677
5.00,350,0.00888170842306
5.00,370,0.00385614972065
5.00,70,0.138648495142
5.00,50,0.0821067556131
5.00,160,0.0666812729726
5.00,430,0.00227385887052
4.00,290,0.000782951701457
4.50,390,0.00136512437119
5.00,30,0.190687944211
5.00,10,0.715685895966
5.00,310,0.0329083123742
5.00,330,0.00248960641579
5.00,300,0.011315405804
4.50,190,0.0133143967938
5.00,320,0.00409450714216
5.00,20,0.438266182447
4.50,380,0.00109733271604
5.00,110,0.0626404663215
5.00,440,0.00113314389341
4.00,220,0.00100075464488
4.00,200,0.00312458540552
4.50,360,0.000385362806799
5.00,480,0.00292824091986
4.50,420,0.000720568892336
4.50,170,0.00370369326701
4.50,150,0.0125551760931
4.50,400,0.00134500049532
4.50,430,0.000685877530302
4.50,160,0.00264993718461
4.50,140,0.00577897664
4.50,410,0.00251734574066
5.00,490,0.000889822525256
4.00,230,0.0013501038062
4.00,210,0.00196261100305
4.00,270,0.00106878814123
4.00,250,0.00107592856672
4.50,310,0.00131669671078
5.00,180,0.0146933763733
4.50,120,0.00641121891954
5.00,390,0.00168691859399
4.50,470,0.000610188810154
4.50,450,0.000372374422283
4.50,100,0.0126247048989
4.50,130,0.0179847697122
4.50,460,0.000202648993702
4.50,440,0.000868151860527
4.50,110,0.0172331094238
5.00,190,0.0452009015974
4.00,260,0.00115250000029
4.00,240,0.00191424590717
5.00,250,0.0306084442837
5.00,270,0.02603845563
4.00,180,0.00160230194554
4.00,30,0.0175578926768
4.00,10,0.16987209175
4.00,190,0.00093663511942
4.00,20,0.0448731238788
4.50,20,0.17401773094
5.00,240,0.0337191110458
5.00,260,0.0143119897921
4.50,280,0.00061213489917
5.00,200,0.0246500403061
5.00,220,0.0200410251772
4.00,480,0.000176348021569
4.00,60,0.00237771083607
4.00,40,0.00824938302024
4.00,70,0.0179226467996
4.50,50,0.0341536997126
4.00,490,0.000174990425054
4.00,50,0.00628995017879
5.00,210,0.0200635174748
5.00,230,0.0302721161702
4.50,290,0.0059935288513
4.00,330,0.000426672120726
4.00,310,0.000546721237795
4.50,90,0.0117717102767
4.50,80,0.0177467568277
4.00,130,0.0117005920453
4.00,460,0.000325133512421
4.50,500,0.000191970316825
4.00,320,0.000534865655102
4.00,300,0.000829770097513
4.50,240,0.00586027335615
4.00,360,0.000264972447102
4.00,340,0.000222294942031
4.00,140,0.00270837236176
4.00,410,0.000512659848156
4.00,370,0.000240671116096
4.00,350,0.000844337432996
4.50,230,0.00795540035845
